Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
29,153,15,2,1,15,4,49,2,2,3,4,12682,0,12,3,4,80,0,10,3,3,9,5,0,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.9,-0.226052009120147,-1.643631631267504,-1.0034959413915887,0
31,670,26,1,1,16,1,31,3,1,3,3,15170,1,17,3,4,80,1,5,1,2,5,2,4,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.8,1.0,-1.2909874210955055,-1.8528397961983283,0.1058160739199094,0
34,1346,19,2,1,18,2,93,3,1,4,2,8758,0,11,3,3,80,1,3,2,3,2,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.5,0.6666666666666666,-2.160462903998624,-0.8065922715970861,-1.0262412051789866,0
28,103,24,3,1,19,3,50,2,1,3,1,12947,5,14,3,2,80,0,6,4,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.6666666666666666,-2.1937772787542644,-0.2686866128479348,-0.332616864434161,1
29,1389,21,4,1,20,2,51,4,3,1,9,10195,1,11,3,3,80,1,10,1,3,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.8,1.0,2.412924468311751,-1.583055057042109,-1.0065025132785044,0
32,334,5,2,1,21,1,80,4,1,2,3,15053,0,12,3,4,80,2,7,5,2,6,2,0,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0,0.8571428571428571,-1.5642401678464783,-1.1606105377543419,-1.209713971757478,0
22,1123,16,2,1,22,4,96,4,1,4,3,7324,1,13,3,2,80,2,1,2,2,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.0,1.0,-3.1289655536597545,-1.1513236647080358,-0.8057673064837003,0
53,1219,2,4,1,23,1,78,2,4,4,10,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.12,0.8064516129032258,4.539091735286645,0.8374371872472864,0.05417287919742241,0
38,371,2,3,1,24,4,45,3,1,4,4,4306,5,11,3,3,80,0,6,3,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.3333333333333333,0.5,-1.5330442908147055,0.6120945536058836,-1.1576117200238918,0
24,673,11,2,1,26,1,96,4,2,3,4,8232,0,18,3,4,80,1,5,5,2,4,2,1,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.25,0.8,-1.6639998128258644,-1.1367697835506263,-0.058610777724297805,0
36,1218,9,4,1,27,3,82,2,1,1,4,6986,7,23,4,2,80,0,10,4,3,5,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0,0.5,-1.257512072002766,1.0703470332524354,3.391008139310893,1
34,419,7,4,1,28,1,53,3,3,2,9,21293,0,11,3,3,80,0,13,4,3,12,6,2,11,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.16666666666666666,0.9230769230769231,1.9665872399373385,-0.9768983097009761,-1.1535639933290467,0
21,391,15,2,1,30,3,96,3,1,4,1,19281,1,14,3,4,80,0,0,6,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,0.0,-3.746271843281979,0.27212373780492055,-0.840568938619527,0
34,699,6,1,1,31,2,83,3,1,1,3,17102,2,11,3,3,80,0,8,2,3,4,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.25,0.5,-1.7180583252492982,-0.09997608796193182,-1.1449922894330682,1
53,1282,5,3,1,32,3,58,3,5,3,10,10735,4,11,3,4,80,1,26,3,2,14,13,4,8,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.2857142857142857,0.5384615384615384,4.585232975061403,1.370614779372749,-0.9979841817912395,0
32,1125,16,1,1,33,2,72,1,1,1,4,4681,1,22,4,2,80,0,10,5,3,10,2,6,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.6,1.0,-0.16622031015989117,-2.3893551698241704,3.031022932052036,1
42,691,8,4,1,35,3,48,3,2,2,7,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.4444444444444444,0.9,0.8414074864395433,-0.535876504980352,-1.2139208402035375,0
44,477,7,4,1,36,1,42,2,3,4,9,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.22727272727272727,0.9166666666666666,4.378032989410544,-0.9179652019331979,-0.37078775891010984,0
46,705,2,4,1,38,2,83,3,5,1,10,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,1.0,0.09090909090909091,1.659709863375696,3.37377816243096,-1.0300423276767448,0
33,924,2,3,1,39,3,78,3,1,4,2,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,0.14285714285714285,-2.6037436810719594,1.3723010556254367,-1.1346424153594712,0
44,1459,10,4,1,40,4,41,3,2,4,7,19121,2,13,3,4,80,0,9,5,4,4,2,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.25,0.4444444444444444,-0.34300540776814326,1.1869198367848164,-0.826767019388759,0
30,125,9,2,1,41,4,83,2,1,3,1,16117,1,13,3,1,80,0,10,5,3,10,0,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.1,1.0,-1.236957838113781,-1.9126596373003544,-0.830892687626446,0
39,895,5,3,1,42,4,56,3,2,4,1,3335,3,14,3,3,80,1,19,6,4,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0,0.05263157894736842,-1.7561154756326451,1.9335830044919473,-0.5982000041211264,1
24,813,1,3,1,45,2,61,3,1,4,1,3020,2,16,3,1,80,1,6,2,2,2,0,2,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1.0,0.3333333333333333,-2.5798233164107427,-0.30105465117741353,-0.08897291059775914,1
43,1273,2,2,1,46,4,72,4,1,3,2,21923,1,12,3,4,80,2,6,3,2,5,3,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.2,0.8333333333333334,-1.2997948691555774,-0.5832370468670766,-1.1820078982018667,0
50,869,3,2,1,47,1,86,2,1,3,2,3810,1,14,3,3,80,0,3,2,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,0.0,1.0,-1.847374509530425,-0.5142506346874925,-0.3618163672430481,1
35,890,2,3,1,49,4,97,3,1,4,1,9687,1,13,3,1,80,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,1.0,1.0,-1.956301067529973,-1.5064498494070013,-0.884359083558774,0
36,852,5,4,1,51,2,82,2,1,1,4,13072,9,14,3,4,80,1,6,3,4,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.16666666666666666,-2.119944660623845,2.596031866355941,-0.37982556342494717,0
33,1141,1,3,1,52,3,42,4,2,1,6,3193,2,19,3,1,80,2,10,3,3,5,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.2,0.5,-0.6829043836603637,0.3157888933857153,0.4831392872161733,0
35,464,4,2,1,53,3,75,3,1,4,1,10910,1,12,3,3,80,1,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.9792192649113396,-0.9063614583190877,-1.0820543989150164,0
27,1240,2,4,1,54,4,33,3,1,1,2,19715,1,13,3,4,80,1,1,6,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.9093090151007712,-0.7687166821454452,-1.047765834030538,0
26,1357,25,3,1,55,1,48,1,1,3,1,10558,1,12,3,3,80,0,1,2,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-3.060225793721796,-1.1364546876950483,-0.5026957721993693,1
27,994,8,3,1,56,4,37,3,3,3,8,2975,1,15,3,4,80,0,9,0,3,9,8,1,7,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.1111111111111111,1.0,0.9171534977617407,-1.225205352874322,-0.3024660401918649,0
30,721,1,2,1,57,3,58,3,2,4,4,10781,1,23,4,4,80,0,12,2,3,12,8,3,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.25,1.0,0.6145140105403187,-2.093254042768044,2.973196287202882,0
41,1360,12,3,1,58,2,49,3,5,3,10,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.6818181818181818,0.9565217391304348,6.097443103698063,-1.477974404254558,-0.8046029493344441,1
34,1065,23,4,1,60,2,72,3,2,3,5,10034,0,20,4,3,80,0,10,2,3,9,5,8,7,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.8888888888888888,0.9,1.0883789925824665,-1.8306826941628067,2.635283141205941,0
37,408,19,2,1,61,2,73,3,1,2,3,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.125,-2.522656041223301,1.3568138490515238,3.09146496360128,0
46,1211,5,4,1,62,1,98,3,2,4,7,20445,4,21,4,3,80,0,14,4,3,9,6,0,8,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0,0.6428571428571429,0.939243804759539,0.7236885521391337,2.864763765694418,0
35,1229,8,1,1,63,4,36,4,1,4,1,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,1.0,-2.9762785798739695,-1.1026860556870424,0.27577475289344167,0
48,626,1,2,1,64,1,98,2,3,3,6,19294,9,13,3,4,80,0,23,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.043478260869565216,-0.34608070562628485,4.184458569163448,-0.5403458285629043,1
28,1434,5,4,1,65,3,50,3,1,3,4,11179,1,13,3,3,80,0,2,3,2,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0,1.0,-1.6755537673780208,-1.30890003338295,-0.840218018289879,1
44,1488,1,5,1,68,2,75,3,2,1,6,4009,5,21,4,3,80,1,9,2,2,4,3,1,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.25,0.4444444444444444,-0.3287740109822235,1.6357172462938583,2.9685869729267065,0
35,1097,11,2,1,70,3,79,2,3,1,9,8302,2,13,3,3,80,1,10,3,3,4,0,2,3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.5,0.4,-0.1509938265572176,1.041902775156554,-0.7251107527598323,0
26,1443,23,3,1,72,3,47,2,2,4,4,21436,7,19,3,3,80,1,5,2,2,2,2,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0,0.4,-2.0564558300324003,1.3737859888023756,0.747423433874458,0
33,515,1,2,1,73,1,98,3,3,4,9,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.5333333333333333,1.0,3.6585341076637916,-2.298744776090573,-0.9508811068051445,0
35,853,18,5,1,74,2,71,3,3,1,8,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.1111111111111111,1.0,1.3338487514781692,-0.8098520417149985,3.0042652404870833,0
35,1142,23,4,1,75,3,30,3,1,1,4,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0,0.5,-1.375002811273965,0.16332769457663318,-0.2557347628313551,0
31,655,7,4,1,76,4,48,3,2,4,7,9528,3,22,4,4,80,1,10,3,2,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.14285714285714285,0.7,0.3832047024869406,-0.4464413099410607,2.865297822061875,0
37,1115,1,4,1,77,1,51,2,2,3,7,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0,1.0,0.1439545154888651,-0.7624211713643879,0.4531888409955134,0
32,427,1,3,1,78,1,33,3,2,4,7,10877,1,22,4,2,80,1,9,3,3,9,8,7,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.7777777777777778,1.0,1.4354586537232104,-2.2894382148177894,2.8972463462734606,0
38,653,29,5,1,79,4,50,3,2,4,2,5456,1,11,3,4,80,0,10,2,3,10,3,9,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.9,1.0,1.186569637096827,-1.841408947989387,-1.073151685679035,0
50,989,7,2,1,80,2,43,2,5,3,10,16701,5,12,3,4,80,1,29,2,2,27,3,13,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.48148148148148145,0.9310344827586207,5.5188785491622445,0.3100028102846112,-0.8470993947592482,0
59,1435,25,3,1,81,1,99,3,3,1,8,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.3333333333333333,0.75,5.153995856810029,0.5892089880691148,-0.6587596650381183,0
36,1223,8,3,1,83,3,59,3,3,3,9,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7058823529411765,1.0,4.171967262235188,-2.1781011664389593,-0.6662796140936393,0
55,836,8,3,1,84,4,33,3,4,3,10,19730,2,14,3,3,80,3,21,2,3,5,0,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.0,0.23809523809523808,1.142208105232721,3.135862707971429,-0.46568765014553487,0
36,1195,11,3,1,85,2,95,2,2,2,7,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-0.47831987889065014,-0.42596112179780327,-0.6702563351842721,0
45,1339,7,3,1,86,2,59,3,3,1,8,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0,0.04,-0.08908758115637821,3.285105444676879,0.23039750907745582,0
35,664,1,3,1,88,2,79,3,1,1,1,5868,4,13,3,4,80,1,5,2,2,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.3333333333333333,0.6,-2.0281840568500207,0.1534676160151345,-0.755401378534407,0
36,318,9,3,1,90,4,79,2,1,3,4,21777,0,17,3,1,80,1,2,0,2,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.5,-2.59374277199317,0.2546865193756575,0.18946709028895412,1
59,1225,1,1,1,91,1,57,2,2,3,6,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.25,0.2,0.38650772787979215,2.9559331424437807,-0.8530684914154589,0
29,1328,2,3,1,94,3,76,3,1,2,3,4956,0,23,4,4,80,1,6,3,3,5,4,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.8333333333333334,-1.647147203575316,-1.2868872250592012,3.01604620961592,0
31,1082,1,4,1,95,3,87,3,1,2,2,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,1.0,1.0,-2.369036824015899,-1.0645480612209646,-0.20674932655312234,0
32,548,1,3,1,96,2,66,3,2,2,7,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,1.0,0.35515602146522673,-1.1798248972030265,0.0408733596109587,0
36,132,6,3,1,97,2,55,4,1,4,3,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,0.2,-2.5871942554409055,1.2383624101497384,-0.9449972795895454,0
31,746,8,4,1,98,3,61,3,2,4,5,20682,1,23,4,4,80,0,11,2,3,11,7,1,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.09090909090909091,1.0,0.5657444367076732,-1.4570954950484472,3.055294716423099,0
35,776,1,4,1,100,3,32,2,2,1,5,23016,0,14,3,2,80,0,16,2,3,15,13,2,8,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.13333333333333333,0.9375,1.9091417403778215,-1.7077781338732019,-0.37394419333463286,0
45,193,6,4,1,101,4,52,3,3,1,9,15067,4,14,3,2,80,0,17,3,4,0,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0,0.0,-0.3227057846578662,3.4408740202393373,-0.48466280100933573,0
37,397,7,4,1,102,1,30,3,3,3,9,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0,0.3125,0.17134714559461525,2.1480468220546327,-0.49775993399972585,0
46,945,5,2,1,103,2,80,3,2,2,6,10425,8,22,4,4,80,1,16,2,3,4,2,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0,0.25,-0.4862909650792733,2.6109229166525276,3.0709822517200815,0
30,852,1,1,1,104,4,55,2,2,4,6,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.3,1.0,-0.02043598901162778,-1.410715576346749,-0.9989170222015475,0
35,1214,1,3,1,105,2,30,2,1,3,3,26278,1,18,3,1,80,0,6,3,3,6,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,1.0,-1.348140748625003,-1.1558253335065756,0.4232733710135774,0
55,111,1,2,1,106,1,70,3,3,4,9,18092,3,14,3,4,80,1,24,4,3,1,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,1.0,0.041666666666666664,0.6189707504418313,3.1419821556782384,-0.7237881895063999,0
38,573,6,3,1,107,2,79,1,2,4,6,15717,7,12,3,4,80,3,17,3,3,13,11,1,9,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.07692307692307693,0.7647058823529411,1.8477640611959387,0.0027200282874439686,-0.7223483527802904,0
