Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus_Single,OverTime_No,OverTime_Yes,CompensationSatisfaction,ExperienceRatio,CommuteSatisfactionRatio,StagnationScore,SatisfactionIndex,JobSatisfaction_WorkLifeBalance,PCA1,PCA2,Attrition
36.0,2.0,2.0,2.0,2.0,7.0,6.0,6.0,5.0,1.0,1.0,0.0,0.5833333333333334,0.16666666666666666,5.5,0.1292307692307692,0.45999999999999996,6.0,-0.835156607127579,0.7871260460515931,0
45.0,2.0,3.0,3.0,1.0,8.0,25.0,1.0,0.0,0.0,1.0,0.0,2.6666666666666665,0.5555555555555556,7.0,0.021538461538461538,0.38,3.0,0.2984659924103809,2.459517008487336,0
35.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.07384615384615383,0.32,2.0,-2.393706148778642,2.4598094967928295,0
36.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.05555555555555555,3.0,0.021538461538461538,0.6000000000000001,6.0,-4.026092459888146,0.20681962182803673,1
59.0,1.0,2.0,2.0,3.0,6.0,20.0,4.0,3.0,1.0,1.0,0.0,0.75,0.3389830508474576,0.3333333333333333,0.09538461538461537,0.42000000000000004,6.0,0.20511210274597375,-0.03827847889271758,0
29.0,3.0,3.0,1.0,2.0,3.0,6.0,5.0,4.0,0.0,1.0,0.0,0.6,0.20689655172413793,1.0,0.1076923076923077,0.5199999999999999,6.0,-1.6277014417995008,0.3937582976876814,0
31.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.03225806451612903,0.5,0.03076923076923077,0.5199999999999999,6.0,-3.5590423721017324,0.3894667577051291,0
32.0,2.0,3.0,2.0,2.0,7.0,10.0,10.0,4.0,0.0,1.0,0.0,0.35,0.3125,0.5,0.2153846153846154,0.45999999999999996,6.0,0.33661454816908964,0.3178403100997327,0
36.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.1388888888888889,1.5,0.021538461538461538,0.62,12.0,-3.495425571239782,-2.156529911069189,0
31.0,3.0,3.0,2.0,4.0,5.0,11.0,11.0,7.0,1.0,1.0,0.0,0.22727272727272727,0.3548387096774194,2.0,0.24615384615384614,0.6799999999999999,12.0,0.8673888471099296,-2.2855858990810822,0
35.0,3.0,2.0,2.0,1.0,5.0,16.0,15.0,13.0,1.0,1.0,0.0,0.16666666666666666,0.45714285714285713,1.0,0.3415384615384615,0.43999999999999995,3.0,2.54330450845424,1.7012321022233807,0
45.0,4.0,3.0,3.0,1.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,0.37777777777777777,6.0,0.0,0.5599999999999999,4.0,-0.8143208956214274,1.7240890250535703,0
37.0,1.0,3.0,3.0,3.0,9.0,16.0,5.0,2.0,1.0,1.0,0.0,0.6,0.43243243243243246,2.3333333333333335,0.1076923076923077,0.54,12.0,0.6723988974756092,-1.6636618328282398,0
46.0,2.0,3.0,2.0,2.0,6.0,16.0,4.0,2.0,0.0,0.0,1.0,0.75,0.34782608695652173,2.5,0.08615384615384615,0.45999999999999996,6.0,-0.3305878620466177,0.6488377758726989,0
30.0,4.0,2.0,2.0,4.0,6.0,10.0,10.0,8.0,0.0,0.0,1.0,0.3,0.3333333333333333,0.25,0.24307692307692308,0.6799999999999999,8.0,1.033054652185565,-1.4990276855950044,0
35.0,2.0,2.0,1.0,3.0,3.0,6.0,6.0,4.0,1.0,1.0,0.0,0.5,0.17142857142857143,0.3333333333333333,0.1292307692307692,0.54,9.0,-1.6154812683768913,-1.0939925786539422,0
55.0,1.0,3.0,3.0,4.0,9.0,24.0,1.0,0.0,0.0,1.0,0.0,3.0,0.43636363636363634,0.25,0.03076923076923077,0.5599999999999999,12.0,0.15385927737242858,-2.2441865766475315,0
38.0,2.0,1.0,2.0,4.0,6.0,17.0,13.0,11.0,0.0,0.0,1.0,0.23076923076923078,0.4473684210526316,1.5,0.28923076923076924,0.62,12.0,2.0967229565131325,-2.3724894499840943,0
34.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,0.5,0.14705882352941177,0.5,0.11692307692307692,0.4,6.0,-1.4038584779653211,0.35966455210891707,0
56.0,4.0,1.0,3.0,4.0,8.0,37.0,6.0,4.0,1.0,1.0,0.0,0.4444444444444444,0.6607142857142857,1.75,0.1292307692307692,0.6799999999999999,8.0,2.794095358560911,-1.1532870411272602,0
23.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.13043478260869565,2.0,0.0,0.43999999999999995,3.0,-3.544074921542437,1.9686680508472323,0
51.0,4.0,3.0,1.0,4.0,1.0,10.0,4.0,2.0,0.0,1.0,0.0,0.25,0.19607843137254902,2.25,0.08615384615384615,0.74,12.0,-1.7828866683583038,-2.1354177982544593,0
30.0,3.0,2.0,2.0,4.0,4.0,11.0,11.0,10.0,0.0,1.0,0.0,0.18181818181818182,0.36666666666666664,0.5,0.3292307692307692,0.6799999999999999,12.0,2.1392712206627436,-2.4807591923163064,0
46.0,3.0,2.0,3.0,4.0,8.0,9.0,9.0,8.0,1.0,1.0,0.0,0.2962962962962963,0.1956521739130435,2.25,0.23076923076923078,0.6799999999999999,12.0,1.0321375813798717,-2.266194599374063,1
40.0,3.0,2.0,4.0,2.0,9.0,22.0,22.0,3.0,0.0,1.0,0.0,0.10227272727272728,0.55,0.5,0.5753846153846154,0.45999999999999996,4.0,5.5440941294432395,1.147227244229802,0
51.0,3.0,3.0,2.0,4.0,6.0,11.0,10.0,7.0,1.0,0.0,1.0,0.3,0.21568627450980393,5.25,0.2246153846153846,0.5599999999999999,4.0,0.4353839590797828,0.25176997176009414,0
30.0,3.0,2.0,2.0,2.0,6.0,11.0,11.0,8.0,0.0,0.0,1.0,0.2727272727272727,0.36666666666666664,2.0,0.2553846153846154,0.45999999999999996,4.0,1.2449575485658204,1.1875163934383481,0
46.0,3.0,2.0,3.0,1.0,9.0,21.0,10.0,9.0,0.0,0.0,1.0,0.3,0.45652173913043476,1.0,0.29846153846153844,0.38,2.0,3.354994932187088,2.435778107248563,0
32.0,2.0,3.0,2.0,3.0,6.0,12.0,11.0,8.0,1.0,1.0,0.0,0.2727272727272727,0.375,2.0,0.28307692307692306,0.54,9.0,1.63993048633416,-0.8867735096416862,0
54.0,1.0,3.0,3.0,3.0,9.0,16.0,4.0,3.0,0.0,1.0,0.0,0.75,0.2962962962962963,0.6666666666666666,0.08615384615384615,0.36000000000000004,3.0,0.2051500737653377,0.8852198810385439,0
24.0,1.0,3.0,2.0,3.0,6.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.16666666666666666,1.0,0.0646153846153846,0.42000000000000004,6.0,-1.7440243400014968,-0.0651159071724543,0
28.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.4,0.17857142857142858,1.3333333333333333,0.1076923076923077,0.6,12.0,-1.3674427844010248,-1.8785158617854882,0
58.0,4.0,3.0,4.0,3.0,10.0,38.0,37.0,10.0,1.0,1.0,0.0,0.06756756756756757,0.6551724137931034,3.3333333333333335,0.8061538461538461,0.6000000000000001,6.0,7.5349257139134185,0.11015363282794612,0
44.0,2.0,3.0,2.0,2.0,1.0,17.0,3.0,2.0,0.0,1.0,0.0,0.16666666666666666,0.38636363636363635,11.5,0.07384615384615383,0.5199999999999999,8.0,-0.4958295133604746,0.7937560541156453,0
37.0,3.0,3.0,1.0,1.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,0.3333333333333333,0.1891891891891892,6.0,0.0646153846153846,0.43999999999999995,3.0,-2.2578771982390027,2.2606267700775047,1
32.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.03125,1.0,0.021538461538461538,0.5,3.0,-4.0009165416908745,1.8098787008351036,0
20.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.05,1.5,0.03076923076923077,0.74,12.0,-3.5583179122181066,-2.2967919814936804,1
34.0,1.0,3.0,2.0,3.0,5.0,16.0,16.0,13.0,1.0,1.0,0.0,0.15625,0.47058823529411764,2.0,0.363076923076923,0.4800000000000001,9.0,2.705306319173738,-0.9206302144736315,0
37.0,3.0,2.0,2.0,4.0,6.0,17.0,1.0,0.0,0.0,1.0,0.0,3.0,0.4594594594594595,0.5,0.021538461538461538,0.74,16.0,-1.0404004372099533,-3.3462125846100808,0
59.0,3.0,2.0,5.0,4.0,10.0,30.0,3.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.5084745762711864,0.5,0.08307692307692306,0.6799999999999999,12.0,2.518641540580067,-2.2989931500949323,0
50.0,1.0,3.0,5.0,2.0,10.0,28.0,8.0,3.0,0.0,0.0,1.0,0.25,0.56,0.5,0.1723076923076923,0.34,4.0,2.8850747701183708,1.2044976908878418,0
25.0,3.0,2.0,2.0,3.0,7.0,6.0,6.0,4.0,1.0,0.0,1.0,0.5833333333333334,0.24,1.6666666666666667,0.1292307692307692,0.6,9.0,-0.49686208238064195,-0.9781059931930716,1
25.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.5,0.08,1.75,0.06153846153846154,0.74,12.0,-2.770324131921267,-2.2876318893079124,0
22.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.045454545454545456,3.75,0.0,0.62,12.0,-4.329750821030354,-1.9026184957279197,0
51.0,1.0,2.0,3.0,1.0,8.0,23.0,13.0,12.0,1.0,1.0,0.0,0.20512820512820512,0.45098039215686275,1.0,0.39076923076923076,0.25999999999999995,2.0,4.300581650875408,2.446257299010696,0
34.0,1.0,1.0,2.0,3.0,7.0,9.0,9.0,7.0,1.0,0.0,1.0,0.3888888888888889,0.2647058823529412,2.3333333333333335,0.19384615384615383,0.4800000000000001,9.0,0.23297804400274655,-0.9081582858809044,1
54.0,4.0,4.0,4.0,4.0,10.0,23.0,5.0,3.0,1.0,0.0,1.0,0.5,0.42592592592592593,6.5,0.14461538461538462,0.74,12.0,2.1986248510252806,-1.5286093259450992,0
24.0,2.0,3.0,1.0,3.0,3.0,6.0,5.0,3.0,0.0,1.0,0.0,0.6,0.25,6.0,0.11692307692307692,0.54,9.0,-1.1259682964981463,-0.4107240702079948,0
34.0,3.0,2.0,2.0,2.0,5.0,12.0,1.0,0.0,0.0,1.0,0.0,2.5,0.35294117647058826,3.0,0.021538461538461538,0.5199999999999999,6.0,-1.6722604064495645,0.7031030165594049,0
37.0,3.0,3.0,3.0,4.0,8.0,12.0,5.0,3.0,1.0,1.0,0.0,0.5333333333333333,0.32432432432432434,0.75,0.11692307692307692,0.6799999999999999,12.0,0.18872447478128848,-2.356990843347175,0
34.0,3.0,2.0,3.0,1.0,9.0,14.0,11.0,10.0,1.0,1.0,0.0,0.2727272727272727,0.4117647058823529,5.0,0.28307692307692306,0.43999999999999995,3.0,2.60880657691199,2.06527473001807,0
36.0,2.0,3.0,3.0,4.0,8.0,10.0,9.0,7.0,0.0,1.0,0.0,0.2962962962962963,0.2777777777777778,2.75,0.21230769230769228,0.62,12.0,0.9254630996262774,-2.1724067759475,0
36.0,1.0,3.0,1.0,4.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.19444444444444445,0.75,0.021538461538461538,0.5599999999999999,12.0,-3.175550559004586,-2.2479145838292265,0
43.0,3.0,3.0,4.0,4.0,10.0,25.0,25.0,12.0,0.0,0.0,1.0,0.1,0.5813953488372093,6.5,0.5753846153846154,0.74,16.0,5.786982297907397,-2.784974936231168,0
30.0,1.0,1.0,1.0,3.0,2.0,10.0,10.0,7.0,0.0,1.0,0.0,0.2,0.3333333333333333,7.666666666666667,0.2153846153846154,0.42000000000000004,6.0,-0.056454167714292784,0.6108340892775475,0
33.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,0.0,1.0,0.0,0.5,0.24242424242424243,11.0,0.15076923076923077,0.58,8.0,-0.14733131174480277,0.5809549659696575,0
56.0,2.0,3.0,1.0,2.0,6.0,7.0,5.0,4.0,0.0,0.0,1.0,1.2,0.125,7.0,0.14461538461538462,0.45999999999999996,6.0,-0.7666619004901898,1.0661088914368517,1
51.0,1.0,3.0,5.0,3.0,10.0,23.0,20.0,18.0,1.0,1.0,0.0,0.1,0.45098039215686275,2.0,0.5692307692307692,0.4800000000000001,9.0,6.652896835148156,-0.901872391519209,0
31.0,2.0,1.0,2.0,3.0,7.0,12.0,7.0,7.0,0.0,0.0,1.0,0.5,0.3870967741935484,2.0,0.2153846153846154,0.4800000000000001,6.0,1.452457758811801,0.028528218204385385,1
26.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,0.0,1.0,0.0,0.4,0.19230769230769232,3.0,0.14461538461538462,0.45999999999999996,4.0,-1.1802292872105367,1.3383062061742763,0
58.0,4.0,3.0,3.0,4.0,9.0,40.0,40.0,10.0,0.0,1.0,0.0,0.075,0.6896551724137931,5.75,1.0,0.6799999999999999,8.0,9.384755369412122,-0.7315052280272097,1
