Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus_Single,OverTime_No,OverTime_Yes,CompensationSatisfaction,ExperienceRatio,CommuteSatisfactionRatio,StagnationScore,SatisfactionIndex,JobSatisfaction_WorkLifeBalance,PCA1,PCA2,Attrition
22.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.045454545454545456,4.0,0.021538461538461538,0.6799999999999999,8.0,-4.036706020977285,-0.9090160954189195,0
53.0,1.0,2.0,4.0,4.0,10.0,31.0,25.0,8.0,0.0,1.0,0.0,0.1,0.5849056603773585,0.5,0.5661538461538461,0.5599999999999999,12.0,5.6448615233711905,-2.457320377117964,0
38.0,4.0,3.0,1.0,4.0,4.0,6.0,3.0,2.0,1.0,0.0,1.0,1.3333333333333333,0.15789473684210525,0.5,0.07384615384615383,0.74,12.0,-2.1416626179368135,-2.383300694060016,0
24.0,1.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,0.0,1.0,0.0,0.5,0.20833333333333334,3.6666666666666665,0.09538461538461537,0.42000000000000004,6.0,-1.2559340902271383,0.26097720275223135,0
36.0,3.0,2.0,1.0,1.0,4.0,10.0,5.0,3.0,1.0,1.0,0.0,0.8,0.2777777777777778,9.0,0.1076923076923077,0.43999999999999995,3.0,-1.1655300959280803,2.466936397271401,1
34.0,1.0,3.0,3.0,2.0,9.0,13.0,12.0,6.0,1.0,1.0,0.0,0.25,0.38235294117647056,3.5,0.2769230769230769,0.4,6.0,1.8881423747427764,0.6238237340433772,0
21.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.75,0.0,0.6799999999999999,12.0,-4.464708012681531,-1.9483022957634082,0
34.0,2.0,3.0,1.0,1.0,3.0,8.0,4.0,2.0,1.0,1.0,0.0,0.75,0.23529411764705882,6.0,0.09538461538461537,0.38,3.0,-1.606252163187365,2.262868288862681,1
53.0,3.0,3.0,5.0,3.0,10.0,26.0,14.0,13.0,0.0,1.0,0.0,0.14285714285714285,0.49056603773584906,1.6666666666666667,0.3384615384615384,0.54,6.0,4.59051344615235,-0.014683100422513076,0
32.0,2.0,1.0,1.0,1.0,4.0,10.0,10.0,2.0,1.0,0.0,1.0,0.4,0.3125,16.0,0.2707692307692308,0.38,3.0,0.7394888890561622,3.056282843910075,1
42.0,3.0,3.0,2.0,2.0,7.0,10.0,9.0,7.0,0.0,1.0,0.0,0.3888888888888889,0.23809523809523808,4.0,0.23076923076923078,0.5199999999999999,6.0,0.7186802835273185,0.6770096847963797,0
44.0,1.0,2.0,3.0,4.0,9.0,24.0,22.0,6.0,0.0,1.0,0.0,0.13636363636363635,0.5454545454545454,1.75,0.5199999999999999,0.5599999999999999,12.0,4.538163764000338,-2.2922107853043423,0
46.0,2.0,3.0,5.0,1.0,10.0,22.0,2.0,2.0,1.0,1.0,0.0,1.0,0.4782608695652174,2.0,0.06153846153846154,0.32,2.0,1.6738910454351492,2.626748469565738,0
33.0,3.0,3.0,1.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,2.0,0.21212121212121213,0.5,0.021538461538461538,0.6799999999999999,12.0,-2.9107014663555986,-2.3306031492533497,0
44.0,4.0,3.0,2.0,4.0,7.0,9.0,4.0,2.0,0.0,0.0,1.0,0.875,0.20454545454545456,2.5,0.09538461538461537,0.8,16.0,-0.91961568781753,-3.171690539840029,0
30.0,4.0,2.0,1.0,3.0,1.0,10.0,10.0,0.0,1.0,1.0,0.0,0.1,0.3333333333333333,3.0,0.2246153846153846,0.66,9.0,-0.49787902199654116,-0.7729697055361844,0
39.0,4.0,3.0,2.0,4.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,0.5,0.48717948717948717,1.25,0.021538461538461538,0.8,16.0,-0.7585939122634682,-3.2609384429712454,1
24.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,0.5,0.25,0.25,0.06153846153846154,0.56,8.0,-1.731931979454719,-1.3048928556474821,1
43.0,4.0,4.0,1.0,3.0,2.0,6.0,5.0,3.0,0.0,1.0,0.0,0.4,0.13953488372093023,0.6666666666666666,0.11692307692307692,0.6000000000000001,6.0,-1.8271903276477972,-0.08696375092839034,0
50.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.06,1.0,0.0646153846153846,0.4800000000000001,9.0,-2.5986171013012354,-0.9769524280759492,1
35.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.5,0.05714285714285714,0.5,0.06153846153846154,0.74,12.0,-2.7867329385497293,-2.4221019121083556,0
36.0,2.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,0.16666666666666666,5.0,0.021538461538461538,0.44000000000000006,4.0,-3.3298301008159843,1.6108183624731716,0
33.0,3.0,4.0,2.0,1.0,6.0,10.0,5.0,3.0,0.0,1.0,0.0,0.6,0.30303030303030304,1.0,0.11692307692307692,0.43999999999999995,3.0,-0.4554706422162026,1.8427129846372057,0
35.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02857142857142857,1.0,0.021538461538461538,0.6799999999999999,12.0,-3.7140986684258994,-2.356983921631504,0
27.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.037037037037037035,2.0,0.021538461538461538,0.5,3.0,-3.91682695506077,1.8738441909876706,0
26.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.038461538461538464,8.333333333333334,0.021538461538461538,0.42000000000000004,6.0,-3.779583097778747,0.7186217881357944,1
27.0,4.0,3.0,3.0,3.0,8.0,9.0,9.0,8.0,1.0,1.0,0.0,0.2962962962962963,0.3333333333333333,2.6666666666666665,0.20307692307692307,0.66,9.0,1.2333669436836607,-0.8743169057689728,0
30.0,3.0,3.0,2.0,4.0,4.0,12.0,12.0,8.0,1.0,1.0,0.0,0.16666666666666666,0.4,0.25,0.28615384615384615,0.6799999999999999,12.0,1.4635528309249712,-2.504500227159582,0
41.0,2.0,3.0,5.0,3.0,10.0,23.0,22.0,15.0,0.0,1.0,0.0,0.09090909090909091,0.5609756097560976,4.0,0.6123076923076922,0.54,9.0,7.012276229140329,-0.6960288396006997,1
34.0,2.0,3.0,2.0,3.0,5.0,10.0,9.0,5.0,1.0,1.0,0.0,0.2777777777777778,0.29411764705882354,7.666666666666667,0.2676923076923077,0.54,9.0,1.0987342703843552,-0.19846305875139492,0
37.0,2.0,3.0,1.0,2.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,3.0,0.21621621621621623,9.5,0.021538461538461538,0.45999999999999996,6.0,-2.9810202523648424,1.3774551439871152,0
46.0,1.0,3.0,2.0,4.0,7.0,14.0,9.0,6.0,1.0,0.0,1.0,0.3888888888888889,0.30434782608695654,1.25,0.19384615384615383,0.5599999999999999,12.0,0.5499615578782456,-2.308588411585588,0
35.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02857142857142857,2.0,0.021538461538461538,0.74,12.0,-3.713775667865618,-2.2148744761403716,0
48.0,1.0,2.0,3.0,3.0,6.0,23.0,1.0,0.0,1.0,0.0,1.0,2.0,0.4791666666666667,0.3333333333333333,0.021538461538461538,0.4800000000000001,9.0,-0.12842102908674854,-0.905609634087182,1
28.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.07142857142857142,1.6666666666666667,0.06153846153846154,0.54,6.0,-2.8310746532833675,0.01959887991575627,1
44.0,2.0,3.0,2.0,1.0,6.0,9.0,4.0,3.0,0.0,0.0,1.0,0.75,0.20454545454545456,1.0,0.09538461538461537,0.32,2.0,-0.9583750960841794,2.473413635330739,0
35.0,3.0,2.0,3.0,1.0,9.0,10.0,4.0,0.0,0.0,0.0,1.0,0.75,0.2857142857142857,11.0,0.10461538461538461,0.43999999999999995,3.0,0.039153722119635276,2.6887237245793423,0
26.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,0.19230769230769232,5.75,0.043076923076923075,0.62,8.0,-2.0258801388429934,-0.7058149305847196,0
33.0,1.0,3.0,3.0,4.0,9.0,15.0,15.0,14.0,1.0,0.0,1.0,0.2,0.45454545454545453,0.25,0.39692307692307693,0.5599999999999999,12.0,3.9402224683173004,-2.520316563075481,0
35.0,2.0,3.0,3.0,1.0,8.0,9.0,9.0,8.0,0.0,1.0,0.0,0.2962962962962963,0.2571428571428571,18.0,0.20307692307692307,0.32,2.0,0.8208696651918485,3.7725993660707893,0
35.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,0.11428571428571428,23.0,0.06153846153846154,0.43999999999999995,3.0,-2.47542225715705,3.693280025907029,0
31.0,4.0,3.0,2.0,4.0,7.0,10.0,7.0,7.0,0.0,1.0,0.0,0.5,0.3225806451612903,1.75,0.15999999999999998,0.6799999999999999,8.0,0.33278370711258876,-1.251648049418985,0
37.0,1.0,2.0,2.0,3.0,7.0,7.0,7.0,5.0,0.0,1.0,0.0,0.5,0.1891891891891892,0.3333333333333333,0.15076923076923077,0.54,12.0,-0.571742363035631,-2.0054018283014474,0
32.0,1.0,3.0,2.0,4.0,7.0,9.0,9.0,8.0,0.0,0.0,1.0,0.3888888888888889,0.28125,0.25,0.25846153846153846,0.5599999999999999,12.0,1.2127049392927594,-2.4713513778151426,0
38.0,4.0,3.0,2.0,4.0,2.0,10.0,10.0,3.0,1.0,1.0,0.0,0.1,0.2631578947368421,7.25,0.29846153846153844,0.74,12.0,0.9574134063500294,-1.5154243131166774,0
50.0,2.0,2.0,5.0,3.0,10.0,29.0,27.0,3.0,0.0,0.0,1.0,0.07407407407407407,0.58,2.3333333333333335,0.7015384615384614,0.4800000000000001,6.0,7.238172097679284,0.14507284430110193,0
59.0,1.0,3.0,3.0,1.0,8.0,28.0,21.0,16.0,1.0,1.0,0.0,0.12698412698412698,0.4745762711864407,25.0,0.5169230769230769,0.25999999999999995,2.0,5.420110111275689,4.39154189501921,0
36.0,3.0,3.0,3.0,3.0,9.0,17.0,17.0,14.0,0.0,1.0,0.0,0.17647058823529413,0.4722222222222222,2.6666666666666665,0.4769230769230769,0.6,9.0,4.786133172178528,-0.8556473217264118,0
55.0,4.0,3.0,4.0,3.0,10.0,21.0,5.0,0.0,0.0,0.0,1.0,0.5,0.38181818181818183,2.6666666666666665,0.1076923076923077,0.66,9.0,1.1007334364026446,-0.7108530545974149,0
36.0,2.0,2.0,2.0,2.0,7.0,6.0,6.0,5.0,1.0,1.0,0.0,0.5833333333333334,0.16666666666666666,5.5,0.1292307692307692,0.45999999999999996,6.0,-0.8351616818144522,0.789576646048112,0
45.0,2.0,3.0,3.0,1.0,8.0,25.0,1.0,0.0,0.0,1.0,0.0,2.6666666666666665,0.5555555555555556,7.0,0.021538461538461538,0.38,3.0,0.2984870571751767,2.4624413062453567,0
35.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.07384615384615383,0.32,2.0,-2.393710457919999,2.459792517414362,0
36.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.05555555555555555,3.0,0.021538461538461538,0.6000000000000001,6.0,-4.026041349826197,0.20834020565595077,1
59.0,1.0,2.0,2.0,3.0,6.0,20.0,4.0,3.0,1.0,1.0,0.0,0.75,0.3389830508474576,0.3333333333333333,0.09538461538461537,0.42000000000000004,6.0,0.2050794382969063,-0.042738729759554464,0
29.0,3.0,3.0,1.0,2.0,3.0,6.0,5.0,4.0,0.0,1.0,0.0,0.6,0.20689655172413793,1.0,0.1076923076923077,0.5199999999999999,6.0,-1.6277108518094388,0.3946537391238307,0
31.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.03225806451612903,0.5,0.03076923076923077,0.5199999999999999,6.0,-3.559010712056808,0.3945397540764297,0
32.0,2.0,3.0,2.0,2.0,7.0,10.0,10.0,4.0,0.0,1.0,0.0,0.35,0.3125,0.5,0.2153846153846154,0.45999999999999996,6.0,0.3366100540447875,0.32163059783721765,0
36.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.1388888888888889,1.5,0.021538461538461538,0.62,12.0,-3.4953930374356776,-2.1558811892086718,0
31.0,3.0,3.0,2.0,4.0,5.0,11.0,11.0,7.0,1.0,1.0,0.0,0.22727272727272727,0.3548387096774194,2.0,0.24615384615384614,0.6799999999999999,12.0,0.8673883839267389,-2.28346798835711,0
35.0,3.0,2.0,2.0,1.0,5.0,16.0,15.0,13.0,1.0,1.0,0.0,0.16666666666666666,0.45714285714285713,1.0,0.3415384615384615,0.43999999999999995,3.0,2.5433011810828936,1.6989175357562454,0
45.0,4.0,3.0,3.0,1.0,9.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,0.37777777777777777,6.0,0.0,0.5599999999999999,4.0,-0.8142910284686706,1.727999989525385,0
37.0,1.0,3.0,3.0,3.0,9.0,16.0,5.0,2.0,1.0,1.0,0.0,0.6,0.43243243243243246,2.3333333333333335,0.1076923076923077,0.54,12.0,0.6723881348127679,-1.6601205815047535,0
46.0,2.0,3.0,2.0,2.0,6.0,16.0,4.0,2.0,0.0,0.0,1.0,0.75,0.34782608695652173,2.5,0.08615384615384615,0.45999999999999996,6.0,-0.33060901592076425,0.6484120064140686,0
30.0,4.0,2.0,2.0,4.0,6.0,10.0,10.0,8.0,0.0,0.0,1.0,0.3,0.3333333333333333,0.25,0.24307692307692308,0.6799999999999999,8.0,1.0330503616559292,-1.4994322434969454,0
35.0,2.0,2.0,1.0,3.0,3.0,6.0,6.0,4.0,1.0,1.0,0.0,0.5,0.17142857142857143,0.3333333333333333,0.1292307692307692,0.54,9.0,-1.6154920741818546,-1.0940836198737671,0
55.0,1.0,3.0,3.0,4.0,9.0,24.0,1.0,0.0,0.0,1.0,0.0,3.0,0.43636363636363634,0.25,0.03076923076923077,0.5599999999999999,12.0,0.15387814644598238,-2.241310220069877,0
38.0,2.0,1.0,2.0,4.0,6.0,17.0,13.0,11.0,0.0,0.0,1.0,0.23076923076923078,0.4473684210526316,1.5,0.28923076923076924,0.62,12.0,2.096706750548549,-2.3758234653900305,0
34.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,0.5,0.14705882352941177,0.5,0.11692307692307692,0.4,6.0,-1.403854587201776,0.3645950152792357,0
56.0,4.0,1.0,3.0,4.0,8.0,37.0,6.0,4.0,1.0,1.0,0.0,0.4444444444444444,0.6607142857142857,1.75,0.1292307692307692,0.6799999999999999,8.0,2.794057134649642,-1.1577913601028962,0
23.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.13043478260869565,2.0,0.0,0.43999999999999995,3.0,-3.5440554863303344,1.9694802857341018,0
51.0,4.0,3.0,1.0,4.0,1.0,10.0,4.0,2.0,0.0,1.0,0.0,0.25,0.19607843137254902,2.25,0.08615384615384615,0.74,12.0,-1.7829063488193793,-2.138648146125203,0
30.0,3.0,2.0,2.0,4.0,4.0,11.0,11.0,10.0,0.0,1.0,0.0,0.18181818181818182,0.36666666666666664,0.5,0.3292307692307692,0.6799999999999999,12.0,2.1392813655729594,-2.482792325784041,0
46.0,3.0,2.0,3.0,4.0,8.0,9.0,9.0,8.0,1.0,1.0,0.0,0.2962962962962963,0.1956521739130435,2.25,0.23076923076923078,0.6799999999999999,12.0,1.0321401774329235,-2.2651650661865146,1
40.0,3.0,2.0,4.0,2.0,9.0,22.0,22.0,3.0,0.0,1.0,0.0,0.10227272727272728,0.55,0.5,0.5753846153846154,0.45999999999999996,4.0,5.544116741620219,1.1573712770396791,0
51.0,3.0,3.0,2.0,4.0,6.0,11.0,10.0,7.0,1.0,0.0,1.0,0.3,0.21568627450980393,5.25,0.2246153846153846,0.5599999999999999,4.0,0.43537145640976976,0.24995123229476626,0
30.0,3.0,2.0,2.0,2.0,6.0,11.0,11.0,8.0,0.0,0.0,1.0,0.2727272727272727,0.36666666666666664,2.0,0.2553846153846154,0.45999999999999996,4.0,1.2449535807919834,1.1879253103818521,0
46.0,3.0,2.0,3.0,1.0,9.0,21.0,10.0,9.0,0.0,0.0,1.0,0.3,0.45652173913043476,1.0,0.29846153846153844,0.38,2.0,3.3549860899312125,2.4325786218869796,0
32.0,2.0,3.0,2.0,3.0,6.0,12.0,11.0,8.0,1.0,1.0,0.0,0.2727272727272727,0.375,2.0,0.28307692307692306,0.54,9.0,1.639929096848853,-0.886533993659167,0
54.0,1.0,3.0,3.0,3.0,9.0,16.0,4.0,3.0,0.0,1.0,0.0,0.75,0.2962962962962963,0.6666666666666666,0.08615384615384615,0.36000000000000004,3.0,0.20513226441038043,0.8841092527536113,0
24.0,1.0,3.0,2.0,3.0,6.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.16666666666666666,1.0,0.0646153846153846,0.42000000000000004,6.0,-1.7440169630982962,-0.06046283507492721,0
28.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,0.4,0.17857142857142858,1.3333333333333333,0.1076923076923077,0.6,12.0,-1.367435768736938,-1.874250155328877,0
58.0,4.0,3.0,4.0,3.0,10.0,38.0,37.0,10.0,1.0,1.0,0.0,0.06756756756756757,0.6551724137931034,3.3333333333333335,0.8061538461538461,0.6000000000000001,6.0,7.534956379876162,0.11328806660071569,0
44.0,2.0,3.0,2.0,2.0,1.0,17.0,3.0,2.0,0.0,1.0,0.0,0.16666666666666666,0.38636363636363635,11.5,0.07384615384615383,0.5199999999999999,8.0,-0.49584551644310637,0.7927071085492606,0
37.0,3.0,3.0,1.0,1.0,1.0,7.0,3.0,2.0,0.0,0.0,1.0,0.3333333333333333,0.1891891891891892,6.0,0.0646153846153846,0.43999999999999995,3.0,-2.257886243377748,2.2600840201716794,1
32.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.03125,1.0,0.021538461538461538,0.5,3.0,-4.0008665868987086,1.8149858284583094,0
20.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.05,1.5,0.03076923076923077,0.74,12.0,-3.5582703131918243,-2.2901878502344277,1
34.0,1.0,3.0,2.0,3.0,5.0,16.0,16.0,13.0,1.0,1.0,0.0,0.15625,0.47058823529411764,2.0,0.363076923076923,0.4800000000000001,9.0,2.7053066556823873,-0.9222567183344971,0
37.0,3.0,2.0,2.0,4.0,6.0,17.0,1.0,0.0,0.0,1.0,0.0,3.0,0.4594594594594595,0.5,0.021538461538461538,0.74,16.0,-1.0403770216911747,-3.344753662594682,0
59.0,3.0,2.0,5.0,4.0,10.0,30.0,3.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.5084745762711864,0.5,0.08307692307692306,0.6799999999999999,12.0,2.518626335464053,-2.295888399205516,0
50.0,1.0,3.0,5.0,2.0,10.0,28.0,8.0,3.0,0.0,0.0,1.0,0.25,0.56,0.5,0.1723076923076923,0.34,4.0,2.8850703282011203,1.2084380514044197,0
25.0,3.0,2.0,2.0,3.0,7.0,6.0,6.0,4.0,1.0,0.0,1.0,0.5833333333333334,0.24,1.6666666666666667,0.1292307692307692,0.6,9.0,-0.4968654519933434,-0.9743156773616058,1
25.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.5,0.08,1.75,0.06153846153846154,0.74,12.0,-2.7703114748606974,-2.284519511552535,0
22.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.045454545454545456,3.75,0.0,0.62,12.0,-4.3297128577713915,-1.9014148782598526,0
51.0,1.0,2.0,3.0,1.0,8.0,23.0,13.0,12.0,1.0,1.0,0.0,0.20512820512820512,0.45098039215686275,1.0,0.39076923076923076,0.25999999999999995,2.0,4.300580430763598,2.441393334964467,0
34.0,1.0,1.0,2.0,3.0,7.0,9.0,9.0,7.0,1.0,0.0,1.0,0.3888888888888889,0.2647058823529412,2.3333333333333335,0.19384615384615383,0.4800000000000001,9.0,0.2329680083210826,-0.906445208443778,1
54.0,4.0,4.0,4.0,4.0,10.0,23.0,5.0,3.0,1.0,0.0,1.0,0.5,0.42592592592592593,6.5,0.14461538461538462,0.74,12.0,2.198612136063377,-1.5264116201172806,0
24.0,2.0,3.0,1.0,3.0,3.0,6.0,5.0,3.0,0.0,1.0,0.0,0.6,0.25,6.0,0.11692307692307692,0.54,9.0,-1.1259767602839892,-0.4092252299996154,0
34.0,3.0,2.0,2.0,2.0,5.0,12.0,1.0,0.0,0.0,1.0,0.0,2.5,0.35294117647058826,3.0,0.021538461538461538,0.5199999999999999,6.0,-1.67223760266701,0.7047042816290559,0
37.0,3.0,3.0,3.0,4.0,8.0,12.0,5.0,3.0,1.0,1.0,0.0,0.5333333333333333,0.32432432432432434,0.75,0.11692307692307692,0.6799999999999999,12.0,0.18871762870902314,-2.3545578971830285,0
34.0,3.0,2.0,3.0,1.0,9.0,14.0,11.0,10.0,1.0,1.0,0.0,0.2727272727272727,0.4117647058823529,5.0,0.28307692307692306,0.43999999999999995,3.0,2.608807333960899,2.065961114428741,0
36.0,2.0,3.0,3.0,4.0,8.0,10.0,9.0,7.0,0.0,1.0,0.0,0.2962962962962963,0.2777777777777778,2.75,0.21230769230769228,0.62,12.0,0.925467600586449,-2.1694537856340377,0
36.0,1.0,3.0,1.0,4.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.19444444444444445,0.75,0.021538461538461538,0.5599999999999999,12.0,-3.175522670356634,-2.247341559574521,0
43.0,3.0,3.0,4.0,4.0,10.0,25.0,25.0,12.0,0.0,0.0,1.0,0.1,0.5813953488372093,6.5,0.5753846153846154,0.74,16.0,5.787008619161437,-2.781423339726275,0
30.0,1.0,1.0,1.0,3.0,2.0,10.0,10.0,7.0,0.0,1.0,0.0,0.2,0.3333333333333333,7.666666666666667,0.2153846153846154,0.42000000000000004,6.0,-0.056461384177244785,0.609901832661988,0
33.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,0.0,1.0,0.0,0.5,0.24242424242424243,11.0,0.15076923076923077,0.58,8.0,-0.1473387537938806,0.5827622209622494,0
56.0,2.0,3.0,1.0,2.0,6.0,7.0,5.0,4.0,0.0,0.0,1.0,1.2,0.125,7.0,0.14461538461538462,0.45999999999999996,6.0,-0.7666970724617996,1.0623814558746738,1
51.0,1.0,3.0,5.0,3.0,10.0,23.0,20.0,18.0,1.0,1.0,0.0,0.1,0.45098039215686275,2.0,0.5692307692307692,0.4800000000000001,9.0,6.65293435412032,-0.9044904085097806,0
31.0,2.0,1.0,2.0,3.0,7.0,12.0,7.0,7.0,0.0,0.0,1.0,0.5,0.3870967741935484,2.0,0.2153846153846154,0.4800000000000001,6.0,1.452443968855016,0.026068078550708636,1
26.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,0.0,1.0,0.0,0.4,0.19230769230769232,3.0,0.14461538461538462,0.45999999999999996,4.0,-1.1802299280247763,1.3390480493923165,0
58.0,4.0,3.0,3.0,4.0,9.0,40.0,40.0,10.0,0.0,1.0,0.0,0.075,0.6896551724137931,5.75,1.0,0.6799999999999999,8.0,9.384796625511267,-0.7327397696533723,1
