Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33.0,No,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,52,3.0,Female,42,4,2,Sales Executive,1.0,Married,5376,3193,2,Y,No,19,3,1,80,2,10.0,3,3.0,5.463116271442517,3,1.0,3
35.0,No,Travel_Rarely,464,Research & Development,4,2,Other,1,53,,Male,75,3,1,Laboratory Technician,4.0,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1.0,3,3.0,1.3039192701674025,0,0.0,0
27.0,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,,Female,33,3,1,Laboratory Technician,1.0,Divorced,4682,19715,1,Y,No,13,3,4,80,1,1.0,6,3.0,1.5162563964139406,0,0.0,0
26.0,Yes,Travel_Rarely,1357,R&D Lab,25,3,Life Sciences,1,55,,Male,48,1,1,Laboratory Technician,3.0,Single,"2.293,00",10558,1,Y,No,12,3,3,80,0,1.0,2,2.0,0.4827988217571577,0,0.0,1
89.1847734222572,No,Travel_Frequently,994,Sale,8,3,Life Sciences,1,56,4.0,Male,37,3,3,Sales Executive,3.0,Single,8726,2975,1,Y,No,15,3,4,80,0,9.0,0,3.0,9.102141471000664,8,1.0,7
30.0,No,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3.0,Female,58,3,2,Laboratory Technician,4.0,Single,"4.011,00",10781,1,Y, NO ,23,4,4,80,0,12.0,2,3.0,12.240608864214064,8,3.0,7
41.0,Yes,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,58,2.0,Female,49,3,5,Research Director,3.0,Married,19545,16280,1,Y,No,12,3,4,80,0,23.0,0,3.0,22.233528586364443,15,15.0,8
34.0,No,Non-Travel,1065,Sales,23,4,Marketing,1,60,2.0,Male,72,3,2,Sales Executive,3.0,Single,"4.568,00",10034,0,Y,No,20,4,3,80,0,10.0,2,3.0,9.56850870931673,5,8.0,7
37.0,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,,Male,73,3,1,Research Scientist,2.0,Married,6044,10227,4,Y,No,21,4,1,80,0,8.0,1,3.0,1.2234450723870338,0,0.0,0
46.0,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1.0,Male,98,3,2,Sales Executive,4.0,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14.0,4,3.0,8.427525739964299,6,0.0,8
35.0,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,,Male,36,4,1,Laboratory Technician,4.0,Married,2269,4892,1,Y,No,19,3,4,80,0,1.0,2,3.0,1.295658058463991,0,0.0,1
48.0,Yes,Travel_Rarely,626,R&D Lab,1,2,Life Sciences,1,64,1.0,Male,98,2,3,Laboratory Technician,3.0,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23.0,2,3.0,0.5584606707602333,0,0.0,0
28.0,Yes,Travel_Rarely,1434,ResDev,5,4,Technical Degree,1,65,,Male,50,3,1,Laboratory Technician,3.0,Single,"3.441,00",11179,1,Y,Yes,13,3,3,80,0,2.0,3,2.0,1.650310975801759,2,2.0,2
44.0,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2.0,Female,75,3,2,Sales Executive,1.0,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9.0,2,2.0,3.790745559394784,3,1.0,3
35.0,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3.0,Male,79,5,3,Healthcare Representative,1.0,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10.0,3,3.0,3.9442906117092047,0,2.0,3
26.0,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3.0,Female,47,2,2,Sales Executive,4.0,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5.0,2,2.0,1.228137298654052,2,0.0,0
33.0,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1.0,Female,98,3,3,Research Director,4.0,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15.0,1,3.0,15.55844672010084,14,8.0,12
35.0,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,74,2.0,Male,71,3,3,Sales Executive,1.0,Married,9069,11031,1,Y,No,22,4,4,80,1,9.0,3,2.0,8.422242044955258,8,1.0,8
35.0,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,,Female,30,3,1,Laboratory Technician,1.0,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4.0,3,3.0,2.785055311019427,2,2.0,2
31.0,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4.0,Male,48,3,2,Laboratory Technician,4.0,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10.0,3,2.0,6.437524131083571,7,1.0,7
37.0,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1.0,Male,51,2,2,Manufacturing Director,3.0,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7.0,2,4.0,7.6409601901571005,5,0.0,7
32.0,No,Travel_Rarely,427,R&D Lab,1,3,Medical,1,78,1.0,Male,33,3,2,Manufacturing Director,4.0,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9.0,3,3.0,8.985789271200467,8,7.0,8
38.0,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4.0,Female,50,3,2,Laboratory Technician,4.0,Single,2406,5456,1,Y,No,11,3,4,80,0,10.0,2,3.0,9.141787777028014,3,9.0,9
50.0,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2.0,Female,43,2,5,Research Director,3.0,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29.0,2,2.0,26.47851930319857,3,13.0,8
59.0,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1.0,Female,99,3,3,Sales Executive,1.0,Single,7637,2354,7,Y,No,11,3,4,80,0,28.0,3,2.0,21.66323583415952,16,7.0,9
36.0,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3.0,Female,59,3,3,Healthcare Representative,3.0,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17.0,2,3.0,17.224324337026,14,12.0,8
55.0,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4.0,Female,33,3,4,Manager,3.0,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21.0,2,3.0,4.960634158166097,0,0.0,2
36.0,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2.0,Male,95,2,2,Manufacturing Director,2.0,Single,6499,22656,1,Y,No,13,3,3,80,0,6.0,3,3.0,4.891619472758546,5,0.0,3
45.0,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2.0,Male,59,3,3,Research Scientist,1.0,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25.0,2,3.0,1.694783169307482,0,0.0,0
35.0,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,,Male,79,3,1,Research Scientist,1.0,Married,2194,5868,4,Y,No,13,3,4,80,1,5.0,2,2.0,3.9352119489077584,2,1.0,2
36.0,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,,Male,79,2,1,Research Scientist,3.0,Married,6776,21777,0,Y,Yes,17,3,1,80,1,2.0,0,2.0,1.8440085161844573,0,0.0,0
59.0,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1.0,Female,57,2,2,Sales Executive,3.0,Single,10946,24668,7,Y,No,11,3,4,80,0,20.0,2,2.0,3.6923773921152554,3,1.0,3
88.23366668609208,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,,Male,76,3,1,Research Scientist,2.0,Married,2703,4956,0,Y,No,23,4,4,80,1,6.0,3,3.0,5.191399733575393,4,0.0,4
31.0,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,,Male,87,3,1,Research Scientist,2.0,Single,"2.501,00",18775,1,Y,No,17,3,2,80,0,1.0,4,3.0,1.246070516968331,1,1.0,0
32.0,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2.0,Male,66,3,2,Research Scientist,2.0,Married,6220,7346,1,Y,No,17,3,2,80,2,10.0,3,3.0,9.236273687082797,4,0.0,9
36.0,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,,Female,55,4,1,Laboratory Technician,4.0,Married,3038,22002,3,Y,No,12,3,2,80,0,5.0,3,3.0,1.0902462527497738,0,0.0,0
31.0,No,Travel_Rarely,746,R&D Lab,8,4,Life Sciences,1,98,3.0,Female,61,3,2,Manufacturing Director,4.0,Single,4424,20682,1,Y,No,23,4,4,80,0,11.0,2,3.0,11.535520762058754,7,1.0,8
35.0,No,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3.0,Male,32,2,2,Sales Executive,1.0,Single,4312,23016,0,Y,No,14,3,2,80,0,16.0,2,3.0,15.382239117662856,13,2.0,8
45.0,No,Travel_Rarely,193,Research and Dev,6,4,Other,1,101,4.0,Male,52,3,3,Research Director,1.0,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17.0,3,4.0,0.0,0,0.0,0
105.452901084703,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1.0,Male,30,3,3,Research Director,,Single,27328,25258,4,Y,No,13,3,1,80,0,16.0,3,,4.568692439217226,2,0.0,2
46.0,No,Travel_Rarely,945,Human Resource,5,2,Medical,1,103,2.0,Male,80,3,2,Human Resources,2.0,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16.0,2,3.0,4.395296994712073,2,0.0,2
30.0,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4.0,Male,55,2,2,Laboratory Technician,4.0,MARRIED,5126,15998,1,Y,Yes,12,3,3,80,2,10.0,1,2.0,10.316426218691356,8,3.0,0
35.0,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,105,,Male,30,2,1,Research Scientist,3.0,Single,2859,26278,1,Y,No,18,3,1,80,0,6.0,3,3.0,4.872920660241192,4,0.0,4
55.0,No,Travel_Rarely,111,Sales,1,2,Life Sciences,1,106,1.0,Male,70,3,3,Sales Executive,4.0,Married,"10.239,00",18092,3,Y,No,14,3,4,80,1,24.0,4,3.0,0.0,0,1.0,0
38.0,No,Non-Travel,573,Research and Dev,6,3,Medical,1,107,2.0,Female,79,1,2,Research Scientist,4.0,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17.0,3,3.0,12.961733969324229,11,1.0,9
34.0,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1.0,Male,94,3,2,Manufacturing Director,2.0,Married,4325,17736,1,Y,No,15,3,3,80,0,5.0,2,3.0,4.705173571656418,2,1.0,3
56.0,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4.0,Male,49,1,3,Manufacturing Director,4.0,Single,"7.260,00",21698,4,Y,No,11,3,1,80,0,37.0,3,2.0,5.850849388418146,4,0.0,2
23.0,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,,Male,62,3,1,Sales Representative,1.0,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3.0,3,3.0,0.0,0,0.0,0
51.0,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,,Male,96,3,1,Laboratory Technician,4.0,Married,2075,18725,3,Y,No,23,4,2,80,2,10.0,4,3.0,4.492011772281545,2,0.0,3
30.0,No,Travel_Rarely,288,ResDev,2,3,Life Sciences,1,117,3.0,Male,99,2,2,Healthcare Representative,4.0,Married,4152,15830,1,Y,No,19,3,1,80,3,11.0,3,3.0,11.051784042221175,10,10.0,8
46.0,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3.0,Male,64,2,3,Sales Executive,4.0,Single,9619,13596,1,Y,No,16,3,4,80,0,9.0,3,3.0,9.133818007081562,8,4.0,7
40.0,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3.0,Male,78,2,4,Healthcare Representative,2.0,Married,13503,14115,1,Y,No,22,4,4,80,1,22.0,3,2.0,21.328843586745,3,11.0,11
146.4864210946489,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3.0,Male,71,3,2,Sales Executive,4.0,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11.0,2,1.0,8.317952236768345,7,1.0,0
30.0,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3.0,Female,63,2,2,Sales Executive,2.0,DIVORCED,"5.209,00",19760,1,Y,Yes,12,3,2,80,3,11.0,4,2.0,11.56177089084576,8,2.0,7
147.60990585786544,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3.0,Male,40,2,3,Healthcare Representative,1.0,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21.0,5,2.0,11.071602594056944,9,9.0,5
32.0,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2.0,Male,87,3,2,Sales Executive,3.0,Single,5010,24301,1,Y,No,16,3,1,80,0,12.0,0,3.0,10.828705565884675,8,5.0,7
169.25497261387366,No,Travel_Rarely,1217,Research and Dev,2,4,Technical Degree,1,126,1.0,Female,60,3,3,Research Director,,Married,13549,24001,9,Y,No,12,3,1,80,1,16.0,5,,4.124657270810977,3,0.0,3
24.0,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1.0,Female,33,3,2,Sales Executive,3.0,Married,4999,17519,0,Y,No,21,4,1,80,1,4.0,2,2.0,3.1622591581872777,2,0.0,2
28.0,No,Non-Travel,120,Sales,4,3,Medical,1,129,2.0,Male,43,3,2,Sales Executive,3.0,Married,4221,8863,1,Y,No,15,3,2,80,0,5.0,3,4.0,5.83764662483411,4,0.0,4
58.0,No,Travel_Rarely,682,Sale Dept,10,4,Medical,1,131,4.0,Male,37,3,4,Sales Executive,3.0,Single,13872,24409,0,Y,No,13,3,3,80,0,38.0,1,2.0,37.444492147138575,10,1.0,8
44.0,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2.0,Male,67,3,2,Laboratory Technician,2.0,Married,2042,25043,4,Y,No,12,3,3,80,1,17.0,3,4.0,3.2480321166129373,2,1.0,2
101.45991771626475,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,,Male,63,3,1,Human Resources,1.0,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7.0,3,3.0,3.0277860784719834,2,0.0,2
32.0,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,,Male,71,3,1,Research Scientist,1.0,Single,2956,15178,1,Y,No,13,3,4,80,0,1.0,2,3.0,1.030116460744546,0,0.0,0
20.0,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,,Female,66,2,1,Laboratory Technician,4.0,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1.0,5,3.0,0.2802692016831347,0,1.0,0
34.0,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1.0,Female,41,3,2,Research Scientist,3.0,Single,4809,12482,1,Y,No,14,3,3,80,0,16.0,3,3.0,15.808256236902618,13,2.0,10
37.0,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3.0,Male,100,2,2,Healthcare Representative,4.0,Divorced,"5.163,00",15850,5,Y,No,14,3,4,80,1,17.0,2,4.0,1.4431009830646877,0,0.0,0
59.0,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3.0,Female,32,2,5,Manager,4.0,Married,18844,21922,9,Y,No,21,4,4,80,1,30.0,3,3.0,2.8831484103429976,2,2.0,2
50.0,No,Travel_Frequently,1115,ResDev,1,3,Life Sciences,1,141,1.0,Female,73,3,5,Research Director,2.0,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28.0,1,2.0,8.022175278749534,3,0.0,7
25.0,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3.0,Male,46,2,2,Sales Executive,3.0,Single,11488,26959,1,Y,Yes,11,3,4,80,0,6.0,1,3.0,5.411936261005464,4,0.0,3
25.0,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,,Male,64,2,1,Research Scientist,4.0,Married,2889,26897,1,Y,No,11,3,3,80,2,2.0,2,3.0,2.2227534506406923,2,2.0,1
22.0,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,,Female,59,3,1,Laboratory Technician,4.0,Single,5742,23785,1,Y,No,15,3,3,80,0,1.0,5,3.0,0.0,0,0.0,0
51.0,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1.0,Female,30,2,3,Healthcare Representative,,Single,7484,25796,3,Y,No,20,4,3,80,0,23.0,1,,13.144941405768565,12,12.0,8
34.0,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1.0,Male,66,1,2,Laboratory Technician,3.0,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9.0,3,3.0,8.906387521825593,7,0.0,6
54.0,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4.0,Female,30,4,4,Manager,4.0,Single,34656,13871,2,Y,Yes,12,3,3,80,0,23.0,3,3.0,4.128357376394121,3,4.0,4
24.0,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,,Male,52,3,1,Laboratory Technician,3.0,MARRIED,2774,13257,0,Y, NO ,12,3,3,80,1,6.0,2,3.0,5.534738976020435,3,1.0,2
34.0,No,Travel_Rarely,1031,R&D Lab,6,4,Life Sciences,1,151,3.0,Female,45,2,2,Research Scientist,2.0,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12.0,3,3.0,0.918067368268516,0,0.0,0
37.0,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3.0,Male,87,3,3,Sales Executive,4.0,Single,7428,14506,2,Y,No,12,3,1,80,0,12.0,3,3.0,5.930389027059583,3,1.0,3
34.0,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3.0,Female,45,2,3,Manager,1.0,Single,23262,5615,2,Y,No,12,3,4,80,0,14.0,6,3.0,11.739126057411232,10,5.0,8
