Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23.76,No,Non-Travel,1123,Research & Development,22.4,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,3668.75,6225.4,1,Y,Yes,9.1,3,2,80,2,1,2,2,1,0,0.0,0
57.24,No,Travel_Rarely,1219,Sales,2.8,4,Life Sciences,1,23,1,Female,78,2,4,Manager,4,Married,19283.75,18717.85,2,Y,No,11.2,3,3,80,0,31,3,3,25,8,4.5,7
41.04,No,Travel_Rarely,371,Research & Development,2.8,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,4930.0,3660.1,5,Y,Yes,7.7,3,3,80,0,6,3,3,3,2,1.5,2
25.92,No,Non-Travel,673,Research & Development,15.4,2,Other,1,26,1,Female,96,4,2,Manufacturing Director,3,Divorced,5013.75,6997.2,0,Y,No,12.6,3,4,80,1,5,5,2,4,2,1.5,3
38.88,Yes,Travel_Rarely,1218,Sales,12.6,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,4258.75,5938.1,7,Y,No,16.1,4,2,80,0,10,4,3,5,3,0.0,3
36.72,No,Travel_Rarely,419,Research & Development,9.8,4,Life Sciences,1,28,1,Female,53,3,3,Research Director,2,Single,14992.5,18099.05,0,Y,No,7.7,3,3,80,0,13,4,3,12,6,3.0,11
22.68,No,Travel_Rarely,391,Research & Development,21.0,2,Life Sciences,1,30,3,Male,96,3,1,Research Scientist,4,Single,1540.0,16388.85,1,Y,No,9.8,3,4,80,0,0,6,3,0,0,0.0,0
36.72,Yes,Travel_Rarely,699,Research & Development,8.4,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,3700.0,14536.7,2,Y,No,7.7,3,3,80,0,8,2,3,4,2,1.5,3
57.24,No,Travel_Rarely,1282,Research & Development,7.0,3,Other,1,32,3,Female,58,3,5,Manager,3,Divorced,23867.5,9124.75,4,Y,No,7.7,3,4,80,1,26,3,2,14,13,6.0,8
34.56,Yes,Travel_Frequently,1125,Research & Development,22.4,1,Life Sciences,1,33,2,Female,72,1,1,Research Scientist,1,Single,4898.75,3978.85,1,Y,Yes,15.4,4,2,80,0,10,5,3,10,2,9.0,7
45.36,No,Travel_Rarely,691,Sales,11.2,4,Marketing,1,35,3,Male,48,3,2,Sales Executive,2,Married,8531.25,17997.05,0,Y,No,7.7,3,4,80,1,10,2,3,9,7,6.0,2
47.52,No,Travel_Rarely,477,Research & Development,9.8,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,12810.0,1779.9,3,Y,No,9.8,3,4,80,1,24,4,3,22,6,7.5,17
49.68,No,Travel_Rarely,705,Sales,2.8,4,Marketing,1,38,2,Female,83,3,5,Manager,1,Single,23683.75,19398.7,3,Y,No,8.4,3,4,80,0,22,2,2,2,2,3.0,1
35.64,No,Travel_Rarely,924,Research & Development,2.8,3,Medical,1,39,3,Male,78,3,1,Laboratory Technician,4,Single,3120.0,5669.5,4,Y,No,7.7,3,4,80,0,7,3,3,1,1,0.0,0
47.52,No,Travel_Rarely,1459,Research & Development,14.0,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,8081.25,16252.85,2,Y,Yes,9.1,3,4,80,0,9,5,4,4,2,1.5,3
32.4,No,Travel_Rarely,125,Research & Development,12.6,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2757.5,13699.45,1,Y,No,9.1,3,1,80,0,10,5,3,10,0,1.5,8
42.12,Yes,Travel_Rarely,895,Sales,7.0,3,Technical Degree,1,42,4,Male,56,3,2,Sales Representative,4,Married,2607.5,2834.75,3,Y,No,9.8,3,3,80,1,19,6,4,1,0,0.0,0
25.92,Yes,Travel_Rarely,813,Research & Development,1.4,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married,2866.25,2567.0,2,Y,Yes,11.2,3,1,80,1,6,2,2,2,0,3.0,0
46.44,No,Travel_Rarely,1273,Research & Development,2.8,2,Medical,1,46,4,Female,72,4,1,Research Scientist,3,Divorced,3306.25,18634.55,1,Y,No,8.4,3,4,80,2,6,3,2,5,3,1.5,4
54.0,Yes,Travel_Rarely,869,Sales,4.2,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,3353.75,3238.5,1,Y,Yes,9.8,3,3,80,0,3,2,3,3,2,0.0,2
37.8,No,Travel_Rarely,890,Sales,2.8,3,Marketing,1,49,4,Female,97,3,1,Sales Representative,4,Married,2517.5,8233.95,1,Y,No,9.1,3,1,80,0,2,3,3,2,2,3.0,2
38.88,No,Travel_Rarely,852,Research & Development,7.0,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,4273.75,11111.2,9,Y,Yes,9.8,3,4,80,1,6,3,4,1,1,0.0,0
35.64,No,Travel_Frequently,1141,Sales,1.4,3,Life Sciences,1,52,3,Female,42,4,2,Sales Executive,1,Married,6720.0,2714.05,2,Y,No,13.3,3,1,80,2,10,3,3,5,3,1.5,3
37.8,No,Travel_Rarely,464,Research & Development,5.6,2,Other,1,53,3,Male,75,3,1,Laboratory Technician,4,Divorced,2438.75,9273.5,1,Y,No,8.4,3,3,80,1,1,3,3,1,0,0.0,0
29.16,No,Travel_Rarely,1240,Research & Development,2.8,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,2926.25,16757.75,1,Y,No,9.1,3,4,80,1,1,6,3,1,0,0.0,0
28.08,Yes,Travel_Rarely,1357,Research & Development,35.0,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,2866.25,8974.3,1,Y,No,8.4,3,3,80,0,1,2,2,1,0,0.0,1
29.16,No,Travel_Frequently,994,Sales,11.2,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,10907.5,2528.75,1,Y,No,10.5,3,4,80,0,9,0,3,9,8,1.5,7
32.4,No,Travel_Frequently,721,Research & Development,1.4,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,5013.75,9163.85,1,Y,No,16.1,4,4,80,0,12,2,3,12,8,4.5,7
44.28,Yes,Travel_Rarely,1360,Research & Development,16.8,3,Technical Degree,1,58,2,Female,49,3,5,Research Director,3,Married,24431.25,13838.0,1,Y,No,8.4,3,4,80,0,23,0,3,22,15,22.5,8
36.72,No,Non-Travel,1065,Sales,32.2,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,5710.0,8528.9,0,Y,No,14.0,4,3,80,0,10,2,3,9,5,12.0,7
39.96,No,Travel_Rarely,408,Research & Development,26.6,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3777.5,8692.95,4,Y,No,14.7,4,1,80,0,8,1,3,1,0,0.0,0
49.68,No,Travel_Frequently,1211,Sales,7.0,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,7215.0,17378.25,4,Y,Yes,14.7,4,3,80,0,14,4,3,9,6,0.0,8
37.8,No,Travel_Rarely,1229,Research & Development,11.2,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,2836.25,4158.2,1,Y,No,13.3,3,4,80,0,1,2,3,1,0,0.0,1
51.84,Yes,Travel_Rarely,626,Research & Development,1.4,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,6726.25,16399.9,9,Y,Yes,9.1,3,4,80,0,23,2,3,1,0,0.0,0
30.24,Yes,Travel_Rarely,1434,Research & Development,7.0,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,4301.25,9502.15,1,Y,Yes,9.1,3,3,80,0,2,3,2,2,2,3.0,2
47.52,No,Travel_Rarely,1488,Sales,1.4,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,6817.5,3407.65,5,Y,Yes,14.7,4,3,80,1,9,2,2,4,3,1.5,3
37.8,No,Non-Travel,1097,Research & Development,15.4,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,12355.0,7056.7,2,Y,Yes,9.1,3,3,80,1,10,3,3,4,0,3.0,3
28.08,No,Travel_Rarely,1443,Sales,32.2,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,5196.25,18220.6,7,Y,Yes,13.3,3,3,80,1,5,2,2,2,2,0.0,0
35.64,No,Travel_Frequently,515,Research & Development,1.4,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,16822.5,12874.1,1,Y,Yes,8.4,3,3,80,0,15,1,3,15,14,12.0,12
37.8,No,Travel_Frequently,853,Sales,25.2,5,Life Sciences,1,74,2,Male,71,3,3,Sales Executive,1,Married,11336.25,9376.35,1,Y,No,15.4,4,4,80,1,9,3,2,9,8,1.5,8
37.8,No,Travel_Rarely,1142,Research & Development,32.2,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,5017.5,13601.7,3,Y,Yes,10.5,3,3,80,1,4,3,3,2,2,3.0,2
33.48,No,Travel_Rarely,655,Research & Development,9.8,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,7393.75,8098.8,3,Y,No,15.4,4,4,80,1,10,3,2,7,7,1.5,7
39.96,No,Travel_Rarely,1115,Research & Development,1.4,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,7491.25,2285.65,1,Y,No,12.6,3,3,80,1,7,2,4,7,5,0.0,7
34.56,No,Travel_Rarely,427,Research & Development,1.4,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,7702.5,9245.45,1,Y,Yes,15.4,4,2,80,1,9,3,3,9,8,10.5,8
41.04,No,Travel_Frequently,653,Research & Development,40.6,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,3007.5,4637.6,1,Y,No,7.7,3,4,80,0,10,2,3,10,3,13.5,9
54.0,No,Travel_Rarely,989,Research & Development,9.8,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,23425.0,14195.85,5,Y,Yes,8.4,3,4,80,1,29,2,2,27,3,19.5,8
63.72,No,Travel_Rarely,1435,Sales,35.0,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,9546.25,2000.9,7,Y,No,7.7,3,4,80,0,28,3,2,21,16,10.5,9
38.88,No,Travel_Rarely,1223,Research & Development,11.2,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,12620.0,6971.7,1,Y,No,9.1,3,2,80,3,17,2,3,17,14,18.0,8
59.4,No,Travel_Rarely,836,Research & Development,11.2,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,18445.0,16770.5,2,Y,Yes,9.8,3,3,80,3,21,2,3,5,0,0.0,2
38.88,No,Travel_Frequently,1195,Research & Development,15.4,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,8123.75,19257.6,1,Y,No,9.1,3,3,80,0,6,3,3,6,5,0.0,3
48.6,No,Travel_Rarely,1339,Research & Development,9.8,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,12155.0,15968.95,2,Y,No,11.9,3,3,80,1,25,2,3,1,0,0.0,0
37.8,No,Travel_Frequently,664,Research & Development,1.4,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,2742.5,4987.8,4,Y,No,9.1,3,4,80,1,5,2,2,3,2,1.5,2
38.88,Yes,Travel_Rarely,318,Research & Development,12.6,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,4235.0,18510.45,0,Y,Yes,11.9,3,1,80,1,2,0,2,1,0,0.0,0
63.72,No,Travel_Frequently,1225,Sales,1.4,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,6841.25,20967.8,7,Y,No,7.7,3,4,80,0,20,2,2,4,3,1.5,3
31.32,No,Travel_Rarely,1328,Research & Development,2.8,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,3378.75,4212.6,0,Y,No,16.1,4,4,80,1,6,3,3,5,4,0.0,4
33.48,No,Travel_Rarely,1082,Research & Development,1.4,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,3126.25,15958.75,1,Y,No,11.9,3,2,80,0,1,4,3,1,1,1.5,0
34.56,No,Travel_Rarely,548,Research & Development,1.4,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,7775.0,6244.1,1,Y,No,11.9,3,2,80,2,10,3,3,10,4,0.0,9
38.88,No,Travel_Rarely,132,Research & Development,8.4,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3797.5,18701.7,3,Y,No,8.4,3,2,80,0,5,3,3,1,0,0.0,0
33.48,No,Travel_Rarely,746,Research & Development,11.2,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,5530.0,17579.7,1,Y,No,16.1,4,4,80,0,11,2,3,11,7,1.5,8
37.8,No,Travel_Rarely,776,Sales,1.4,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,5390.0,19563.6,0,Y,No,9.8,3,2,80,0,16,2,3,15,13,3.0,8
48.6,No,Travel_Rarely,193,Research & Development,8.4,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,16556.25,12806.95,4,Y,Yes,9.8,3,2,80,0,17,3,4,0,0,0.0,0
39.96,No,Travel_Rarely,397,Research & Development,9.8,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,17080.0,21469.3,4,Y,No,9.1,3,1,80,0,16,3,4,5,2,0.0,2
49.68,No,Travel_Rarely,945,Human Resources,7.0,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,6276.25,8861.25,8,Y,Yes,15.4,4,4,80,1,16,2,3,4,2,0.0,2
32.4,No,Travel_Rarely,852,Research & Development,1.4,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,6407.5,13598.3,1,Y,Yes,8.4,3,3,80,2,10,1,2,10,8,4.5,0
37.8,No,Travel_Rarely,1214,Research & Development,1.4,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,3573.75,22336.3,1,Y,No,12.6,3,1,80,0,6,3,3,6,4,0.0,4
59.4,No,Travel_Rarely,111,Sales,1.4,2,Life Sciences,1,106,1,Male,70,3,3,Sales Executive,4,Married,12798.75,15378.2,3,Y,No,9.8,3,4,80,1,24,4,3,1,0,1.5,0
41.04,No,Non-Travel,573,Research & Development,8.4,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,6661.25,13359.45,7,Y,Yes,8.4,3,4,80,3,17,3,3,13,11,1.5,9
36.72,No,Travel_Rarely,1153,Research & Development,1.4,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,5406.25,15075.6,1,Y,No,10.5,3,3,80,0,5,2,3,5,2,1.5,3
60.48,No,Travel_Rarely,1400,Research & Development,9.8,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,9075.0,18443.3,4,Y,No,7.7,3,1,80,0,37,3,2,6,4,0.0,2
24.84,No,Travel_Rarely,541,Sales,2.8,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2902.5,8090.3,3,Y,No,9.1,3,3,80,1,3,3,3,0,0,0.0,0
55.08,No,Travel_Rarely,432,Research & Development,12.6,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2593.75,15916.25,3,Y,No,16.1,4,2,80,2,10,4,3,4,2,0.0,3
32.4,No,Travel_Rarely,288,Research & Development,2.8,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,5190.0,13455.5,1,Y,No,13.3,3,1,80,3,11,3,3,11,10,15.0,8
49.68,Yes,Travel_Rarely,669,Sales,12.6,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,12023.75,11556.6,1,Y,No,11.2,3,4,80,0,9,3,3,9,8,6.0,7
43.2,No,Travel_Frequently,530,Research & Development,1.4,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,16878.75,11997.75,1,Y,No,15.4,4,4,80,1,22,3,2,22,3,16.5,11
55.08,No,Travel_Rarely,632,Sales,29.4,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,6801.25,7159.55,0,Y,Yes,15.4,4,4,80,0,11,2,1,10,7,1.5,0
32.4,No,Travel_Rarely,1334,Sales,5.6,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,6511.25,16796.0,1,Y,Yes,8.4,3,2,80,3,11,4,2,11,8,3.0,7
49.68,No,Travel_Frequently,638,Research & Development,1.4,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,13341.25,2670.7,2,Y,Yes,9.1,3,3,80,1,21,5,2,10,9,13.5,5
34.56,No,Travel_Rarely,1093,Sales,8.4,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,6262.5,20655.85,1,Y,No,11.2,3,1,80,0,12,0,3,11,8,7.5,7
58.32,No,Travel_Rarely,1217,Research & Development,2.8,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,16936.25,20400.85,9,Y,No,8.4,3,1,80,1,16,5,1,4,3,0.0,3
25.92,No,Travel_Rarely,1353,Sales,4.2,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,6248.75,14891.15,0,Y,No,14.7,4,1,80,1,4,2,2,3,2,0.0,2
30.24,No,Non-Travel,120,Sales,5.6,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,5276.25,7533.55,1,Y,No,10.5,3,2,80,0,5,3,4,5,4,0.0,4
62.64,No,Travel_Rarely,682,Sales,14.0,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,17340.0,20747.65,0,Y,No,9.1,3,3,80,0,38,1,2,37,10,1.5,8
47.52,No,Non-Travel,489,Research & Development,32.2,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2552.5,21286.55,4,Y,No,8.4,3,3,80,1,17,3,4,3,2,1.5,2
39.96,Yes,Travel_Rarely,807,Human Resources,8.4,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2591.25,20100.8,4,Y,Yes,15.4,4,4,80,0,7,3,3,3,2,0.0,2
34.56,No,Travel_Rarely,827,Research & Development,1.4,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,3695.0,12901.3,1,Y,No,9.1,3,4,80,0,1,2,3,1,0,0.0,0
21.6,Yes,Travel_Frequently,871,Research & Development,8.4,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,3657.5,16815.55,1,Y,Yes,12.6,3,2,80,0,1,5,3,1,0,1.5,0
36.72,No,Travel_Rarely,665,Research & Development,8.4,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,6011.25,10609.7,1,Y,No,9.8,3,3,80,0,16,3,3,16,13,3.0,10
39.96,No,Non-Travel,1040,Research & Development,2.8,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,6453.75,13472.5,5,Y,No,9.8,3,4,80,1,17,2,4,1,0,0.0,0
63.72,No,Non-Travel,1420,Human Resources,2.8,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,23555.0,18633.7,9,Y,No,14.7,4,4,80,1,30,3,3,3,2,3.0,2
54.0,No,Travel_Frequently,1115,Research & Development,1.4,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,22715.0,8291.75,3,Y,Yes,13.3,3,1,80,0,28,1,2,8,3,0.0,7
27.0,Yes,Travel_Rarely,240,Sales,7.0,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,7180.0,22915.15,1,Y,Yes,7.7,3,4,80,0,6,1,3,6,4,0.0,3
27.0,No,Travel_Rarely,1280,Research & Development,9.8,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,3611.25,22862.45,1,Y,No,7.7,3,3,80,2,2,2,3,2,2,3.0,1
23.76,No,Travel_Rarely,534,Research & Development,21.0,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,3588.75,20217.25,1,Y,No,10.5,3,3,80,0,1,5,3,0,0,0.0,0
55.08,No,Travel_Frequently,1456,Research & Development,1.4,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,9355.0,21926.6,3,Y,No,14.0,4,3,80,0,23,1,2,13,12,18.0,8
36.72,Yes,Travel_Frequently,658,Research & Development,9.8,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,7592.5,19453.95,1,Y,Yes,16.8,4,4,80,0,9,3,3,9,7,0.0,6
58.32,No,Non-Travel,142,Human Resources,36.4,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,21660.0,11790.35,2,Y,Yes,8.4,3,3,80,0,23,3,3,5,3,6.0,4
25.92,No,Travel_Rarely,1127,Research & Development,25.2,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,3467.5,11268.45,0,Y,No,8.4,3,3,80,1,6,2,3,5,3,1.5,2
36.72,No,Travel_Rarely,1031,Research & Development,8.4,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,5631.25,12750.0,6,Y,No,10.5,3,3,80,1,12,3,3,1,0,0.0,0
39.96,No,Travel_Rarely,1189,Sales,4.2,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,9285.0,12330.1,2,Y,No,8.4,3,1,80,0,12,3,3,5,3,1.5,3
36.72,No,Travel_Rarely,1354,Research & Development,7.0,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,14538.75,4772.75,2,Y,No,8.4,3,4,80,0,14,6,3,11,10,7.5,8
38.88,No,Travel_Frequently,1467,Sales,15.4,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,12172.5,19509.2,0,Y,No,9.8,3,3,80,1,10,6,3,9,7,3.0,8
38.88,No,Travel_Rarely,922,Research & Development,4.2,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,3543.75,2176.85,5,Y,No,15.4,4,1,80,1,7,2,3,1,0,0.0,0
46.44,No,Travel_Frequently,394,Sales,36.4,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,21198.75,16569.9,1,Y,Yes,8.4,3,4,80,2,25,3,4,25,12,6.0,12
32.4,No,Travel_Frequently,1312,Research & Development,32.2,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,3266.25,18963.5,1,Y,No,17.5,4,3,80,3,10,2,2,10,7,0.0,9
35.64,No,Non-Travel,750,Sales,30.8,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,7682.5,13158.0,0,Y,No,9.1,3,1,80,1,8,2,4,7,7,0.0,7
60.48,Yes,Travel_Rarely,441,Research & Development,19.6,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,6203.75,3833.5,9,Y,Yes,12.6,3,1,80,3,7,2,3,5,4,6.0,3
55.08,No,Travel_Rarely,684,Research & Development,8.4,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,24421.25,5492.7,7,Y,No,9.1,3,3,80,0,23,5,3,20,18,22.5,15
