Age,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
53.0,Other,5,32,3,Female,3,5,3,Divorced,10,No,3,26,2,14.366507962142691,13,4,0
32.0,Other,16,33,2,Female,1,1,1,Single,4,Yes,4,10,3,9.476941007873611,2,6,1
42.0,Sales,8,35,3,Male,3,2,2,Married,8,No,3,10,3,8.455533163107335,7,4,0
44.0,Other,7,36,1,Female,2,3,4,Married,9,No,3,24,3,21.85026916279017,6,5,0
46.0,Sales,2,38,2,Female,3,5,1,Single,10,No,3,22,2,1.9167316500109468,2,2,0
33.0,Other,2,39,3,Male,3,1,4,Single,2,No,3,7,3,0.4153300503696607,1,0,0
44.0,Other,10,40,4,Male,3,2,4,Married,7,Yes,3,9,4,3.8660468902137297,2,1,0
30.0,Other,9,41,4,Male,2,1,3,Single,1,No,3,10,3,10.096357782946953,0,1,0
39.0,Sales,5,42,4,Male,3,2,4,Married,1,No,3,19,4,0.0,0,0,1
24.0,Other,1,45,2,Male,3,1,4,Married,1,Yes,3,6,2,1.4669565128418345,0,2,1
43.0,Other,2,46,4,Female,4,1,3,Divorced,2,No,3,6,2,5.009222485963557,3,1,0
50.0,Sales,3,47,1,Male,2,1,3,Married,2,Yes,3,3,3,2.8964183506571395,2,0,1
35.0,Sales,2,49,4,Female,3,1,4,Married,1,No,3,2,3,1.5390121978507316,2,2,0
36.0,Other,5,51,2,Female,2,1,1,Married,3,Yes,3,6,4,1.0563019955848227,1,0,0
33.0,Sales,1,52,3,Female,4,2,1,Married,6,No,3,10,3,5.79663319291184,3,1,0
35.0,Other,4,53,3,Male,3,1,4,Divorced,1,No,3,1,3,1.302469921620644,0,0,0
27.0,Other,2,54,4,Female,3,1,1,Divorced,2,No,3,1,3,0.5007759185777261,0,0,0
26.0,Other,25,55,1,Male,1,1,3,Single,1,No,3,1,2,0.7423653393290109,0,0,1
27.0,Sales,8,56,4,Male,3,3,3,Single,8,No,3,9,3,8.574990056936064,8,1,0
30.0,Other,1,57,3,Female,3,2,4,Single,4,No,4,12,3,12.53036886796296,8,3,0
41.0,Other,12,58,2,Female,3,5,3,Married,10,No,3,23,3,21.92761108596541,15,15,1
34.0,Sales,23,60,2,Male,3,2,3,Single,5,No,4,10,3,9.40425673339561,5,8,0
37.0,Other,19,61,2,Male,3,1,2,Married,3,No,4,8,3,1.0308151882983818,0,0,0
46.0,Sales,5,62,1,Male,3,2,4,Single,7,Yes,4,14,3,8.929311184477669,6,0,0
35.0,Other,8,63,4,Male,4,1,4,Married,1,No,3,1,3,0.6678817064550657,0,0,0
48.0,Other,1,64,1,Male,2,3,3,Single,6,Yes,3,23,3,1.1045783014819828,0,0,1
28.0,Other,5,65,3,Male,3,1,3,Single,3,Yes,3,2,2,1.8282376638104032,2,2,1
44.0,Sales,1,68,2,Female,3,2,1,Divorced,6,Yes,4,9,2,4.174336314300422,3,1,0
35.0,Other,11,70,3,Male,2,3,1,Married,9,Yes,3,10,3,4.156314781598978,0,2,0
26.0,Sales,23,72,3,Female,2,2,4,Married,4,Yes,3,5,2,1.6075677660597716,2,0,0
33.0,Other,1,73,1,Female,3,3,4,Single,9,Yes,3,15,3,15.021799657154318,14,8,0
35.0,Sales,18,74,2,Male,3,3,1,Married,8,No,4,9,2,9.56404330937627,8,1,0
35.0,Other,23,75,3,Female,3,1,1,Married,4,Yes,3,4,3,2.1660460194033764,2,2,0
31.0,Other,7,76,4,Male,3,2,4,Divorced,7,No,4,10,2,7.346189687006261,7,1,0
37.0,Other,1,77,1,Male,2,2,3,Divorced,7,No,3,7,4,7.566601160342374,5,0,0
32.0,Other,1,78,1,Male,3,2,4,Married,7,Yes,4,9,3,8.57193143170492,8,7,0
38.0,Other,29,79,4,Female,3,2,4,Single,2,No,3,10,3,10.753322356015154,3,9,0
50.0,Other,7,80,2,Female,2,5,3,Divorced,10,Yes,3,29,2,27.20877235710995,3,13,0
59.0,Sales,25,81,1,Female,3,3,1,Single,8,No,3,28,2,20.90344955349348,16,7,0
36.0,Other,8,83,3,Female,3,3,3,Divorced,9,No,3,17,3,16.725763088520818,14,12,0
55.0,Other,8,84,4,Female,3,4,3,Divorced,10,Yes,3,21,3,4.6814665075211295,0,0,0
36.0,Other,11,85,2,Male,2,2,2,Single,7,No,3,6,3,6.67841109898475,5,0,0
45.0,Other,7,86,2,Male,3,3,1,Divorced,9,No,3,25,3,1.7957034871430977,0,0,0
35.0,Other,1,88,2,Male,3,1,1,Married,1,No,3,5,2,3.223133458866728,2,1,0
36.0,Other,9,90,4,Male,2,1,3,Married,3,Yes,3,2,2,0.7896841923671372,0,0,1
59.0,Sales,1,91,1,Female,2,2,3,Single,6,No,3,20,2,3.269528174493331,3,1,0
29.0,Other,2,94,3,Male,3,1,2,Married,2,No,4,6,3,4.482339084237725,4,0,0
31.0,Other,1,95,3,Male,3,1,2,Single,2,No,3,1,3,1.6625376477700375,1,1,0
32.0,Other,1,96,2,Male,3,2,2,Married,7,No,3,10,3,10.542609864138392,4,0,0
36.0,Other,6,97,2,Female,4,1,4,Married,3,No,3,5,3,1.677638268228324,0,0,0
31.0,Other,8,98,3,Female,3,2,4,Single,5,No,4,11,3,11.26774635037964,7,1,0
35.0,Sales,1,100,3,Male,2,2,1,Single,4,No,3,16,3,14.464179454329678,13,2,0
45.0,Other,6,101,4,Male,3,3,1,Married,9,Yes,3,17,4,0.6175775057288917,0,0,0
37.0,Other,7,102,1,Male,3,3,3,Single,9,No,3,16,4,5.711717049368164,2,0,0
46.0,Human Resources,5,103,2,Male,3,2,2,Divorced,5,Yes,4,16,3,3.805975121665767,2,0,0
30.0,Other,1,104,4,Male,2,2,4,Married,6,Yes,3,10,2,10.582683031311388,8,3,0
35.0,Other,1,105,2,Male,2,1,3,Single,3,No,3,6,3,5.815939345799526,4,0,0
55.0,Sales,1,106,1,Male,3,3,4,Married,9,No,3,24,3,1.3284892483396171,0,1,0
38.0,Other,6,107,2,Female,1,2,4,Divorced,6,Yes,3,17,3,13.252193543695103,11,1,0
34.0,Other,1,110,1,Male,3,2,2,Married,4,No,3,5,3,5.654654780379811,2,1,0
56.0,Other,7,112,4,Male,1,3,4,Single,8,No,3,37,2,6.533856958421232,4,0,0
23.0,Sales,2,113,3,Male,3,1,1,Divorced,1,No,3,3,3,0.0,0,0,0
51.0,Other,9,116,4,Male,3,1,4,Married,1,No,4,10,3,4.236295957395237,2,0,0
30.0,Other,2,117,3,Male,2,2,4,Married,4,No,3,11,3,11.60911444716998,10,10,0
46.0,Sales,9,118,3,Male,2,3,4,Single,8,No,3,9,3,9.162797350338169,8,4,1
40.0,Other,1,119,3,Male,2,4,2,Married,9,No,4,22,2,21.7496283588178,3,11,0
51.0,Sales,21,120,3,Male,3,2,4,Single,6,Yes,4,11,1,9.888590960517687,7,1,0
30.0,Sales,4,121,3,Female,2,2,2,Divorced,6,Yes,3,11,2,11.15676119596399,8,2,0
46.0,Other,1,124,3,Male,2,3,1,Married,9,Yes,3,21,2,10.285650960992635,9,9,0
32.0,Sales,6,125,2,Male,3,2,3,Single,6,No,3,12,3,10.902998589606074,8,5,0
54.0,Other,2,126,1,Female,3,3,3,Married,9,No,3,16,1,3.59235660189837,3,0,0
24.0,Sales,3,128,1,Female,3,2,3,Married,6,No,4,4,2,1.9506740388591028,2,0,0
28.0,Sales,4,129,2,Male,3,2,3,Married,4,No,3,5,4,5.087360029522544,4,0,0
58.0,Sales,10,131,4,Male,3,4,3,Single,10,No,3,38,2,37.01515059172935,10,1,0
44.0,Other,23,132,2,Male,3,2,2,Married,1,No,3,17,4,3.2853229146033263,2,1,0
37.0,Human Resources,6,133,3,Male,3,1,1,Divorced,1,Yes,4,7,3,2.9920399425922315,2,0,1
32.0,Other,1,134,4,Male,3,1,1,Single,3,No,3,1,3,0.6427119189151698,0,0,0
20.0,Other,6,137,4,Female,2,1,4,Single,3,Yes,3,1,3,0.1602376420509421,0,1,1
34.0,Other,6,138,1,Female,3,2,3,Single,5,No,3,16,3,15.852636324725166,13,2,0
37.0,Other,2,139,3,Male,2,2,4,Divorced,6,No,3,17,4,1.5653937244266205,0,0,0
59.0,Human Resources,2,140,3,Female,2,5,4,Married,10,No,4,30,3,3.8813867532299273,2,2,0
50.0,Other,1,141,1,Female,3,5,2,Married,10,Yes,3,28,2,7.720542783191456,3,0,0
25.0,Sales,5,142,3,Male,2,2,3,Single,7,Yes,3,6,3,5.904317659501426,4,0,1
25.0,Other,7,143,4,Male,2,1,4,Married,3,No,3,2,3,1.2350172490342637,2,2,0
22.0,Other,15,144,2,Female,3,1,4,Single,3,No,3,1,3,0.0,0,0,0
51.0,Other,1,145,1,Female,2,3,1,Single,8,No,4,23,2,12.5352816255454,12,12,0
34.0,Other,7,147,1,Male,1,2,3,Single,7,Yes,4,9,3,8.903036648129687,7,0,1
54.0,Human Resources,26,148,4,Female,4,4,4,Single,10,Yes,3,23,3,5.730390355481653,3,4,0
24.0,Other,18,150,2,Male,3,1,3,Married,3,No,3,6,3,4.966079219750033,3,1,0
34.0,Other,6,151,3,Female,2,2,2,Divorced,5,No,3,12,3,0.3172510780014643,0,0,0
37.0,Sales,3,152,3,Male,3,3,4,Single,8,No,3,12,3,5.608476056602695,3,1,0
34.0,Other,5,153,3,Female,2,3,1,Single,9,No,3,14,3,10.90569440000213,10,5,0
36.0,Sales,11,154,2,Female,3,3,4,Married,9,No,3,10,3,8.38988324695592,7,2,0
36.0,Other,3,155,1,Female,3,1,4,Divorced,3,No,4,7,3,1.6819432886992325,0,0,0
43.0,Sales,26,158,3,Male,3,4,4,Married,10,Yes,3,25,4,24.456536768534143,12,4,0
30.0,Other,23,159,1,Male,1,1,3,Divorced,2,No,4,10,2,10.420488745495945,7,0,0
33.0,Sales,22,160,3,Male,3,2,2,Married,7,No,3,8,4,6.63306550111232,7,0,0
56.0,Other,14,161,2,Female,3,1,2,Married,6,Yes,3,7,3,4.307537513355967,4,4,1
51.0,Other,6,162,1,Male,3,5,3,Single,10,No,3,23,3,19.809825693283,18,15,0
31.0,Sales,6,163,2,Male,1,2,3,Married,7,Yes,3,12,2,6.566673591260219,7,7,1
26.0,Other,6,164,3,Female,2,1,2,Married,2,No,3,5,2,4.942399553608571,4,4,0
58.0,Other,23,165,4,Female,3,3,4,Married,9,No,3,40,2,39.47879661968907,10,15,1
19.0,Sales,22,167,4,Male,3,1,3,Single,1,Yes,3,0,2,0.0,0,0,1
22.0,Other,2,169,3,Male,3,1,4,Married,2,No,3,3,3,1.6316432635516491,1,2,0
49.0,Other,20,170,3,Female,3,2,1,Married,7,No,3,16,2,14.89497772394243,11,5,0
43.0,Other,28,171,2,Female,4,1,3,Single,5,No,3,18,3,2.879630225854417,2,1,0
50.0,Sales,12,174,3,Female,3,3,4,Single,8,No,3,16,3,2.1413323467464207,2,2,0
31.0,Sales,20,175,2,Female,1,2,3,Married,5,Yes,3,4,3,1.1601502684457734,2,2,1
41.0,Sales,9,176,3,Male,3,3,3,Divorced,5,Yes,3,12,3,9.043323120874604,7,0,0
26.0,Human Resources,25,177,3,Female,3,1,3,Married,3,No,4,8,3,8.38784244784829,7,5,0
36.0,Other,6,178,2,Male,3,2,2,Divorced,5,No,4,7,3,1.9541835443623248,2,0,0
51.0,Other,8,179,1,Male,1,3,4,Single,9,No,3,18,3,4.629607525788931,2,0,1
39.0,Sales,4,182,4,Female,2,2,3,Married,7,No,3,17,4,15.4497900789549,11,5,0
25.0,Sales,28,183,1,Male,2,2,3,Married,8,No,3,6,3,1.997309239799257,2,2,0
30.0,Human Resources,9,184,3,Male,3,2,4,Married,7,Yes,3,12,1,10.632677884088332,9,4,0
32.0,Other,9,190,1,Female,3,1,1,Single,4,No,4,10,4,4.245486365264609,4,0,1
45.0,Other,29,192,3,Male,3,1,4,Single,3,No,3,9,2,5.844101886680853,5,0,0
38.0,Other,3,193,4,Female,3,2,3,Single,4,Yes,4,19,3,2.728416082680999,2,2,0
30.0,Other,18,194,1,Female,3,1,3,Single,2,No,3,5,2,5.275833800085561,4,0,0
32.0,Sales,9,195,4,Male,1,2,4,Divorced,5,No,3,9,4,7.604001488993608,7,0,0
30.0,Other,5,197,4,Female,3,1,1,Divorced,3,No,3,8,3,2.9332959013432207,2,2,0
30.0,Other,2,198,2,Male,2,1,4,Single,2,No,3,6,3,4.1722407363067,3,1,0
41.0,Other,10,199,4,Male,2,4,1,Divorced,10,No,3,21,2,6.145732069473889,6,7,0
41.0,Other,9,200,3,Male,3,1,1,Married,1,No,4,7,3,5.044197483944705,0,1,0
19.0,Other,3,201,2,Female,3,1,2,Single,1,No,3,1,3,1.0935389354911749,0,0,0
40.0,Other,26,202,2,Female,3,2,2,Divorced,7,No,3,20,3,21.10861352512441,7,2,0
35.0,Sales,1,204,3,Male,3,3,2,Married,8,No,3,10,3,9.717656518231584,8,0,0
53.0,Sales,6,205,2,Male,3,2,3,Married,1,Yes,4,13,1,7.042860149148674,7,4,0
45.0,Other,9,206,2,Male,3,2,2,Divorced,2,No,3,20,1,17.299971951588233,9,0,0
32.0,Sales,8,207,2,Female,3,3,4,Single,8,No,3,9,3,7.925693447639176,8,3,0
29.0,Other,1,208,4,Male,3,2,3,Married,5,No,3,10,3,9.849573357614831,7,0,0
51.0,Other,7,211,2,Male,2,2,3,Married,7,No,3,10,3,1.011021139022957,0,0,0
58.0,Other,9,214,2,Female,2,1,2,Married,3,Yes,4,9,2,0.55617681080165,0,0,0
40.0,Sales,4,215,3,Male,2,3,4,Married,9,No,3,15,2,11.267526813806684,11,2,0
34.0,Sales,2,216,3,Female,3,1,3,Married,1,No,3,6,3,3.951369596506237,3,1,0
22.0,Other,19,217,3,Male,3,1,4,Married,1,No,4,2,3,1.2850548421606849,2,2,0
27.0,Other,9,218,4,Male,3,1,2,Divorced,1,No,3,6,1,2.7213331293912093,2,2,0
28.0,Other,21,221,3,Male,3,1,4,Married,2,No,3,5,1,4.794177722504313,2,0,0
57.0,Other,24,223,3,Male,4,3,4,Divorced,8,Yes,3,12,1,5.632250205749976,3,1,0
27.0,Other,3,224,3,Male,2,1,3,Divorced,2,Yes,3,1,2,0.7212322370140211,1,0,0
50.0,Other,11,226,3,Female,3,5,2,Single,10,No,3,21,3,5.624640609891269,4,4,0
41.0,Other,14,227,1,Male,3,1,3,Divorced,2,No,3,13,3,8.719689597447475,8,1,0
30.0,Sales,5,228,2,Female,3,3,4,Married,8,No,3,12,3,9.390321820547385,9,7,0
38.0,Sales,1,230,1,Female,2,2,4,Single,8,No,4,12,4,8.86600841571834,3,0,0
32.0,Other,6,231,3,Male,3,1,3,Single,3,No,4,8,3,4.962174160702694,4,1,0
27.0,Other,17,233,3,Male,3,1,2,Married,3,Yes,3,6,2,4.900507612953948,2,1,0
19.0,Sales,1,235,3,Female,1,1,1,Single,1,No,4,1,4,0.0,0,0,1
36.0,Other,3,238,4,Male,3,1,2,Single,1,No,3,13,2,8.1064628850153,7,7,0
30.0,Other,9,239,3,Male,3,2,1,Divorced,3,No,3,12,3,11.986079833159003,9,6,0
45.0,Sales,4,240,3,Female,3,2,1,Divorced,6,Yes,3,9,4,4.338829964102152,4,0,0
56.0,Other,8,241,3,Female,3,1,1,Divorced,4,Yes,3,19,3,2.4892198058237764,2,2,0
33.0,Other,2,242,3,Male,3,1,4,Single,2,No,3,4,4,2.9482346106952417,1,0,0
19.0,Other,2,243,2,Male,2,1,4,Single,1,No,4,1,2,1.7872797338878588,0,1,1
46.0,Sales,1,244,2,Female,3,3,1,Divorced,9,No,4,24,3,23.148304632855314,13,15,0
38.0,Other,9,245,3,Female,3,1,4,Single,1,No,3,2,3,2.2330678248398206,2,2,0
31.0,Other,12,246,3,Female,3,1,4,Married,4,Yes,4,7,3,4.563976433355053,2,0,0
34.0,Other,27,247,4,Female,3,1,2,Single,1,No,3,9,3,2.6734672624948166,2,1,0
41.0,Sales,20,248,2,Female,3,1,2,Single,3,Yes,4,4,2,3.2518257185281505,3,0,1
50.0,Other,1,249,3,Male,2,1,3,Married,4,No,3,5,2,3.398006554529521,2,0,0
53.0,Other,13,250,4,Female,4,2,1,Divorced,5,No,3,5,3,3.431658709629076,2,1,0
33.0,Other,14,252,4,Female,3,1,2,Married,3,No,3,8,3,7.934611935828461,7,1,0
40.0,Other,4,253,4,Female,3,5,3,Married,10,No,3,21,3,18.484552958917813,8,9,0
55.0,Other,14,254,3,Male,4,5,2,Single,10,No,3,36,3,24.23626383887084,15,2,0
34.0,Other,2,256,4,Male,2,2,3,Married,8,No,3,10,2,10.28740882044082,9,1,0
51.0,Other,3,258,4,Female,3,4,2,Single,9,No,3,21,3,7.504269355096721,7,1,0
52.0,Other,1,259,3,Male,2,5,3,Married,10,No,3,34,3,32.83082299770058,18,11,0
27.0,Other,9,260,4,Female,3,1,2,Single,1,No,3,7,2,6.729739278462454,7,0,0
35.0,Other,23,261,2,Male,2,2,3,Married,5,Yes,3,8,3,0.928704811970372,0,0,1
43.0,Other,7,262,4,Male,4,1,4,Divorced,1,No,3,7,4,5.237971402580802,4,2,0
45.0,Other,2,264,1,Male,2,4,4,Married,10,No,4,22,3,20.70378772847604,8,11,0
37.0,Other,21,267,2,Male,4,1,1,Married,4,Yes,3,8,2,8.503033965207223,7,1,0
35.0,Other,2,269,2,Female,3,2,2,Single,5,No,3,10,3,5.199088052171832,2,1,0
42.0,Other,21,270,3,Female,3,2,3,Divorced,6,No,3,11,3,4.558285019294265,3,0,0
38.0,Other,2,271,4,Male,3,2,3,Married,7,No,3,14,3,1.0175843856941835,0,0,0
38.0,Other,29,273,4,Male,3,2,4,Married,7,No,3,9,1,7.366919992966443,7,1,0
27.0,Other,1,274,3,Male,2,2,1,Married,4,No,3,6,3,1.8173928014323844,2,2,0
49.0,Other,18,275,4,Male,3,2,4,Divorced,8,Yes,3,7,3,6.607714048994102,7,1,0
34.0,Other,10,277,4,Male,3,1,3,Divorced,4,Yes,3,5,4,4.799392722320913,3,2,0
40.0,Other,19,281,3,Male,3,2,4,Married,3,Yes,3,15,4,6.803499812573489,2,3,0
38.0,Other,29,282,2,Male,3,2,1,Married,7,Yes,3,17,3,1.499820698240825,0,0,1
29.0,Sales,27,283,2,Female,3,3,4,Married,8,No,4,10,2,10.517060192810288,4,1,1
22.0,Other,5,284,4,Male,4,1,2,Divorced,1,Yes,3,4,2,3.845894911499757,2,2,0
36.0,Other,18,286,2,Female,3,1,4,Single,1,No,3,8,3,7.9498756664478,1,1,0
40.0,Other,9,287,4,Male,2,2,4,Married,5,No,3,5,1,3.6383885326882353,2,0,0
46.0,Other,1,288,4,Male,3,3,1,Divorced,8,No,3,17,3,4.951541332250745,2,0,0
32.0,Sales,4,291,4,Male,1,3,4,Married,9,No,3,14,2,14.33536705489967,8,9,1
30.0,Other,1,292,3,Male,2,3,3,Single,8,No,4,12,3,10.750347432657948,8,5,0
27.0,Sales,20,293,4,Female,3,2,3,Single,9,No,3,7,3,6.489409174729457,7,0,0
51.0,Other,8,296,2,Male,2,3,2,Married,9,No,3,16,1,10.433846826071726,9,4,0
30.0,Other,3,297,4,Female,3,1,1,Single,2,Yes,3,8,3,5.400735925779645,2,0,1
41.0,Sales,6,298,4,Female,3,3,4,Single,9,Yes,3,16,3,1.5120315789754954,0,0,0
30.0,Sales,26,299,3,Female,2,2,1,Single,7,No,3,9,2,6.270963197878447,3,0,1
29.0,Other,1,300,3,Male,3,1,3,Single,1,No,3,7,2,5.9160851395419565,2,1,1
45.0,Sales,6,302,4,Female,2,3,4,Single,8,No,3,23,3,18.94171077900985,7,12,0
54.0,Sales,3,303,4,Female,3,2,1,Married,7,No,3,16,3,5.589272148964199,2,0,0
36.0,Other,5,304,4,Male,3,2,2,Single,7,No,3,16,4,12.899062745009736,11,3,0
33.0,Other,4,305,3,Female,2,1,2,Married,2,No,4,7,3,2.601691063563334,2,1,0
37.0,Other,11,306,2,Male,3,3,4,Divorced,9,Yes,3,10,3,9.65586302843775,8,0,0
38.0,Sales,3,307,1,Male,3,3,3,Divorced,9,No,3,17,2,15.462010262759115,10,5,0
31.0,Other,1,308,3,Male,1,2,3,Married,4,No,3,6,3,5.524152846664949,4,1,0
59.0,Other,3,309,3,Male,2,1,4,Married,1,No,3,7,3,1.9671002729106868,0,0,0
37.0,Sales,4,311,1,Male,3,1,4,Divorced,3,No,3,13,3,9.32964772847514,8,5,0
29.0,Sales,1,312,2,Female,3,3,4,Married,8,No,3,11,3,10.701850844884865,10,4,0
35.0,Sales,1,314,3,Female,3,3,3,Single,8,No,3,10,4,9.595410180157982,7,0,0
29.0,Other,18,315,3,Male,2,1,4,Single,2,Yes,3,4,2,3.434695868767716,3,0,1
52.0,Other,2,316,3,Female,2,1,4,Single,3,No,3,6,2,2.668960812801316,2,2,0
42.0,Other,4,319,3,Male,3,5,4,Married,10,No,3,22,3,21.09001638445995,17,11,0
59.0,Human Resources,6,321,2,Male,3,1,3,Married,1,No,3,7,2,1.3997313663332456,2,2,0
50.0,Sales,1,323,4,Female,3,5,4,Divorced,10,No,3,32,2,6.643699399428937,0,0,0
33.0,Other,14,325,3,Male,3,1,4,Married,2,Yes,3,8,1,3.856087321154322,4,0,1
43.0,Sales,16,327,4,Female,3,4,4,Married,10,Yes,4,22,3,17.49587746130023,13,1,0
33.0,Other,2,328,1,Female,3,1,1,Married,2,No,4,13,4,9.327641091918093,7,1,1
52.0,Sales,2,329,1,Male,2,5,3,Single,10,Yes,3,33,4,33.553838466922954,7,15,0
32.0,Sales,4,330,3,Female,3,1,2,Married,4,No,3,6,3,4.076103769478931,3,1,0
32.0,Other,1,331,4,Male,2,1,3,Single,4,Yes,3,4,1,3.3701235177217086,2,1,1
39.0,Other,1,332,3,Female,3,1,3,Divorced,1,No,3,7,3,3.1250724537372547,2,1,0
32.0,Sales,26,333,3,Male,3,2,4,Married,5,No,3,4,3,2.6328066854692613,2,2,0
41.0,Other,19,334,3,Male,3,2,1,Divorced,3,No,3,17,2,1.4065352660672474,0,0,0
40.0,Other,24,335,1,Male,3,2,4,Divorced,3,No,3,9,3,8.976637068082225,8,4,0
45.0,Other,1,336,3,Male,4,5,4,Married,10,No,3,25,3,23.64585021506005,0,1,0
31.0,Other,3,337,2,Male,3,3,3,Divorced,9,No,3,9,3,1.512045220870891,2,2,0
33.0,Other,5,338,3,Female,2,1,4,Married,3,No,3,2,2,1.699832533282722,2,0,0
34.0,Other,2,339,4,Male,2,2,1,Married,7,No,3,13,3,11.71809814920646,9,5,0
37.0,Other,1,340,3,Female,2,1,1,Married,4,No,3,17,2,2.2492407179930027,1,0,0
45.0,Other,7,341,1,Male,4,2,3,Married,7,No,3,9,3,3.020718696064358,2,0,0
37.0,Other,10,342,1,Male,3,3,3,Divorced,5,No,3,17,3,1.376048907456538,0,0,1
39.0,Other,2,343,3,Female,3,3,3,Single,9,No,4,20,3,19.54043095645847,6,11,0
29.0,Other,15,346,3,Male,3,1,4,Single,2,No,3,6,3,5.779600068778239,5,1,0
42.0,Other,17,347,4,Female,4,2,1,Single,7,Yes,3,10,3,3.026871738489723,2,0,0
29.0,Sales,20,349,4,Male,3,2,4,Divorced,8,No,3,10,3,2.50259138904892,2,0,0
25.0,Other,1,350,1,Female,3,2,3,Married,5,No,3,5,3,4.229440661678511,2,1,0
42.0,Other,2,351,4,Female,2,1,1,Divorced,2,Yes,3,10,3,8.037197145086335,6,7,0
40.0,Other,2,352,1,Male,3,5,3,Divorced,10,No,3,22,3,22.077458092142063,7,3,0
51.0,Other,1,353,3,Male,3,1,4,Married,2,No,3,1,2,1.1675285533735176,0,0,0
57.42963774103736,Other,29,355,3,Male,2,1,2,Single,4,No,3,6,4,5.12443647405605,4,1,1
32.0,Other,7,359,2,Male,4,1,2,Married,3,No,4,5,1,5.725495799348487,1,0,0
38.0,Sales,2,361,4,Male,2,2,4,Married,6,No,3,13,3,7.430079282799227,7,7,0
32.0,Other,2,362,4,Male,2,2,1,Single,1,No,3,9,3,6.111302843358338,2,0,0
46.0,Sales,2,363,3,Female,1,4,2,Married,10,Yes,3,28,2,6.153029342295604,7,7,0
28.0,Other,2,364,1,Male,3,1,3,Single,4,No,3,5,1,0.0,0,0,1
29.0,Sales,2,366,1,Male,2,2,2,Married,7,No,3,10,3,0.0,0,0,0
31.0,Other,23,367,2,Male,2,2,4,Married,7,No,4,10,3,8.73388921162302,0,7,0
25.0,Other,5,369,2,Male,4,2,1,Divorced,4,No,3,6,3,6.124496174195121,3,1,0
45.0,Other,20,372,3,Male,3,4,4,Married,9,Yes,3,21,3,21.119799604015984,7,4,0
36.0,Other,6,373,4,Male,3,1,4,Married,3,No,3,16,3,15.046756574537214,13,10,0
55.0,Other,1,374,4,Male,3,5,1,Single,10,Yes,3,37,3,35.83576175632464,10,4,0
