Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
35,809,16,3,1,14,1,84,4,1,2,2,16479,0,13,3,3,80,1,6,5,3,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,0.8333333333333334,-1.661547561068309,-0.9256591726912867,-0.6419902028626117,0
29,153,15,2,1,15,4,49,2,2,3,4,12682,0,12,3,4,80,0,10,3,3,9,5,0,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.9,-0.22618518228793916,-1.667068777122146,-0.9197032594422033,0
31,670,26,1,1,16,1,31,3,1,3,3,15170,1,17,3,4,80,1,5,1,2,5,2,4,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.8,1.0,-1.2881161739888753,-1.861828122060926,-0.0435252092172063,0
34,1346,19,2,1,18,2,93,3,1,4,2,8758,0,11,3,3,80,1,3,2,3,2,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.5,0.6666666666666666,-2.16113373178211,-0.8132246315178805,-1.0574161152986004,0
28,103,24,3,1,19,3,50,2,1,3,1,12947,5,14,3,2,80,0,6,4,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.6666666666666666,-2.1912510873151527,-0.3036580415933169,-0.35703123697978156,1
29,1389,21,4,1,20,2,51,4,3,1,9,10195,1,11,3,3,80,1,10,1,3,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.8,1.0,2.4138863788507856,-1.5926076797591067,-1.2178212278529095,0
32,334,5,2,1,21,1,80,4,1,2,3,15053,0,12,3,4,80,2,7,5,2,6,2,0,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0,0.8571428571428571,-1.5649016545541692,-1.1442018014976616,-0.9917503977781792,0
22,1123,16,2,1,22,4,96,4,1,4,3,7324,1,13,3,2,80,2,1,2,2,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.0,1.0,-3.128197186593206,-1.1637680890072502,-0.85380678972458,0
53,1219,2,4,1,23,1,78,2,4,4,10,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.12,0.8064516129032258,4.535342074354699,0.856277350812528,0.20827341885411188,0
38,371,2,3,1,24,4,45,3,1,4,4,4306,5,11,3,3,80,0,6,3,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.3333333333333333,0.5,-1.5313247163191075,0.6012446055684986,-1.2376624748183067,0
24,673,11,2,1,26,1,96,4,2,3,4,8232,0,18,3,4,80,1,5,5,2,4,2,1,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.25,0.8,-1.6647242781876637,-1.1322990566584394,0.13141304533594886,0
36,1218,9,4,1,27,3,82,2,1,1,4,6986,7,23,4,2,80,0,10,4,3,5,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0,0.5,-1.2577401389547813,1.0483716394984581,3.3984901587531473,1
34,419,7,4,1,28,1,53,3,3,2,9,21293,0,11,3,3,80,0,13,4,3,12,6,2,11,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.16666666666666666,0.9230769230769231,1.9651005826052126,-0.9629146936447794,-1.0338018916612186,0
21,391,15,2,1,30,3,96,3,1,4,1,19281,1,14,3,4,80,0,0,6,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,0.0,-3.7476358800777563,0.25787781203983184,-0.6090854871727157,0
34,699,6,1,1,31,2,83,3,1,1,3,17102,2,11,3,3,80,0,8,2,3,4,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.25,0.5,-1.718313473453879,-0.08811307440867752,-1.1261754508904676,1
53,1282,5,3,1,32,3,58,3,5,3,10,10735,4,11,3,4,80,1,26,3,2,14,13,4,8,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.2857142857142857,0.5384615384615384,4.584951851306228,1.358829708720006,-0.9421834641790606,0
32,1125,16,1,1,33,2,72,1,1,1,4,4681,1,22,4,2,80,0,10,5,3,10,2,6,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.6,1.0,-0.16608747272660523,-2.413080234066091,3.1249370193162704,1
42,691,8,4,1,35,3,48,3,2,2,7,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.4444444444444444,0.9,0.8396672402335634,-0.520596411863127,-1.2499248544152888,0
44,477,7,4,1,36,1,42,2,3,4,9,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.22727272727272727,0.9166666666666666,4.3779493314196305,-0.9329441452035077,-0.2689958427882786,0
46,705,2,4,1,38,2,83,3,5,1,10,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,1.0,0.09090909090909091,1.6576035715312922,3.4156535991799086,-1.0490052586628376,0
33,924,2,3,1,39,3,78,3,1,4,2,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,0.14285714285714285,-2.6045907670894914,1.3661535345770643,-1.1011058429039084,0
44,1459,10,4,1,40,4,41,3,2,4,7,19121,2,13,3,4,80,0,9,5,4,4,2,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.25,0.4444444444444444,-0.3454215186795965,1.163916759387227,-0.7212249996544053,0
30,125,9,2,1,41,4,83,2,1,3,1,16117,1,13,3,1,80,0,10,5,3,10,0,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.1,1.0,-1.2367108239816165,-1.9180286212693898,-0.7230317477520136,0
39,895,5,3,1,42,4,56,3,2,4,1,3335,3,14,3,3,80,1,19,6,4,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0,0.05263157894736842,-1.756781450461176,1.9080341302577482,-0.4394799161577372,1
24,813,1,3,1,45,2,61,3,1,4,1,3020,2,16,3,1,80,1,6,2,2,2,0,2,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1.0,0.3333333333333333,-2.5774314844525077,-0.2815106629462925,-0.2961478093721299,1
43,1273,2,2,1,46,4,72,4,1,3,2,21923,1,12,3,4,80,2,6,3,2,5,3,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.2,0.8333333333333334,-1.300833258445247,-0.5742386362949179,-1.1320121814323543,0
50,869,3,2,1,47,1,86,2,1,3,2,3810,1,14,3,3,80,0,3,2,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,0.0,1.0,-1.8491593579495433,-0.49715544418053004,-0.30092326319128343,1
35,890,2,3,1,49,4,97,3,1,4,1,9687,1,13,3,1,80,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,1.0,1.0,-1.9565002985032738,-1.4881665792428964,-1.0018720994518817,0
36,852,5,4,1,51,2,82,2,1,1,4,13072,9,14,3,4,80,1,6,3,4,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.16666666666666666,-2.1215471783348403,2.5808049047152086,-0.34340770463121956,0
33,1141,1,3,1,52,3,42,4,2,1,6,3193,2,19,3,1,80,2,10,3,3,5,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.2,0.5,-0.6814954102253629,0.3151349637156988,0.41808246088626927,0
35,464,4,2,1,53,3,75,3,1,4,1,10910,1,12,3,3,80,1,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.980061819757606,-0.8994930760081764,-1.0149537154369563,0
27,1240,2,4,1,54,4,33,3,1,1,2,19715,1,13,3,4,80,1,1,6,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.91157342646672,-0.7818546960324464,-0.8897169998834576,0
26,1357,25,3,1,55,1,48,1,1,3,1,10558,1,12,3,3,80,0,1,2,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-3.060198398071359,-1.160678785623528,-0.5414478183149596,1
27,994,8,3,1,56,4,37,3,3,3,8,2975,1,15,3,4,80,0,9,0,3,9,8,1,7,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.1111111111111111,1.0,0.9171605274338632,-1.2450417701941259,-0.4177607765883336,0
30,721,1,2,1,57,3,58,3,2,4,4,10781,1,23,4,4,80,0,12,2,3,12,8,3,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.25,1.0,0.6137461785612652,-2.0925775997368574,2.9944790026298,0
41,1360,12,3,1,58,2,49,3,5,3,10,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.6818181818181818,0.9565217391304348,6.096919636799963,-1.475539384681382,-0.9618167601574475,1
34,1065,23,4,1,60,2,72,3,2,3,5,10034,0,20,4,3,80,0,10,2,3,9,5,8,7,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.8888888888888888,0.9,1.0883181949603289,-1.8303604309375012,2.4833701801071726,0
37,408,19,2,1,61,2,73,3,1,2,3,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.125,-2.520333174371155,1.358346537001043,2.954426127571786,0
46,1211,5,4,1,62,1,98,3,2,4,7,20445,4,21,4,3,80,0,14,4,3,9,6,0,8,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0,0.6428571428571429,0.9364740908059975,0.7340529778598787,3.0108333994561747,0
35,1229,8,1,1,63,4,36,4,1,4,1,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,1.0,-2.9754683456354,-1.121952552372816,0.24380614254318575,0
48,626,1,2,1,64,1,98,2,3,3,6,19294,9,13,3,4,80,0,23,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.043478260869565216,-0.3476201924918288,4.194824405781677,-0.4386293249142466,1
28,1434,5,4,1,65,3,50,3,1,3,4,11179,1,13,3,3,80,0,2,3,2,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0,1.0,-1.6755456818547474,-1.3037927608799877,-0.9708357555517485,1
44,1488,1,5,1,68,2,75,3,2,1,6,4009,5,21,4,3,80,1,9,2,2,4,3,1,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.25,0.4444444444444444,-0.3296286887433044,1.648201725288452,2.880439466655806,0
35,1097,11,2,1,70,3,79,2,3,1,9,8302,2,13,3,3,80,1,10,3,3,4,0,2,3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.5,0.4,-0.15220095434542802,1.0308083885417714,-0.6659085905097608,0
26,1443,23,3,1,72,3,47,2,2,4,4,21436,7,19,3,3,80,1,5,2,2,2,2,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0,0.4,-2.0550664453029044,1.3315696361657456,0.6617775575911754,0
33,515,1,2,1,73,1,98,3,3,4,9,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.5333333333333333,1.0,3.6575968532969094,-2.275280200222195,-0.9653183627622127,0
35,853,18,5,1,74,2,71,3,3,1,8,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.1111111111111111,1.0,1.3324647552271696,-0.8128918616965057,3.042641132429165,0
35,1142,23,4,1,75,3,30,3,1,1,4,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0,0.5,-1.3733467373447625,0.143999852666619,-0.4358092476362625,0
31,655,7,4,1,76,4,48,3,2,4,7,9528,3,22,4,4,80,1,10,3,2,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.14285714285714285,0.7,0.3834859802822326,-0.4610339830771204,2.85698505000303,0
37,1115,1,4,1,77,1,51,2,2,3,7,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0,1.0,0.1414464159910311,-0.7626027258420547,0.4969213418149616,0
32,427,1,3,1,78,1,33,3,2,4,7,10877,1,22,4,2,80,1,9,3,3,9,8,7,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.7777777777777778,1.0,1.4365982266035437,-2.2728154167501766,2.8293066591264817,0
38,653,29,5,1,79,4,50,3,2,4,2,5456,1,11,3,4,80,0,10,2,3,10,3,9,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.9,1.0,1.1880636677977687,-1.8621720976785239,-1.3167059244190047,0
50,989,7,2,1,80,2,43,2,5,3,10,16701,5,12,3,4,80,1,29,2,2,27,3,13,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.48148148148148145,0.9310344827586207,5.519243222168095,0.3079210096489136,-0.8527645062625606,0
59,1435,25,3,1,81,1,99,3,3,1,8,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.3333333333333333,0.75,5.1554567183733955,0.5594015836286167,-0.6755467185471704,0
36,1223,8,3,1,83,3,59,3,3,3,9,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7058823529411765,1.0,4.172559500032282,-2.1853972746171504,-0.7816425030298918,0
55,836,8,3,1,84,4,33,3,4,3,10,19730,2,14,3,3,80,3,21,2,3,5,0,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.0,0.23809523809523808,1.1411856851694901,3.1371588089067144,-0.42690564864832237,0
36,1195,11,3,1,85,2,95,2,2,2,7,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-0.48175079627576567,-0.42274990867859824,-0.5382549840778267,0
45,1339,7,3,1,86,2,59,3,3,1,8,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0,0.04,-0.09102613606731559,3.297948567291451,0.2768689883272348,0
35,664,1,3,1,88,2,79,3,1,1,1,5868,4,13,3,4,80,1,5,2,2,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.3333333333333333,0.6,-2.0279725375529916,0.16774146070927937,-0.8056998011021256,0
36,318,9,3,1,90,4,79,2,1,3,4,21777,0,17,3,1,80,1,2,0,2,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.5,-2.594022825186737,0.2828261101896305,0.05070099339146303,1
59,1225,1,1,1,91,1,57,2,2,3,6,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.25,0.2,0.3864629087334241,2.96464523813874,-0.8090341274205008,0
29,1328,2,3,1,94,3,76,3,1,2,3,4956,0,23,4,4,80,1,6,3,3,5,4,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.8333333333333334,-1.649651986135725,-1.2892796989237958,3.1057369712569343,0
31,1082,1,4,1,95,3,87,3,1,2,2,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,1.0,1.0,-2.3709441549914843,-1.0389950166797046,-0.24316685610244834,0
32,548,1,3,1,96,2,66,3,2,2,7,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,1.0,0.35460182092643494,-1.1728894328969282,0.11489882936165573,0
36,132,6,3,1,97,2,55,4,1,4,3,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,0.2,-2.5861193476191615,1.2582673787369365,-0.9687333035110599,0
31,746,8,4,1,98,3,61,3,2,4,5,20682,1,23,4,4,80,0,11,2,3,11,7,1,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.09090909090909091,1.0,0.5637869257255352,-1.4534357177256516,3.0684193077739343,0
35,776,1,4,1,100,3,32,2,2,1,5,23016,0,14,3,2,80,0,16,2,3,15,13,2,8,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.13333333333333333,0.9375,1.9082298956690358,-1.697370720405899,-0.41993414483180286,0
45,193,6,4,1,101,4,52,3,3,1,9,15067,4,14,3,2,80,0,17,3,4,0,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0,0.0,-0.3232214739312058,3.4462951034044815,-0.4875065588237705,0
37,397,7,4,1,102,1,30,3,3,3,9,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0,0.3125,0.17138435942227384,2.1588313881421524,-0.49445655139691813,0
46,945,5,2,1,103,2,80,3,2,2,6,10425,8,22,4,4,80,1,16,2,3,4,2,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0,0.25,-0.4864967513568663,2.604243783438241,3.1077611441319974,0
30,852,1,1,1,104,4,55,2,2,4,6,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.3,1.0,-0.020570917023215615,-1.4120641418911444,-1.0212380511458847,0
35,1214,1,3,1,105,2,30,2,1,3,3,26278,1,18,3,1,80,0,6,3,3,6,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,1.0,-1.3489267832104321,-1.1468424882961599,0.4279809902575672,0
55,111,1,2,1,106,1,70,3,3,4,9,18092,3,14,3,4,80,1,24,4,3,1,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,1.0,0.041666666666666664,0.6179099227210961,3.175711286567105,-0.5996228899532282,0
38,573,6,3,1,107,2,79,1,2,4,6,15717,7,12,3,4,80,3,17,3,3,13,11,1,9,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.07692307692307693,0.7647058823529411,1.8466584372135229,-0.022116945405122556,-0.6000827817011579,0
