Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47.52,No,Travel_Rarely,1459,Research & Development,14.0,4,Other,1,40,4.0,Male,41,3,2,Healthcare Representative,4.0,Married,8081.25,16252.85,2,Y,Yes,9.1,3,4,80,0,9.0,5,4.0,4.05288182351388,2,1.5,3
32.4,No,Travel_Rarely,125,Research & Development,12.6,2,Medical,1,41,,Male,83,2,1,Laboratory Technician,3.0,Single,2757.5,13699.45,1,Y,No,9.1,3,1,80,0,10.0,5,3.0,10.460333357856536,0,1.5,8
42.12,Yes,Travel_Rarely,895,Sales,7.0,3,Technical Degree,1,42,4.0,Male,56,3,2,Sales Representative,4.0,Married,2607.5,2834.75,3,Y,No,9.8,3,3,80,1,19.0,6,4.0,0.8866387722253191,0,0.0,0
25.92,Yes,Travel_Rarely,813,Research & Development,1.4,3,Medical,1,45,,Male,61,3,1,Research Scientist,4.0,MARRIED,2866.25,2567.0,2,Y,Yes,11.2,3,1,80,1,6.0,2,2.0,2.326524155524881,0,3.0,0
46.44,No,Travel_Rarely,1273,Research & Development,2.8,2,Medical,1,46,, fem ,72,4,1,Research Scientist,3.0,Divorced,3306.25,18634.55,1,Y,No,8.4,3,4,80,2,6.0,3,2.0,5.551343732731356,3,1.5,4
54.0,Yes,Travel_Rarely,869,Sales,4.2,2,Marketing,1,47,,Male,86,2,1,Sales Representative,3.0,Married,3353.75,3238.5,1,Y,Yes,9.8,3,3,80,0,3.0,2,3.0,2.0750985314178845,2,0.0,2
37.8,No,Travel_Rarely,890,Sales,2.8,3,Marketing,1,49,,Female,97,3,1,Sales Representative,4.0,Married,2517.5,8233.95,1,Y,No,9.1,3,1,80,0,2.0,3,3.0,2.584315621725267,2,3.0,2
38.88,No,Travel_Rarely,852,R&D,7.0,4,Life Sciences,1,51,,Female,82,2,1,Research Scientist,1.0,Married,4273.75,11111.2,9,Y,Yes,9.8,3,4,80,1,6.0,3,4.0,0.5073091014371564,1,0.0,0
35.64,No,Travel_Frequently,1141,Sales,1.4,3,Life Sciences,1,52,3.0,Female,42,4,2,Sales Executive,1.0,Married,6720.0,2714.05,2,Y,No,13.3,3,1,80,2,10.0,3,3.0,4.453029795465763,3,1.5,3
37.8,No,Travel_Rarely,464,Research & Development,5.6,2,Other,1,53,,Male,75,3,1,Laboratory Technician,4.0,Divorced,2438.75,9273.5,1,Y,No,8.4,3,3,80,1,1.0,3,3.0,0.0,0,0.0,0
29.16,No,Travel_Rarely,1240,Research & Development,2.8,4,Life Sciences,1,54,,Female,33,3,1,Laboratory Technician,1.0,Divorced,2926.25,16757.75,1,Y,No,9.1,3,4,80,1,1.0,6,3.0,0.5984111674936762,0,0.0,0
28.08,Yes,Travel_Rarely,1357,R&D Lab,35.0,3,Life Sciences,1,55,,Male,48,1,1,Laboratory Technician,3.0,Single,"2.293,00",8974.3,1,Y,No,8.4,3,3,80,0,1.0,2,2.0,0.9975715276744852,0,0.0,1
96.32,No,Travel_Frequently,994,Sale,11.2,3,Life Sciences,1,56,4.0,Male,37,3,3,Sales Executive,3.0,Single,10907.5,2528.75,1,Y,No,10.5,3,4,80,0,9.0,0,3.0,8.808338346867048,8,1.5,7
32.4,No,Travel_Frequently,721,Research & Development,1.4,2,Medical,1,57,3.0,Female,58,3,2,Laboratory Technician,4.0,Single,5013.75,9163.85,1,Y, NO ,16.1,4,4,80,0,12.0,2,3.0,11.768736569899124,8,4.5,7
44.28,Yes,Travel_Rarely,1360,Research & Development,16.8,3,Technical Degree,1,58,2.0,Female,49,3,5,Research Director,3.0,Married,24431.25,13838.0,1,Y,No,8.4,3,4,80,0,23.0,0,3.0,21.44375132283528,15,22.5,8
36.72,No,Non-Travel,1065,Sales,32.2,4,Marketing,1,60,2.0,Male,72,3,2,Sales Executive,3.0,Single,5710.0,8528.9,0,Y,No,14.0,4,3,80,0,10.0,2,3.0,9.43361474948822,5,12.0,7
39.96,No,Travel_Rarely,408,Research & Development,26.6,2,Life Sciences,1,61,,Male,73,3,1,Research Scientist,2.0,Married,3777.5,8692.95,4,Y,No,14.7,4,1,80,0,8.0,1,3.0,1.4792069181066492,0,0.0,0
49.68,No,Travel_Frequently,1211,Sales,7.0,4,Marketing,1,62,1.0,Male,98,3,2,Sales Executive,4.0,Single,7215.0,17378.25,4,Y,Yes,14.7,4,3,80,0,14.0,4,3.0,9.209059260977794,6,0.0,8
37.8,No,Travel_Rarely,1229,Research & Development,11.2,1,Life Sciences,1,63,,Male,36,4,1,Laboratory Technician,4.0,Married,2836.25,4158.2,1,Y,No,13.3,3,4,80,0,1.0,2,3.0,0.0567359771071808,0,0.0,1
51.84,Yes,Travel_Rarely,626,R&D Lab,1.4,2,Life Sciences,1,64,1.0,Male,98,2,3,Laboratory Technician,3.0,Single,6726.25,16399.9,9,Y,Yes,9.1,3,4,80,0,23.0,2,3.0,2.136672579008741,0,0.0,0
30.24,Yes,Travel_Rarely,1434,ResDev,7.0,4,Technical Degree,1,65,,Male,50,3,1,Laboratory Technician,3.0,Single,4301.25,9502.15,1,Y,Yes,9.1,3,3,80,0,2.0,3,2.0,2.073487325228608,2,3.0,2
47.52,No,Travel_Rarely,1488,Sales,1.4,5,Marketing,1,68,2.0,Female,75,3,2,Sales Executive,1.0,Divorced,6817.5,3407.65,5,Y,Yes,14.7,4,3,80,1,9.0,2,2.0,4.269804600791833,3,1.5,3
37.8,No,Non-Travel,1097,Research & Development,15.4,2,Medical,1,70,3.0,Male,79,5,3,Healthcare Representative,1.0,Married,12355.0,7056.7,2,Y,Yes,9.1,3,3,80,1,10.0,3,3.0,3.2508521813140345,0,3.0,3
28.08,No,Travel_Rarely,1443,Sales,32.2,3,Marketing,1,72,3.0,Female,47,2,2,Sales Executive,4.0,Married,5196.25,18220.6,7,Y,Yes,13.3,3,3,80,1,5.0,2,2.0,1.994278276265136,2,0.0,0
35.64,No,Travel_Frequently,515,Research & Development,1.4,2,Life Sciences,1,73,1.0,Female,98,3,3,Research Director,4.0,Single,16822.5,12874.1,1,Y,Yes,8.4,3,3,80,0,15.0,1,3.0,15.206677043811824,14,12.0,12
37.8,No,Travel_Frequently,853,Sales,25.2,5,Life Sciences,1,74,2.0,Male,71,3,3,Sales Executive,1.0,Married,11336.25,9376.35,1,Y,No,15.4,4,4,80,1,9.0,3,2.0,8.929550722766324,8,1.5,8
37.8,No,Travel_Rarely,1142,Research & Development,32.2,4,Medical,1,75,,Female,30,3,1,Laboratory Technician,1.0,Married,5017.5,13601.7,3,Y,Yes,10.5,3,3,80,1,4.0,3,3.0,2.4360809296767267,2,3.0,2
33.48,No,Travel_Rarely,655,Research & Development,9.8,4,Life Sciences,1,76,4.0,Male,48,3,2,Laboratory Technician,4.0,Divorced,7393.75,8098.8,3,Y,No,15.4,4,4,80,1,10.0,3,2.0,7.65017257399827,7,1.5,7
39.96,No,Travel_Rarely,1115,Research & Development,1.4,4,Life Sciences,1,77,1.0,Male,51,2,2,Manufacturing Director,3.0,Divorced,7491.25,2285.65,1,Y,No,12.6,3,3,80,1,7.0,2,4.0,6.328238117966284,5,16.5,7
34.56,No,Travel_Rarely,427,R&D Lab,1.4,3,Medical,1,78,1.0,Male,33,3,2,Manufacturing Director,4.0,Married,7702.5,9245.45,1,Y,Yes,15.4,4,2,80,1,9.0,3,3.0,9.425060291061929,8,10.5,8
41.04,No,Travel_Frequently,653,Research & Development,40.6,5,Life Sciences,1,79,4.0,Female,50,3,2,Laboratory Technician,4.0,Single,3007.5,4637.6,1,Y,No,7.7,3,4,80,0,10.0,2,3.0,10.197169975732416,3,13.5,9
54.0,No,Travel_Rarely,989,Research & Development,9.8,2,Medical,1,80,2.0,Female,43,2,5,Research Director,3.0,Divorced,23425.0,14195.85,5,Y,Yes,8.4,3,4,80,1,29.0,2,2.0,26.99765200266322,3,19.5,8
63.72,No,Travel_Rarely,1435,Sales,35.0,3,Life Sciences,1,81,1.0,Female,99,3,3,Sales Executive,1.0,Single,9546.25,2000.9,7,Y,No,7.7,3,4,80,0,28.0,3,2.0,20.214594008236197,16,10.5,9
38.88,No,Travel_Rarely,1223,Research & Development,11.2,3,Technical Degree,1,83,3.0,Female,59,3,3,Healthcare Representative,3.0,Divorced,12620.0,6971.7,1,Y,No,9.1,3,2,80,3,17.0,2,3.0,17.739924387599277,14,18.0,8
59.4,No,Travel_Rarely,836,Research & Development,11.2,3,Medical,1,84,4.0,Female,33,3,4,Manager,3.0,Divorced,18445.0,16770.5,2,Y,Yes,9.8,3,3,80,3,21.0,2,3.0,5.198387140635565,0,0.0,2
38.88,No,Travel_Frequently,1195,Research & Development,15.4,3,Life Sciences,1,85,2.0,Male,95,2,2,Manufacturing Director,2.0,Single,8123.75,19257.6,1,Y,No,9.1,3,3,80,0,6.0,3,3.0,5.108374468917238,5,0.0,3
48.6,No,Travel_Rarely,1339,Research & Development,9.8,3,Life Sciences,1,86,2.0,Male,59,3,3,Research Scientist,1.0,Divorced,12155.0,15968.95,2,Y,No,11.9,3,3,80,1,25.0,2,3.0,0.8784327697964922,0,0.0,0
37.8,No,Travel_Frequently,664,Research & Development,1.4,3,Medical,1,88,,Male,79,3,1,Research Scientist,1.0,Married,2742.5,4987.8,4,Y,No,9.1,3,4,80,1,5.0,2,2.0,3.163611693182933,2,1.5,2
38.88,Yes,Travel_Rarely,318,Research & Development,12.6,3,Medical,1,90,,Male,79,2,1,Research Scientist,3.0,Married,4235.0,18510.45,0,Y,Yes,11.9,3,1,80,1,2.0,0,2.0,1.253287650836266,0,0.0,0
63.72,No,Travel_Frequently,1225,Sales,1.4,1,Life Sciences,1,91,1.0,Female,57,2,2,Sales Executive,3.0,Single,6841.25,20967.8,7,Y,No,7.7,3,4,80,0,20.0,2,2.0,3.9361976028593126,3,1.5,3
31.32,No,Travel_Rarely,1328,Research & Development,2.8,3,Life Sciences,1,94,,Male,76,3,1,Research Scientist,2.0,Married,3378.75,4212.6,0,Y,No,16.1,4,4,80,1,6.0,3,3.0,5.170795402974358,4,0.0,4
33.48,No,Travel_Rarely,1082,Research & Development,1.4,4,Medical,1,95,,Male,87,3,1,Research Scientist,2.0,Single,"2.501,00",15958.75,1,Y,No,11.9,3,2,80,0,1.0,4,3.0,2.059443106114996,1,1.5,0
34.56,No,Travel_Rarely,548,Research & Development,1.4,3,Life Sciences,1,96,2.0,Male,66,3,2,Research Scientist,2.0,Married,7775.0,6244.1,1,Y,No,11.9,3,2,80,2,10.0,3,3.0,10.773268377735754,4,0.0,9
38.88,No,Travel_Rarely,132,Research & Development,8.4,3,Life Sciences,1,97,,Female,55,4,1,Laboratory Technician,4.0,Married,3797.5,18701.7,3,Y,No,8.4,3,2,80,0,5.0,3,3.0,0.5252404774105708,0,0.0,0
33.48,No,Travel_Rarely,746,R&D Lab,11.2,4,Life Sciences,1,98,3.0,Female,61,3,2,Manufacturing Director,4.0,Single,5530.0,17579.7,1,Y,No,16.1,4,4,80,0,11.0,2,3.0,10.701551334218625,7,1.5,8
37.8,No,Travel_Rarely,776,Sales,1.4,4,Marketing,1,100,3.0,Male,32,2,2,Sales Executive,1.0,Single,5390.0,19563.6,0,Y,No,9.8,3,2,80,0,16.0,2,3.0,14.944398000094866,13,3.0,8
48.6,No,Travel_Rarely,193,Research and Dev,8.4,4,Other,1,101,4.0,Male,52,3,3,Research Director,1.0,Married,16556.25,12806.95,4,Y,Yes,9.8,3,2,80,0,17.0,3,4.0,0.0,0,0.0,0
39.96,No,Travel_Rarely,397,Research & Development,9.8,4,Medical,1,102,1.0,Male,30,3,3,Research Director,,Single,17080.0,21469.3,4,Y,No,9.1,3,1,80,0,16.0,3,,4.329298251026918,2,0.0,2
49.68,No,Travel_Rarely,945,Human Resource,7.0,2,Medical,1,103,2.0,Male,80,3,2,Human Resources,2.0,Divorced,6276.25,8861.25,8,Y,Yes,15.4,4,4,80,1,16.0,2,3.0,3.1891526895282585,2,0.0,2
32.4,No,Travel_Rarely,852,Research & Development,1.4,1,Life Sciences,1,104,4.0,Male,55,2,2,Laboratory Technician,4.0,MARRIED,6407.5,13598.3,1,Y,Yes,8.4,3,3,80,2,10.0,1,2.0,9.4261400135875,8,4.5,0
37.8,No,Travel_Rarely,1214,Research & Development,1.4,3,Medical,1,105,,Male,30,2,1,Research Scientist,3.0,Single,3573.75,22336.3,1,Y,No,12.6,3,1,80,0,6.0,3,3.0,6.694801414073296,4,0.0,4
59.4,No,Travel_Rarely,111,Sales,1.4,2,Life Sciences,1,106,1.0,Male,70,3,3,Sales Executive,4.0,Married,12798.75,15378.2,3,Y,No,9.8,3,4,80,1,24.0,4,3.0,0.5723797405600946,0,1.5,0
41.04,No,Non-Travel,573,Research and Dev,8.4,3,Medical,1,107,2.0,Female,79,1,2,Research Scientist,4.0,Divorced,6661.25,13359.45,7,Y,Yes,8.4,3,4,80,3,17.0,3,3.0,12.4864691205322,11,1.5,9
36.72,No,Travel_Rarely,1153,Research & Development,1.4,2,Medical,1,110,1.0,Male,94,3,2,Manufacturing Director,2.0,Married,5406.25,15075.6,1,Y,No,10.5,3,3,80,0,5.0,2,3.0,5.441418830254695,2,1.5,3
60.48,No,Travel_Rarely,1400,Research & Development,9.8,3,Life Sciences,1,112,4.0,Male,49,1,3,Manufacturing Director,4.0,Single,"7.260,00",18443.3,4,Y,No,7.7,3,1,80,0,37.0,3,2.0,5.775347806952109,4,0.0,2
24.84,No,Travel_Rarely,541,Sales,2.8,1,Technical Degree,1,113,,Male,62,3,1,Sales Representative,1.0,Divorced,2902.5,8090.3,3,Y,No,9.1,3,3,80,1,3.0,3,3.0,0.2093197345863008,0,0.0,0
55.08,No,Travel_Rarely,432,Research & Development,12.6,4,Life Sciences,1,116,,Male,96,3,1,Laboratory Technician,4.0,Married,2593.75,15916.25,3,Y,No,16.1,4,2,80,2,10.0,4,3.0,3.635910375318333,2,0.0,3
32.4,No,Travel_Rarely,288,ResDev,2.8,3,Life Sciences,1,117,3.0,Male,99,2,2,Healthcare Representative,4.0,Married,5190.0,13455.5,1,Y,No,13.3,3,1,80,3,11.0,3,3.0,10.09905601549672,10,15.0,8
49.68,Yes,Travel_Rarely,669,Sales,12.6,2,Medical,1,118,3.0,Male,64,2,3,Sales Executive,4.0,Single,12023.75,11556.6,1,Y,No,11.2,3,4,80,0,9.0,3,3.0,9.23385853874906,8,6.0,7
43.2,No,Travel_Frequently,530,Research & Development,1.4,4,Life Sciences,1,119,3.0,Male,78,2,4,Healthcare Representative,2.0,Married,16878.75,11997.75,1,Y,No,15.4,4,4,80,1,22.0,3,2.0,21.224283027954677,3,16.5,11
55.08,No,Travel_Rarely,632,Sales,29.4,4,Marketing,1,120,3.0,Male,71,3,2,Sales Executive,4.0,Single,6801.25,7159.55,0,Y,Yes,15.4,4,4,80,0,11.0,2,1.0,9.7447533902112,7,1.5,0
32.4,No,Travel_Rarely,1334,Sales,5.6,2,Medical,1,121,3.0,Female,63,2,2,Sales Executive,2.0,DIVORCED,6511.25,16796.0,1,Y,Yes,8.4,3,2,80,3,11.0,4,2.0,10.633524432478138,8,3.0,7
49.68,No,Travel_Frequently,638,Research & Development,1.4,3,Medical,1,124,3.0,Male,40,2,3,Healthcare Representative,1.0,Married,13341.25,2670.7,2,Y,Yes,9.1,3,3,80,1,21.0,5,2.0,10.097673236273486,9,13.5,5
34.56,No,Travel_Rarely,1093,Sales,8.4,4,Medical,1,125,2.0,Male,87,3,2,Sales Executive,3.0,Single,6262.5,20655.85,1,Y,No,11.2,3,1,80,0,12.0,0,3.0,10.722027551112692,8,7.5,7
182.8,No,Travel_Rarely,1217,Research and Dev,2.8,4,Technical Degree,1,126,1.0,Female,60,3,3,Research Director,,Married,16936.25,20400.85,9,Y,No,8.4,3,1,80,1,16.0,5,,3.936132585768057,3,0.0,3
25.92,No,Travel_Rarely,1353,Sales,4.2,2,Other,1,128,1.0,Female,33,3,2,Sales Executive,3.0,Married,6248.75,14891.15,0,Y,No,14.7,4,1,80,1,4.0,2,2.0,2.2197214637813656,2,0.0,2
30.24,No,Non-Travel,120,Sales,5.6,3,Medical,1,129,2.0,Male,43,3,2,Sales Executive,3.0,Married,5276.25,7533.55,1,Y,No,10.5,3,2,80,0,5.0,3,4.0,6.000174044553052,4,0.0,4
62.64,No,Travel_Rarely,682,Sale Dept,14.0,4,Medical,1,131,4.0,Male,37,3,4,Sales Executive,3.0,Single,17340.0,20747.65,0,Y,No,9.1,3,3,80,0,38.0,1,2.0,36.39993413113492,10,1.5,8
47.52,No,Non-Travel,489,Research & Development,32.2,3,Medical,1,132,2.0,Male,67,3,2,Laboratory Technician,2.0,Married,2552.5,21286.55,4,Y,No,8.4,3,3,80,1,17.0,3,4.0,3.6006902221088453,2,1.5,2
109.58,Yes,Travel_Rarely,807,Human Resources,8.4,4,Human Resources,1,133,,Male,63,3,1,Human Resources,1.0,Divorced,2591.25,20100.8,4,Y,Yes,15.4,4,4,80,0,7.0,3,3.0,3.0749168581697988,2,0.0,2
34.56,No,Travel_Rarely,827,Research & Development,1.4,1,Life Sciences,1,134,,Male,71,3,1,Research Scientist,1.0,Single,3695.0,12901.3,1,Y,No,9.1,3,4,80,0,1.0,2,3.0,1.0704536840356609,0,0.0,0
21.6,Yes,Travel_Frequently,871,Research & Development,8.4,3,Life Sciences,1,137,,Female,66,2,1,Laboratory Technician,4.0,Single,3657.5,16815.55,1,Y,Yes,12.6,3,2,80,0,1.0,5,3.0,1.1772097925598313,0,1.5,0
36.72,No,Travel_Rarely,665,Research & Development,8.4,4,Other,1,138,1.0,Female,41,3,2,Research Scientist,3.0,Single,6011.25,10609.7,1,Y,No,9.8,3,3,80,0,16.0,3,3.0,15.05984370577372,13,3.0,10
39.96,No,Non-Travel,1040,Research & Development,2.8,2,Life Sciences,1,139,3.0,Male,100,2,2,Healthcare Representative,4.0,Divorced,6453.75,13472.5,5,Y,No,9.8,3,4,80,1,17.0,2,4.0,1.4831960009862084,0,0.0,0
63.72,No,Non-Travel,1420,Human Resources,2.8,4,Human Resources,1,140,3.0,Female,32,2,5,Manager,4.0,Married,23555.0,18633.7,9,Y,No,14.7,4,4,80,1,30.0,3,3.0,2.744527766356519,2,3.0,2
54.0,No,Travel_Frequently,1115,ResDev,1.4,3,Life Sciences,1,141,1.0,Female,73,3,5,Research Director,2.0,Married,22715.0,8291.75,3,Y,Yes,13.3,3,1,80,0,28.0,1,2.0,8.605199316568319,3,0.0,7
27.0,Yes,Travel_Rarely,240,Sales,7.0,3,Marketing,1,142,3.0,Male,46,2,2,Sales Executive,3.0,Single,8616.0,22915.15,1,Y,Yes,7.7,3,4,80,0,6.0,1,3.0,5.924382017253885,4,0.0,3
27.0,No,Travel_Rarely,1280,Research & Development,9.8,1,Medical,1,143,,Male,64,2,1,Research Scientist,4.0,Married,3611.25,22862.45,1,Y,No,7.7,3,3,80,2,2.0,2,3.0,1.8127392204547648,2,3.0,1
23.76,No,Travel_Rarely,534,Research & Development,21.0,3,Medical,1,144,,Female,59,3,1,Laboratory Technician,4.0,Single,3588.75,20217.25,1,Y,No,10.5,3,3,80,0,1.0,5,3.0,0.0,0,0.0,0
