Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
35,809,16,3,1,14,1,84,4,1,2,2,16479,0,13,3,3,80,1,6,5,3,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,0.8333333333333334,-1.6602940422664394,-0.9134342925410327,-0.6432231377031474,0
29,153,15,2,1,15,4,49,2,2,3,4,12682,0,12,3,4,80,0,10,3,3,9,5,0,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.9,-0.22468962121278563,-1.6244664317608961,-0.8972249450269437,0
31,670,26,1,1,16,1,31,3,1,3,3,15170,1,17,3,4,80,1,5,1,2,5,2,4,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.8,1.0,-1.2876625295538073,-1.815348293831583,0.27883499849671656,0
34,1346,19,2,1,18,2,93,3,1,4,2,8758,0,11,3,3,80,1,3,2,3,2,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.5,0.6666666666666666,-2.1607271904321603,-0.7833877506295011,-0.8558052363619787,0
28,103,24,3,1,19,3,50,2,1,3,1,12947,5,14,3,2,80,0,6,4,3,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.6666666666666666,-2.1906640242761215,-0.24948696970443812,-0.3624675986405223,1
29,1389,21,4,1,20,2,51,4,3,1,9,10195,1,11,3,3,80,1,10,1,3,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.8,1.0,2.413872442205952,-1.5734024072814619,-1.0800576081974091,0
32,334,5,2,1,21,1,80,4,1,2,3,15053,0,12,3,4,80,2,7,5,2,6,2,0,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0,0.8571428571428571,-1.5630541584713682,-1.1304910016266276,-0.9452622454162056,0
22,1123,16,2,1,22,4,96,4,1,4,3,7324,1,13,3,2,80,2,1,2,2,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.0,1.0,-3.129335313168578,-1.1273753154395807,-0.6387663123364241,0
53,1219,2,4,1,23,1,78,2,4,4,10,22021,2,16,3,3,80,0,31,3,3,25,8,3,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.12,0.8064516129032258,4.537634562713134,0.8280520398355824,0.14914392859449174,0
38,371,2,3,1,24,4,45,3,1,4,4,4306,5,11,3,3,80,0,6,3,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.3333333333333333,0.5,-1.5304320742554163,0.629027805707474,-1.2382958860336029,0
24,673,11,2,1,26,1,96,4,2,3,4,8232,0,18,3,4,80,1,5,5,2,4,2,1,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.25,0.8,-1.663577590418318,-1.103667120700217,0.23635357825674883,0
36,1218,9,4,1,27,3,82,2,1,1,4,6986,7,23,4,2,80,0,10,4,3,5,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0,0.5,-1.257306599614516,1.0641318344314867,3.2534240632826075,1
34,419,7,4,1,28,1,53,3,3,2,9,21293,0,11,3,3,80,0,13,4,3,12,6,2,11,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.16666666666666666,0.9230769230769231,1.9672644147493887,-0.9743377807708542,-1.114469977010087,0
21,391,15,2,1,30,3,96,3,1,4,1,19281,1,14,3,4,80,0,0,6,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,0.0,-3.746606812042331,0.29198988012877436,-0.604957186827089,0
34,699,6,1,1,31,2,83,3,1,1,3,17102,2,11,3,3,80,0,8,2,3,4,2,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.25,0.5,-1.7181241001033527,-0.07528570310389145,-0.9780581551214317,1
53,1282,5,3,1,32,3,58,3,5,3,10,10735,4,11,3,4,80,1,26,3,2,14,13,4,8,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.2857142857142857,0.5384615384615384,4.585619852651076,1.3772691605858487,-0.9076960864411299,0
32,1125,16,1,1,33,2,72,1,1,1,4,4681,1,22,4,2,80,0,10,5,3,10,2,6,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.6,1.0,-0.16588844571097758,-2.374487889934089,3.1291674966764074,1
42,691,8,4,1,35,3,48,3,2,2,7,21173,0,11,3,4,80,1,10,2,3,9,7,4,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.4444444444444444,0.9,0.8416816286849311,-0.5357745011584887,-1.2445309292336424,0
44,477,7,4,1,36,1,42,2,3,4,9,2094,3,14,3,4,80,1,24,4,3,22,6,5,17,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.22727272727272727,0.9166666666666666,4.38130607912488,-0.9011531171500774,-0.3592567007913225,0
46,705,2,4,1,38,2,83,3,5,1,10,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,1.0,0.09090909090909091,1.658977198941582,3.3851028099756197,-0.9444865228743269,0
33,924,2,3,1,39,3,78,3,1,4,2,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,0.14285714285714285,-2.603157374630009,1.3856814451941182,-1.0952338436384887,0
44,1459,10,4,1,40,4,41,3,2,4,7,19121,2,13,3,4,80,0,9,5,4,4,2,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.25,0.4444444444444444,-0.34404660634041967,1.1650967932249032,-0.8871956011324496,0
30,125,9,2,1,41,4,83,2,1,3,1,16117,1,13,3,1,80,0,10,5,3,10,0,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.1,1.0,-1.236581878156927,-1.8988886776048162,-0.7645540317002246,0
39,895,5,3,1,42,4,56,3,2,4,1,3335,3,14,3,3,80,1,19,6,4,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0,0.05263157894736842,-1.755555115225095,1.939615190997708,-0.5799680460395811,1
24,813,1,3,1,45,2,61,3,1,4,1,3020,2,16,3,1,80,1,6,2,2,2,0,2,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1.0,0.3333333333333333,-2.577436491405991,-0.2796533328378172,-0.1481134982580143,1
43,1273,2,2,1,46,4,72,4,1,3,2,21923,1,12,3,4,80,2,6,3,2,5,3,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.2,0.8333333333333334,-1.3006167054272408,-0.58030950409315,-1.0581858259831645,0
50,869,3,2,1,47,1,86,2,1,3,2,3810,1,14,3,3,80,0,3,2,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,0.0,1.0,-1.8469817460629103,-0.49103216452905035,-0.22412142771005866,1
35,890,2,3,1,49,4,97,3,1,4,1,9687,1,13,3,1,80,0,2,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,1.0,1.0,-1.956860430951248,-1.4984209834712672,-0.9413258930081119,0
36,852,5,4,1,51,2,82,2,1,1,4,13072,9,14,3,4,80,1,6,3,4,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.16666666666666666,-2.1192640599032324,2.599359156308553,-0.45439008284190135,0
33,1141,1,3,1,52,3,42,4,2,1,6,3193,2,19,3,1,80,2,10,3,3,5,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.2,0.5,-0.6819985744658363,0.32105112974893363,0.40911800404506277,0
35,464,4,2,1,53,3,75,3,1,4,1,10910,1,12,3,3,80,1,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.978757633797099,-0.8856051419127235,-0.9485528290071524,0
27,1240,2,4,1,54,4,33,3,1,1,2,19715,1,13,3,4,80,1,1,6,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-2.9098304441724694,-0.7940147069511058,-1.1549909029680174,0
26,1357,25,3,1,55,1,48,1,1,3,1,10558,1,12,3,3,80,0,1,2,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-3.0586528713869456,-1.1291355542938057,-0.46414686643970904,1
27,994,8,3,1,56,4,37,3,3,3,8,2975,1,15,3,4,80,0,9,0,3,9,8,1,7,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.1111111111111111,1.0,0.9179776232068396,-1.217034368961976,-0.33828355878326066,0
30,721,1,2,1,57,3,58,3,2,4,4,10781,1,23,4,4,80,0,12,2,3,12,8,3,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.25,1.0,0.6148526135251474,-2.0833021185905753,3.0434886699704644,0
41,1360,12,3,1,58,2,49,3,5,3,10,16280,1,12,3,4,80,0,23,0,3,22,15,15,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.6818181818181818,0.9565217391304348,6.097511263803398,-1.470331797538128,-0.7769171797751776,1
34,1065,23,4,1,60,2,72,3,2,3,5,10034,0,20,4,3,80,0,10,2,3,9,5,8,7,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.8888888888888888,0.9,1.0891015863261186,-1.8187656416932036,2.5950352794761233,0
37,408,19,2,1,61,2,73,3,1,2,3,10227,4,21,4,1,80,0,8,1,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.125,-2.5210343254282024,1.3877253159218792,3.153079463237805,0
46,1211,5,4,1,62,1,98,3,2,4,7,20445,4,21,4,3,80,0,14,4,3,9,6,0,8,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0,0.6428571428571429,0.9380066390090521,0.7160976758741051,2.9306892312756903,0
35,1229,8,1,1,63,4,36,4,1,4,1,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,1.0,-2.9755945105995134,-1.0880775277182535,0.36548954611857143,0
48,626,1,2,1,64,1,98,2,3,3,6,19294,9,13,3,4,80,0,23,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.043478260869565216,-0.346039436731454,4.207566215580052,-0.3304073243928574,1
28,1434,5,4,1,65,3,50,3,1,3,4,11179,1,13,3,3,80,0,2,3,2,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0,1.0,-1.6749380177146511,-1.3158344523181564,-0.9719061958127415,1
44,1488,1,5,1,68,2,75,3,2,1,6,4009,5,21,4,3,80,1,9,2,2,4,3,1,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.25,0.4444444444444444,-0.328304775126794,1.6322684628353101,2.828426048645751,0
35,1097,11,2,1,70,3,79,2,3,1,9,8302,2,13,3,3,80,1,10,3,3,4,0,2,3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.5,0.4,-0.15178693838709478,1.057617541707976,-0.5898289245044063,0
26,1443,23,3,1,72,3,47,2,2,4,4,21436,7,19,3,3,80,1,5,2,2,2,2,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0,0.4,-2.0554350807290236,1.3695280737743745,0.7487236841868192,0
33,515,1,2,1,73,1,98,3,3,4,9,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,0.5333333333333333,1.0,3.658517396845754,-2.272862453030177,-0.7784963903972314,0
35,853,18,5,1,74,2,71,3,3,1,8,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.1111111111111111,1.0,1.334435550340383,-0.8064399502280635,2.994707343963691,0
35,1142,23,4,1,75,3,30,3,1,1,4,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0,0.5,-1.3730347936591083,0.16299621810066,-0.42001482453631883,0
31,655,7,4,1,76,4,48,3,2,4,7,9528,3,22,4,4,80,1,10,3,2,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.14285714285714285,0.7,0.38474290633249,-0.4446527363283391,2.8149827191823364,0
37,1115,1,4,1,77,1,51,2,2,3,7,2689,1,18,3,3,80,1,7,2,4,7,5,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.0,1.0,0.1444582968069886,-0.7644005503794706,0.40096503757120383,0
32,427,1,3,1,78,1,33,3,2,4,7,10877,1,22,4,2,80,1,9,3,3,9,8,7,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.7777777777777778,1.0,1.4378840459051023,-2.278540881678866,2.85876347061116,0
38,653,29,5,1,79,4,50,3,2,4,2,5456,1,11,3,4,80,0,10,2,3,10,3,9,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.9,1.0,1.18948492409383,-1.8239116712309194,-1.237324400338012,0
50,989,7,2,1,80,2,43,2,5,3,10,16701,5,12,3,4,80,1,29,2,2,27,3,13,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.48148148148148145,0.9310344827586207,5.520219611291169,0.3270084165599372,-0.7082979080600433,0
59,1435,25,3,1,81,1,99,3,3,1,8,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.3333333333333333,0.75,5.1556874076049555,0.6187002242106806,-0.5570726871950282,0
36,1223,8,3,1,83,3,59,3,3,3,9,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.7058823529411765,1.0,4.172590616053486,-2.1695804713478712,-0.6830850052613002,0
55,836,8,3,1,84,4,33,3,4,3,10,19730,2,14,3,3,80,3,21,2,3,5,0,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.0,0.23809523809523808,1.1421355872050771,3.1385354352347785,-0.36979777180201234,0
36,1195,11,3,1,85,2,95,2,2,2,7,22656,1,13,3,3,80,0,6,3,3,6,5,0,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0,1.0,-0.48053361175830034,-0.43068476161387625,-0.5513291491455655,0
45,1339,7,3,1,86,2,59,3,3,1,8,18787,2,17,3,3,80,1,25,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0,0.04,-0.09027242139320213,3.285413081691408,0.32496299313789284,0
35,664,1,3,1,88,2,79,3,1,1,1,5868,4,13,3,4,80,1,5,2,2,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.3333333333333333,0.6,-2.026345282310665,0.1781273169572793,-0.7386298513192172,0
36,318,9,3,1,90,4,79,2,1,3,4,21777,0,17,3,1,80,1,2,0,2,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.5,-2.593876186643122,0.2654750772978678,0.2121910471359142,1
59,1225,1,1,1,91,1,57,2,2,3,6,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.25,0.2,0.3872030573322022,2.9667693476492007,-0.6725948725869972,0
29,1328,2,3,1,94,3,76,3,1,2,3,4956,0,23,4,4,80,1,6,3,3,5,4,0,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,0.8333333333333334,-1.648134479391314,-1.2876171126243658,3.0443801991039128,0
31,1082,1,4,1,95,3,87,3,1,2,2,18775,1,17,3,2,80,0,1,4,3,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,1.0,1.0,-2.370331907039754,-1.0744072762841315,-0.3094075444393648,0
32,548,1,3,1,96,2,66,3,2,2,7,7346,1,17,3,2,80,2,10,3,3,10,4,0,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0,1.0,0.3559470352347483,-1.166829255161558,0.09231891864389005,0
36,132,6,3,1,97,2,55,4,1,4,3,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0,0.2,-2.5855398678083974,1.2544604099196628,-0.9060835001862378,0
31,746,8,4,1,98,3,61,3,2,4,5,20682,1,23,4,4,80,0,11,2,3,11,7,1,8,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.09090909090909091,1.0,0.5654928934909983,-1.464498930165382,3.0325062676691896,0
35,776,1,4,1,100,3,32,2,2,1,5,23016,0,14,3,2,80,0,16,2,3,15,13,2,8,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.13333333333333333,0.9375,1.9094779260359205,-1.7272460945389456,-0.5507465717137101,0
45,193,6,4,1,101,4,52,3,3,1,9,15067,4,14,3,2,80,0,17,3,4,0,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0,0.0,-0.32242805964820265,3.4456540978833963,-0.5623400707490047,0
37,397,7,4,1,102,1,30,3,3,3,9,25258,4,13,3,1,80,0,16,3,4,5,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0,0.3125,0.17238028967731922,2.1437175584835706,-0.550911522672737,0
46,945,5,2,1,103,2,80,3,2,2,6,10425,8,22,4,4,80,1,16,2,3,4,2,0,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0,0.25,-0.4857823624677324,2.6299327972454827,3.1898455541781625,0
30,852,1,1,1,104,4,55,2,2,4,6,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.3,1.0,-0.020420468798339267,-1.3987224143690995,-0.8503041800022266,0
35,1214,1,3,1,105,2,30,2,1,3,3,26278,1,18,3,1,80,0,6,3,3,6,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0,1.0,-1.3483472501271452,-1.1803253371193236,0.3267954240221482,0
55,111,1,2,1,106,1,70,3,3,4,9,18092,3,14,3,4,80,1,24,4,3,1,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,1.0,0.041666666666666664,0.6200031199004574,3.1741441760081974,-0.46960820700475897,0
38,573,6,3,1,107,2,79,1,2,4,6,15717,7,12,3,4,80,3,17,3,3,13,11,1,9,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.07692307692307693,0.7647058823529411,1.8492731546838324,0.012764260558306234,-0.6378702802424012,0
