Age,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
21.0,Other,15,30,3.0,Male,3,1,4.0,Single,1,No,3,0.0,3.0,0.1888847959865457,0,0.0,0
34.0,Other,6,31,3.0,Male,3,1,1.0,Single,3,No,3,8.0,3.0,4.031412299866592,2,1.5,1
53.0,Other,5,32,3.0,Female,3,5,3.0,DIVORCED,10,No,3,26.0,2.0,14.250798182673089,13,6.0,0
32.0,ResDev,16,33,3.0,Female,1,1,1.0,Single,4,Yes,4,10.0,3.0,9.926527303539814,2,9.0,1
42.0,Sales,8,35,3.0,Male,5,2,2.0,Married,8,No,3,10.0,3.0,9.09031148687011,7,6.0,0
44.0,Other,7,36,1.0,Female,2,3,4.0,Married,9,No,3,24.0,3.0,22.482405291164216,6,7.5,0
46.0,Sales,2,38,2.0,Female,3,5,1.0,Single,10,No,3,22.0,2.0,1.4675844235684972,2,3.0,0
33.0,Other,2,39,3.0,Male,3,1,4.0,Single,2,No,3,7.0,3.0,1.0543558998136928,1,0.0,0
44.0,Other,10,40,4.0,Male,3,2,4.0,Married,7,Yes,3,9.0,4.0,4.05288182351388,2,1.5,0
30.0,Other,9,41,3.0,Male,2,1,3.0,Single,1,No,3,10.0,3.0,10.460333357856536,0,1.5,0
39.0,Sales,5,42,4.0,Male,3,2,4.0,Married,1,No,3,19.0,4.0,0.8866387722253191,0,0.0,1
24.0,Other,1,45,3.0,Male,3,1,4.0,MARRIED,1,Yes,3,6.0,2.0,2.326524155524881,0,3.0,1
43.0,Other,2,46,3.0, fem ,4,1,3.0,Divorced,2,No,3,6.0,2.0,5.551343732731356,3,1.5,0
50.0,Sales,3,47,3.0,Male,2,1,3.0,Married,2,Yes,3,3.0,3.0,2.0750985314178845,2,0.0,1
35.0,Sales,2,49,3.0,Female,3,1,4.0,Married,1,No,3,2.0,3.0,2.584315621725267,2,3.0,0
36.0,R&D,5,51,3.0,Female,2,1,1.0,Married,3,Yes,3,6.0,4.0,0.5073091014371564,1,0.0,0
33.0,Sales,1,52,3.0,Female,4,2,1.0,Married,6,No,3,10.0,3.0,4.453029795465763,3,1.5,0
35.0,Other,4,53,3.0,Male,3,1,4.0,Divorced,1,No,3,1.0,3.0,0.0,0,0.0,0
27.0,Other,2,54,3.0,Female,3,1,1.0,Divorced,2,No,3,1.0,3.0,0.5984111674936762,0,0.0,0
26.0,R&D Lab,25,55,3.0,Male,1,1,3.0,Single,5,No,3,1.0,2.0,0.9975715276744852,0,0.0,1
89.1847734222572,Sale,8,56,4.0,Male,3,3,3.0,Single,8,No,3,9.0,3.0,8.808338346867048,8,1.5,0
30.0,Other,1,57,3.0,Female,3,2,4.0,Single,4, NO ,4,12.0,3.0,11.768736569899124,8,4.5,0
41.0,Other,12,58,2.0,Female,3,5,3.0,Married,10,No,3,23.0,3.0,21.44375132283528,15,22.5,1
34.0,Sales,23,60,2.0,Male,3,2,3.0,Single,5,No,4,10.0,3.0,9.43361474948822,5,12.0,0
37.0,Other,19,61,3.0,Male,3,1,2.0,Married,3,No,4,8.0,3.0,1.4792069181066492,0,0.0,0
46.0,Sales,5,62,1.0,Male,3,2,4.0,Single,7,Yes,4,14.0,3.0,9.209059260977794,6,0.0,0
35.0,Other,8,63,3.0,Male,4,1,4.0,Married,1,No,3,1.0,3.0,0.0567359771071808,0,0.0,0
48.0,R&D Lab,1,64,1.0,Male,2,3,3.0,Single,6,Yes,3,23.0,3.0,2.136672579008741,0,0.0,1
28.0,ResDev,5,65,3.0,Male,3,1,3.0,Single,3,Yes,3,2.0,2.0,2.073487325228608,2,3.0,1
44.0,Sales,1,68,2.0,Female,3,2,1.0,Divorced,6,Yes,4,9.0,2.0,4.269804600791833,3,1.5,0
35.0,Other,11,70,3.0,Male,5,3,1.0,Married,9,Yes,3,10.0,3.0,3.2508521813140345,0,3.0,0
26.0,Sales,23,72,3.0,Female,2,2,4.0,Married,4,Yes,3,5.0,2.0,1.994278276265136,2,0.0,0
33.0,Other,1,73,1.0,Female,3,3,4.0,Single,9,Yes,3,15.0,3.0,15.206677043811824,14,12.0,0
35.0,Sales,18,74,2.0,Male,3,3,1.0,Married,8,No,4,9.0,2.0,8.929550722766324,8,1.5,0
35.0,Other,23,75,3.0,Female,3,1,1.0,Married,4,Yes,3,4.0,3.0,2.4360809296767267,2,3.0,0
31.0,Other,7,76,4.0,Male,3,2,4.0,Divorced,7,No,4,10.0,2.0,7.65017257399827,7,1.5,0
37.0,Other,1,77,1.0,Male,2,2,3.0,Divorced,7,No,3,7.0,4.0,6.328238117966284,5,16.5,0
32.0,R&D Lab,1,78,1.0,Male,3,2,4.0,Married,7,Yes,4,9.0,3.0,9.425060291061929,8,10.5,0
38.0,Other,29,79,4.0,Female,3,2,4.0,Single,2,No,3,10.0,3.0,10.197169975732416,3,13.5,0
50.0,Other,7,80,2.0,Female,2,5,3.0,Divorced,10,Yes,3,29.0,2.0,26.99765200266322,3,19.5,0
59.0,Sales,25,81,1.0,Female,3,3,1.0,Single,8,No,3,28.0,2.0,20.2145940082362,16,10.5,0
36.0,Other,8,83,3.0,Female,3,3,3.0,Divorced,9,No,3,17.0,3.0,17.739924387599277,14,18.0,0
55.0,Other,8,84,4.0,Female,3,4,3.0,Divorced,10,Yes,3,21.0,3.0,5.198387140635565,0,0.0,0
36.0,Other,11,85,2.0,Male,2,2,2.0,Single,7,No,3,6.0,3.0,5.108374468917238,5,0.0,0
45.0,Other,7,86,2.0,Male,3,3,1.0,Divorced,9,No,3,25.0,3.0,0.8784327697964922,0,0.0,0
35.0,Other,1,88,3.0,Male,3,1,1.0,Married,1,No,3,5.0,2.0,3.163611693182933,2,1.5,0
36.0,Other,9,90,3.0,Male,2,1,3.0,Married,3,Yes,3,2.0,2.0,1.253287650836266,0,0.0,1
59.0,Sales,1,91,1.0,Female,2,2,3.0,Single,6,No,3,20.0,2.0,3.9361976028593126,3,1.5,0
29.0,Other,2,94,3.0,Male,3,1,2.0,Married,2,No,4,6.0,3.0,5.170795402974358,4,0.0,0
31.0,Other,1,95,3.0,Male,3,1,2.0,Single,5,No,3,1.0,3.0,2.059443106114996,1,1.5,0
32.0,Other,1,96,2.0,Male,3,2,2.0,Married,7,No,3,10.0,3.0,10.773268377735754,4,0.0,0
36.0,Other,6,97,3.0,Female,4,1,4.0,Married,3,No,3,5.0,3.0,0.5252404774105708,0,0.0,0
31.0,R&D Lab,8,98,3.0,Female,3,2,4.0,Single,5,No,4,11.0,3.0,10.701551334218625,7,1.5,0
35.0,Sales,1,100,3.0,Male,2,2,1.0,Single,4,No,3,16.0,3.0,14.944398000094866,13,3.0,0
45.0,Research and Dev,6,101,4.0,Male,3,3,1.0,Married,9,Yes,3,17.0,4.0,0.0,0,0.0,0
37.0,Other,7,102,1.0,Male,3,3,3.0,Single,9,No,3,16.0,3.0,4.329298251026918,2,0.0,0
46.0,Human Resource,5,103,2.0,Male,3,2,2.0,Divorced,6,Yes,4,16.0,3.0,3.1891526895282585,2,0.0,0
30.0,Other,1,104,4.0,Male,2,2,4.0,MARRIED,6,Yes,3,10.0,2.0,9.4261400135875,8,4.5,0
35.0,Other,1,105,3.0,Male,2,1,3.0,Single,3,No,3,6.0,3.0,6.694801414073296,4,0.0,0
55.0,Sales,1,106,1.0,Male,3,3,4.0,Married,9,No,3,24.0,3.0,0.5723797405600946,0,1.5,0
38.0,Research and Dev,6,107,2.0,Female,1,2,4.0,Divorced,6,Yes,3,17.0,3.0,12.4864691205322,11,1.5,0
34.0,Other,1,110,1.0,Male,3,2,2.0,Married,4,No,3,5.0,3.0,5.441418830254695,2,1.5,0
56.0,Other,7,112,4.0,Male,1,3,4.0,Single,5,No,3,37.0,2.0,5.775347806952109,4,0.0,0
23.0,Sales,2,113,3.0,Male,3,1,1.0,Divorced,1,No,3,3.0,3.0,0.2093197345863008,0,0.0,0
51.0,Other,9,116,3.0,Male,3,1,4.0,Married,1,No,4,10.0,3.0,3.635910375318333,2,0.0,0
30.0,ResDev,2,117,3.0,Male,2,2,4.0,Married,4,No,3,11.0,3.0,10.09905601549672,10,15.0,0
46.0,Sales,9,118,3.0,Male,2,3,4.0,Single,8,No,3,9.0,3.0,9.23385853874906,8,6.0,1
40.0,Other,1,119,3.0,Male,2,4,2.0,Married,9,No,4,22.0,2.0,21.22428302795468,3,16.5,0
51.0,Sales,21,120,3.0,Male,3,2,4.0,Single,6,Yes,4,11.0,1.0,9.7447533902112,7,1.5,0
30.0,Sales,4,121,3.0,Female,2,2,2.0,DIVORCED,6,Yes,3,11.0,2.0,10.633524432478138,8,3.0,0
46.0,Other,1,124,3.0,Male,2,3,1.0,Married,9,Yes,3,21.0,2.0,10.097673236273486,9,13.5,0
32.0,Sales,6,125,2.0,Male,3,2,3.0,Single,6,No,3,12.0,3.0,10.722027551112692,8,7.5,0
169.25497261387366,Research and Dev,2,126,1.0,Female,3,3,3.0,Married,9,No,3,16.0,3.0,3.936132585768057,3,0.0,0
24.0,Sales,3,128,1.0,Female,3,2,3.0,Married,6,No,4,4.0,2.0,2.2197214637813656,2,0.0,0
28.0,Sales,4,129,2.0,Male,3,2,3.0,Married,4,No,3,5.0,4.0,6.000174044553052,4,0.0,0
58.0,Sale Dept,10,131,4.0,Male,3,4,3.0,Single,10,No,3,38.0,2.0,36.39993413113492,10,1.5,0
44.0,Other,23,132,2.0,Male,3,2,2.0,Married,1,No,3,17.0,4.0,3.6006902221088453,2,1.5,0
101.45991771626475,Human Resources,6,133,3.0,Male,3,1,1.0,Divorced,1,Yes,4,7.0,3.0,3.0749168581697988,2,0.0,1
32.0,Other,1,134,3.0,Male,3,1,1.0,Single,3,No,3,1.0,3.0,1.0704536840356609,0,0.0,0
20.0,Other,6,137,3.0,Female,2,1,4.0,Single,3,Yes,3,1.0,3.0,1.1772097925598313,0,1.5,1
34.0,Other,6,138,1.0,Female,3,2,3.0,Single,5,No,3,16.0,3.0,15.05984370577372,13,3.0,0
37.0,Other,2,139,3.0,Male,2,2,4.0,Divorced,6,No,3,17.0,4.0,1.4831960009862084,0,0.0,0
59.0,Human Resources,2,140,3.0,Female,2,5,4.0,Married,10,No,4,30.0,3.0,2.744527766356519,2,3.0,0
50.0,ResDev,1,141,1.0,Female,3,5,2.0,Married,10,Yes,3,28.0,2.0,8.605199316568319,3,0.0,0
25.0,Sales,5,142,3.0,Male,2,2,3.0,Single,8,Yes,3,6.0,3.0,5.924382017253885,4,0.0,1
25.0,Other,7,143,3.0,Male,2,1,4.0,Married,3,No,3,2.0,3.0,1.8127392204547648,2,3.0,0
22.0,Other,15,144,3.0,Female,3,1,4.0,Single,3,No,3,1.0,3.0,0.0,0,0.0,0
51.0,Other,1,145,1.0,Female,2,3,3.0,Single,8,No,4,23.0,3.0,12.61724531709633,12,18.0,0
34.0,Other,7,147,1.0,Male,1,2,3.0,Single,7,Yes,4,9.0,3.0,9.211156880832032,7,0.0,1
54.0,Human Resources,26,148,4.0,Female,4,4,4.0,Single,10,Yes,3,23.0,3.0,4.346042850165312,3,6.0,0
24.0,Other,18,150,3.0,Male,3,1,3.0,MARRIED,3, NO ,3,6.0,3.0,4.004700225211318,3,1.5,0
34.0,R&D Lab,6,151,3.0,Female,2,2,2.0,Divorced,5,No,3,12.0,3.0,0.5712255571694497,0,0.0,0
37.0,Sales,3,152,3.0,Male,3,3,4.0,Single,8,No,3,12.0,3.0,5.420002688311215,3,1.5,0
34.0,Other,5,153,3.0,Female,2,3,1.0,Single,9,No,3,14.0,3.0,11.890645538513184,10,7.5,0
36.0,Sales,11,154,2.0,Female,3,3,4.0,Married,9,No,3,10.0,3.0,8.661292166142621,7,3.0,0
36.0,Other,3,155,3.0,Female,3,1,4.0,Divorced,3,No,4,7.0,3.0,0.225585660087954,0,0.0,0
43.0,Sale,26,158,3.0,Male,3,4,4.0,Married,10,Yes,3,25.0,4.0,24.82843546794795,12,6.0,0
30.0,Other,23,159,3.0,Male,1,1,3.0,Divorced,2,No,4,10.0,2.0,10.09192775720478,7,0.0,0
33.0,Sale Dept,22,160,3.0,Male,3,2,2.0,Married,5,No,3,8.0,4.0,7.288948567549418,7,0.0,0
56.0,R&D,14,161,3.0,Female,3,1,2.0,Married,5,Yes,3,7.0,3.0,6.067320624003704,4,6.0,1
51.0,Other,6,162,1.0,Male,3,5,3.0,Single,10,No,3,23.0,3.0,20.1134244109904,18,22.5,0
31.0,Sales,6,163,2.0,Male,1,2,3.0,Married,7,Yes,3,12.0,2.0,7.82773081268946,7,10.5,1
26.0,ResDev,6,164,3.0,Female,2,1,2.0,Married,2,No,3,5.0,2.0,4.768537288968176,4,6.0,0
58.0,Other,23,165,4.0,Female,3,3,4.0,Married,9,No,3,40.0,2.0,40.04328290726128,10,22.5,1
19.0,Sales,22,167,3.0,Male,3,1,3.0,Single,1,Yes,3,0.0,2.0,0.0,0,0.0,1
22.0,Other,2,169,3.0,Male,3,1,4.0,Married,2,No,3,3.0,3.0,1.6599978329410288,1,3.0,0
49.0,Other,20,170,3.0,Mal,3,2,1.0,Married,7,No,3,16.0,2.0,14.868297077566364,11,7.5,0
43.0,Other,28,171,3.0,Female,4,1,3.0,Single,5,No,3,18.0,3.0,2.8596725623295898,2,1.5,0
50.0,Sales,12,174,0.0,Female,3,3,3.0,Single,8,No,3,16.0,3.0,1.6980120402511258,2,3.0,0
31.0,Sales,20,175,2.0,Female,1,2,3.0,Married,6,Yes,3,4.0,3.0,1.725373546317849,2,3.0,1
41.0,Sale Dept,9,176,3.0,Male,3,3,3.0,DIVORCED,8,Yes,3,12.0,3.0,9.548398127220702,7,0.0,0
26.0,Human Resources,25,177,3.0,Female,3,1,3.0,Married,3,No,4,8.0,3.0,9.0565560784791,7,7.5,0
36.0,Other,6,178,2.0,Male,3,2,2.0,Divorced,5,No,4,7.0,3.0,2.750796688646777,2,0.0,0
51.0,Other,8,179,1.0,Male,1,3,4.0,SINGLE,9,No,3,18.0,3.0,3.837802276216301,2,0.0,1
39.0,Sales,4,182,4.0,Female,2,2,3.0,Married,7,No,3,17.0,4.0,15.262304500315254,11,7.5,0
25.0,Sales,28,183,1.0,Male,2,2,3.0,Married,8,No,3,6.0,3.0,3.5935166690364846,2,3.0,0
30.0,Hum Res,9,184,3.0,Male,3,2,4.0,Married,7,Yes,3,12.0,1.0,11.04208176050396,9,6.0,0
32.0,Other,9,190,3.0,Female,3,1,1.0,Single,4,No,4,10.0,4.0,5.486316433449396,4,0.0,1
45.0,Research and Dev,29,192,3.0,Male,3,1,4.0,Single,4,No,3,9.0,2.0,6.772237419353896,5,0.0,0
38.0,Other,3,193,4.0,Female,3,2,3.0,Single,4,Yes,4,19.0,3.0,3.172034065701012,2,3.0,0
30.0,Other,18,194,3.0,Female,3,1,3.0,Single,2,No,3,5.0,2.0,5.463116271442517,4,0.0,0
32.0,Saless,9,195,4.0,Male,1,2,4.0,Divorced,5,No,3,9.0,4.0,8.303919270167402,7,0.0,0
30.0,Other,5,197,3.0,Female,3,1,1.0,Divorced,3,No,3,8.0,3.0,3.5162563964139406,2,3.0,0
30.0,Other,2,198,3.0,Male,2,1,4.0,Single,2,No,3,6.0,3.0,4.482798821757157,3,1.5,0
41.0,R&D Lab,10,199,4.0,Male,2,4,1.0,Divorced,10,No,3,21.0,2.0,7.102141471000665,6,10.5,0
41.0,Other,9,200,3.0,Male,3,1,1.0,Married,1, NO ,4,7.0,3.0,5.240608864214064,0,1.5,0
19.0,Other,3,201,3.0,Female,3,1,2.0,Single,1,No,3,1.0,3.0,1.233528586364444,0,0.0,0
40.0,Other,26,202,2.0,Female,3,2,2.0,Divorced,6,N,3,20.0,3.0,20.568508709316728,7,3.0,0
35.0,Sales,1,204,3.0,Male,3,3,2.0,MARRIED,5,No,3,10.0,3.0,10.223445072387031,8,0.0,0
53.0,Sales,6,205,2.0,Male,3,2,3.0,Married,1,Yes,4,13.0,1.0,6.427525739964299,7,6.0,0
45.0,Other,9,206,5.0,Male,5,2,2.0,DIVORCED,2,No,3,20.0,1.0,17.295658058463992,9,0.0,0
32.0,Sales,8,207,2.0,Female,3,3,4.0,Single,8,No,3,9.0,3.0,8.558460670760233,8,4.5,0
29.0,Other,1,208,4.0,Male,3,2,3.0,Married,4,No,3,10.0,3.0,9.65031097580176,7,0.0,0
51.0,Research and Dev,7,211,2.0,Male,2,2,3.0,Married,8,No,3,10.0,3.0,0.7907455593947839,0,0.0,0
58.0,Other,9,214,3.0,Female,2,1,2.0,Married,3,Yes,4,9.0,2.0,0.9442906117092044,0,0.0,0
40.0,Sales,4,215,3.0,Male,2,3,4.0,Married,9,No,3,15.0,2.0,11.228137298654053,11,3.0,0
34.0,Sales,2,216,5.0,Female,3,1,3.0,Married,1,No,3,6.0,3.0,4.558446720100839,3,1.5,0
22.0,Other,19,217,3.0,Male,3,1,4.0,Married,1,No,4,2.0,3.0,1.422242044955258,2,3.0,0
27.0,R&D Lab,9,218,3.0,Male,3,1,2.0,Divorced,1,No,3,6.0,1.0,2.785055311019427,2,3.0,0
28.0,Other,21,221,3.0,Male,3,1,4.0,Married,2,No,3,5.0,1.0,4.437524131083571,2,0.0,0
57.0,Other,24,223,3.0,Male,4,3,4.0,Divorced,8,Yes,3,12.0,1.0,5.6409601901571005,3,1.5,0
27.0,Other,3,224,3.0,Male,2,1,3.0,DIVORCED,2,Yes,3,1.0,2.0,0.9857892712004666,1,0.0,0
50.0,Other,11,226,3.0,Female,3,5,2.0,Single,10,No,3,21.0,3.0,4.141787777028014,4,6.0,0
41.0,Other,14,227,3.0,Male,5,1,3.0,Divorced,2,No,3,13.0,3.0,8.478519303198574,8,1.5,0
30.0,Sales,5,228,2.0,Female,3,3,4.0,Married,8,N,3,12.0,3.0,10.663235834159524,9,10.5,0
38.0,Sales,1,230,1.0,Female,2,2,4.0,Single,8,No,4,12.0,4.0,8.224324337026003,3,0.0,0
32.0,Other,6,231,3.0,Male,3,1,3.0,Single,3,No,4,8.0,3.0,4.960634158166097,4,1.5,0
27.0,Other,17,233,3.0,Male,3,1,2.0,Married,3,Yes,3,6.0,2.0,3.8916194727585456,2,1.5,0
19.0,Sales,1,235,3.0,Female,1,1,1.0,Single,1,No,4,1.0,4.0,0.6947831693074821,0,0.0,1
36.0,R&D Lab,3,238,3.0,Male,3,1,2.0,Single,1,No,3,13.0,2.0,8.935211948907758,7,10.5,0
30.0,Other,9,239,3.0,Male,3,2,1.0,Divorced,3,No,3,12.0,3.0,12.844008516184456,9,9.0,0
45.0,Sales,4,240,3.0,Female,3,2,1.0,Divorced,6,Yes,3,9.0,4.0,4.692377392115255,4,0.0,0
56.0,Research and Dev,8,241,3.0,Female,3,1,1.0,Divorced,4,Yes,3,19.0,3.0,2.191399733575393,2,3.0,0
33.0,Other,2,242,3.0,Male,3,1,4.0,Single,2,No,3,4.0,4.0,3.246070516968331,1,0.0,0
54.056353712506976,Other,2,243,3.0,Male,2,1,4.0,Single,1,No,4,1.0,2.0,0.2362736870827944,0,1.5,1
46.0,Sales,1,244,2.0,Female,3,3,1.0,Divorced,9,No,4,24.0,3.0,24.09024625274977,13,22.5,0
38.0,Other,9,245,3.0,Female,3,1,4.0,Single,1,No,3,2.0,3.0,2.5355207620587543,2,3.0,0
31.0,Other,12,246,3.0,Female,3,1,4.0,Married,4,Yes,4,7.0,3.0,4.382239117662856,2,0.0,0
34.0,Other,27,247,3.0,Female,3,1,2.0,Single,1,No,3,9.0,3.0,2.444418093627952,2,1.5,0
41.0,Sales,20,248,3.0,Female,3,1,2.0,Single,3,Yes,4,4.0,2.0,3.568692439217226,3,0.0,1
50.0,Other,1,249,3.0,Male,2,1,3.0,MARRIED,4,No,3,5.0,2.0,3.395296994712073,2,0.0,0
53.0,Other,13,250,4.0,Female,4,2,1.0,Divorced,5,No,3,5.0,3.0,4.316426218691356,2,1.5,0
33.0,Other,14,252,3.0,Female,3,1,2.0,Married,3,No,3,8.0,3.0,6.872920660241192,7,1.5,0
40.0,Other,4,253,4.0,Female,3,5,3.0,Married,10,No,3,21.0,3.0,18.7717034271133,8,13.5,0
55.0,Other,14,254,3.0,Male,4,5,2.0,Single,10,No,3,36.0,3.0,23.961733969324225,15,3.0,0
34.0,Other,2,256,4.0,Male,2,2,3.0,MARRIED,8,No,3,10.0,2.0,9.705173571656417,9,1.5,0
51.0,Other,3,258,4.0,Female,3,4,2.0,Single,10,No,3,21.0,3.0,6.850849388418146,7,1.5,0
52.0,Other,1,259,3.0,Male,2,5,3.0,Married,10,No,3,34.0,3.0,32.79435470467009,18,16.5,0
27.0,Other,9,260,3.0,Female,3,1,2.0,Single,1,No,3,7.0,2.0,7.492011772281545,7,0.0,0
35.0,Other,23,261,2.0,Male,2,2,3.0,Married,7,Yes,3,8.0,3.0,1.051784042221175,0,0.0,1
43.0,R&D,7,262,3.0,Male,4,1,4.0,Divorced,1,No,3,7.0,4.0,5.133818007081563,4,3.0,0
45.0,Other,2,264,1.0,Male,2,4,4.0,Married,10,No,4,22.0,3.0,19.328843586745,8,16.5,0
37.0,Other,21,267,3.0,Male,4,1,1.0,Married,4,Yes,3,8.0,2.0,6.3179522367683445,7,1.5,0
35.0,ResDev,2,269,2.0,Female,3,2,2.0,Single,5,No,3,10.0,3.0,6.561770890845758,2,1.5,0
42.0,Other,21,270,3.0,Female,3,2,3.0,Divorced,6,No,3,11.0,3.0,6.071602594056944,3,0.0,0
38.0,Other,2,271,4.0,Male,3,2,3.0,Married,7,No,3,14.0,3.0,0.8287055658846769,0,0.0,0
38.0,R&D Lab,29,273,4.0,Male,3,2,4.0,Married,7,No,3,9.0,1.0,7.124657270810977,7,1.5,0
27.0,R&D Lab,1,274,3.0,Male,2,2,1.0,Married,4,No,3,6.0,3.0,2.1622591581872777,2,3.0,0
49.0,Other,18,275,4.0,Male,3,2,4.0,Divorced,7,Yes,3,7.0,3.0,7.83764662483411,7,1.5,0
34.0,Other,10,277,3.0,Male,3,1,3.0,Divorced,4,Yes,3,5.0,4.0,5.444492147138576,3,3.0,0
40.0,Other,19,281,3.0,Male,3,2,4.0,Married,3,Yes,3,15.0,4.0,7.248032116612937,2,4.5,0
38.0,Other,29,282,2.0,Male,3,2,1.0,Married,7,Yes,3,17.0,3.0,1.0277860784719834,0,0.0,1
29.0,Sales,27,283,2.0,Female,3,3,4.0,Married,8,No,4,10.0,2.0,10.030116460744546,4,1.5,1
22.0,Other,5,284,3.0,Male,4,1,2.0,Divorced,3,Yes,3,4.0,2.0,3.2802692016831347,2,3.0,0
36.0,Other,18,286,3.0,Female,3,1,4.0,Single,1,No,3,8.0,3.0,7.808256236902619,1,1.5,0
40.0,R&D Lab,9,287,4.0,Male,2,2,4.0,Married,7,No,3,5.0,1.0,3.443100983064688,2,0.0,0
46.0,Other,1,288,4.0,Male,3,3,1.0,Divorced,8,No,3,17.0,3.0,3.8831484103429976,2,0.0,0
32.0,Sales,4,291,4.0,Male,1,3,4.0,Married,9,No,3,14.0,2.0,14.022175278749534,8,13.5,1
30.0,Other,1,292,3.0,Male,2,3,3.0,Single,8,No,4,12.0,3.0,10.411936261005463,8,7.5,0
27.0,Sales,20,293,4.0,Female,3,2,3.0,Single,9,No,3,7.0,3.0,7.222753450640692,7,0.0,0
51.0,R&D Lab,8,296,2.0,Male,2,3,2.0,Married,9,No,3,16.0,1.0,9.26912167198214,9,6.0,0
30.0,R&D Lab,3,297,3.0,Female,3,1,1.0,Single,2,Yes,3,8.0,3.0,5.144941405768563,2,0.0,1
41.0,Sales,6,298,4.0,Female,3,3,4.0,Single,9,Yes,3,16.0,3.0,0.906387521825593,0,0.0,0
30.0,Saless,26,299,3.0,Female,2,2,1.0,Single,7,No,3,9.0,2.0,5.128357376394121,3,0.0,1
29.0,Other,1,300,3.0,Male,3,1,3.0,Single,1,No,3,7.0,2.0,6.534738976020435,2,1.5,1
45.0,Sales,6,302,4.0,Female,2,3,4.0,Single,8,No,3,23.0,3.0,18.91806736826852,7,18.0,0
54.0,Sales,3,303,4.0,Female,3,2,1.0,Married,7,No,3,16.0,3.0,6.930389027059583,2,0.0,0
36.0,R&D Lab,5,304,4.0,Male,3,2,2.0,Single,7,No,3,16.0,4.0,13.739126057411232,11,4.5,0
33.0,Other,4,305,3.0,Female,2,1,2.0,Married,2,No,4,7.0,3.0,2.5602660798766217,2,1.5,0
37.0,R&D,11,306,2.0,Male,3,3,4.0,Divorced,9,Yes,3,10.0,3.0,9.60414001067221,8,0.0,0
