Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus_Single,OverTime_No,OverTime_Yes,WorkLifeRatio,ExperienceRatio,CommuteSatisfactionRatio,StagnationScore,SatisfactionIndex,JobSatisfaction_WorkLifeBalance,PCA1,PCA2,Attrition
48.0,1.0,2.0,3.0,3.0,6.0,23.0,1.1045783014819828,0.0,1.0,0.0,1.0,0.7666666666666667,0.4791666666666667,0.3333333333333333,0.024061024372401086,0.4800000000000001,9.0,0.27996176833645875,-0.8905569424319686,1
28.0,3.0,3.0,1.0,3.0,3.0,2.0,1.8282376638104032,2.0,1.0,0.0,1.0,0.2,0.07142857142857142,1.6666666666666667,0.05849563229436791,0.54,6.0,-2.7613908105224283,0.009058295302171945,1
44.0,2.0,3.0,2.0,1.0,6.0,9.0,4.174336314300422,3.0,0.0,0.0,1.0,0.34615384615384615,0.20454545454545456,1.0,0.10026511949090625,0.32,2.0,-0.9391628771520392,2.4905583835214946,0
35.0,3.0,2.0,3.0,1.0,9.0,10.0,4.156314781598978,0.0,0.0,0.0,1.0,0.5882352941176471,0.2857142857142857,11.0,0.10920812610018062,0.43999999999999995,3.0,0.09530375685988374,2.7044864111290523,0
26.0,3.0,2.0,2.0,4.0,4.0,5.0,1.6075677660597716,2.0,0.0,0.0,1.0,0.625,0.19230769230769232,5.75,0.03501764170774945,0.62,8.0,-2.0415691860262943,-0.7074207415340994,0
33.0,1.0,3.0,3.0,4.0,9.0,15.0,15.021799657154318,14.0,1.0,0.0,1.0,1.0,0.45454545454545453,0.25,0.40190435370482663,0.5599999999999999,12.0,3.8553756334705596,-2.536725866531437,0
35.0,2.0,3.0,3.0,1.0,8.0,9.0,9.56404330937627,8.0,0.0,1.0,0.0,0.5294117647058824,0.2571428571428571,18.0,0.2176690836957344,0.32,2.0,0.7809720000499933,3.7542110941030877,0
35.0,3.0,3.0,1.0,1.0,4.0,4.0,2.1660460194033764,2.0,0.0,0.0,1.0,0.23529411764705882,0.11428571428571428,23.0,0.06585411024583421,0.43999999999999995,3.0,-2.1871215071754015,3.694972275984753,0
31.0,4.0,3.0,2.0,4.0,7.0,10.0,7.346189687006261,7.0,0.0,1.0,0.0,0.7692307692307693,0.3225806451612903,1.75,0.1693575878147579,0.6799999999999999,8.0,0.31089665935880734,-1.2498727217494483,0
37.0,1.0,2.0,2.0,3.0,7.0,7.0,7.566601160342374,5.0,0.0,1.0,0.0,0.3684210526315789,0.1891891891891892,0.3333333333333333,0.1648232404085532,0.54,12.0,-0.5806669398746119,-2.000436468068547,0
32.0,1.0,3.0,2.0,4.0,7.0,9.0,8.57193143170492,8.0,0.0,0.0,1.0,0.6428571428571429,0.28125,0.25,0.2520713324174854,0.5599999999999999,12.0,1.0671718034571354,-2.468478358420943,0
38.0,4.0,3.0,2.0,4.0,2.0,10.0,10.753322356015154,3.0,1.0,1.0,0.0,0.5,0.2631578947368421,7.25,0.31825970066065734,0.74,12.0,0.8724301690941372,-1.5802338960525815,0
50.0,2.0,2.0,5.0,3.0,10.0,29.0,27.20877235710995,3.0,0.0,0.0,1.0,0.90625,0.58,2.3333333333333335,0.7140509753048369,0.4800000000000001,6.0,7.233436098533283,0.11828865026911314,0
59.0,1.0,3.0,3.0,1.0,8.0,28.0,20.90344955349348,16.0,1.0,1.0,0.0,0.6829268292682927,0.4745762711864407,25.0,0.5206887384257094,0.25999999999999995,2.0,5.3382941202142415,4.386712033697479,0
36.0,3.0,3.0,3.0,3.0,9.0,17.0,16.725763088520818,14.0,0.0,1.0,0.0,0.9444444444444444,0.4722222222222222,2.6666666666666665,0.47636406008700805,0.6,9.0,4.663814733423872,-0.8752035965773521,0
55.0,4.0,3.0,4.0,3.0,10.0,21.0,4.6814665075211295,0.0,0.0,0.0,1.0,0.5675675675675675,0.38181818181818183,2.6666666666666665,0.1019763647221008,0.66,9.0,1.0819791880760208,-0.6610974492059568,0
36.0,2.0,2.0,2.0,2.0,7.0,6.0,6.67841109898475,5.0,1.0,1.0,0.0,0.3333333333333333,0.16666666666666666,5.5,0.145475800136571,0.45999999999999996,6.0,-0.8160755233462618,0.7868732990846014,0
45.0,2.0,3.0,3.0,1.0,9.0,25.0,1.7957034871430977,0.0,0.0,1.0,0.0,0.9259259259259259,0.5555555555555556,7.0,0.03911580130787175,0.38,3.0,1.0920070083035351,2.4706233297255404,0
35.0,2.0,3.0,1.0,1.0,1.0,5.0,3.223133458866728,2.0,0.0,1.0,0.0,0.29411764705882354,0.14285714285714285,1.0,0.07954507179760929,0.32,2.0,-2.5136093379400353,2.422148581236648,0
36.0,4.0,2.0,1.0,3.0,3.0,2.0,0.7896841923671372,0.0,0.0,0.0,1.0,0.1111111111111111,0.05555555555555555,3.0,0.01720168735304048,0.6000000000000001,6.0,-3.461905210492583,0.2114151087583795,1
59.0,1.0,2.0,2.0,3.0,6.0,20.0,3.269528174493331,3.0,1.0,1.0,0.0,0.4878048780487805,0.3389830508474576,0.3333333333333333,0.08055568768780431,0.42000000000000004,6.0,0.16392693721398674,0.009118825754679923,0
29.0,3.0,3.0,1.0,2.0,2.0,6.0,4.482339084237725,4.0,0.0,1.0,0.0,0.5454545454545454,0.20689655172413793,1.0,0.09763877292040851,0.5199999999999999,6.0,-1.914592883873058,0.376264669401817,0
31.0,3.0,3.0,1.0,2.0,2.0,1.0,1.6625376477700375,1.0,1.0,1.0,0.0,0.07692307692307693,0.03225806451612903,0.5,0.04555061998202926,0.5199999999999999,6.0,-3.1485896756280907,0.28306331043030664,0
32.0,2.0,3.0,2.0,2.0,7.0,10.0,10.542609864138392,4.0,0.0,1.0,0.0,0.7142857142857143,0.3125,0.5,0.22964962515505977,0.45999999999999996,6.0,0.29814763427325913,0.31574902602479643,0
36.0,2.0,4.0,1.0,4.0,3.0,5.0,1.677638268228324,0.0,0.0,1.0,0.0,0.2777777777777778,0.1388888888888889,1.5,0.0365439871539726,0.62,12.0,-2.856381296044308,-2.179771854212741,0
31.0,3.0,3.0,2.0,4.0,5.0,11.0,11.26774635037964,7.0,1.0,1.0,0.0,0.8461538461538461,0.3548387096774194,2.0,0.25478083968253673,0.6799999999999999,12.0,0.7636174471953769,-2.3114497053266048,0
35.0,3.0,2.0,2.0,1.0,4.0,16.0,14.464179454329678,13.0,1.0,1.0,0.0,0.9411764705882353,0.45714285714285713,1.0,0.3337442977642689,0.43999999999999995,3.0,2.2318281990571895,1.6651536661090183,0
45.0,4.0,3.0,3.0,1.0,9.0,17.0,0.6175775057288917,0.0,0.0,0.0,1.0,0.6296296296296297,0.37777777777777777,6.0,0.013452688141033444,0.5599999999999999,4.0,-0.1677983465951066,1.7680346733613053,0
37.0,1.0,3.0,3.0,3.0,9.0,16.0,5.711717049368164,2.0,1.0,1.0,0.0,0.8421052631578947,0.43243243243243246,2.3333333333333335,0.12441830782726804,0.54,12.0,0.789062225243682,-1.6399863970502224,0
46.0,2.0,3.0,2.0,2.0,5.0,16.0,3.805975121665767,2.0,0.0,0.0,1.0,0.5714285714285714,0.34782608695652173,2.5,0.08290553964376055,0.45999999999999996,6.0,-0.437467753993502,0.6691905673288941,0
30.0,4.0,2.0,2.0,4.0,6.0,10.0,10.582683031311388,8.0,0.0,0.0,1.0,0.8333333333333334,0.3333333333333333,0.25,0.2585292475174992,0.6799999999999999,8.0,0.9830731563611178,-1.522964684279228,0
35.0,2.0,2.0,1.0,3.0,3.0,6.0,5.815939345799526,4.0,1.0,1.0,0.0,0.35294117647058826,0.17142857142857143,0.3333333333333333,0.12668858166047486,0.54,9.0,-1.7581734181574817,-1.095868590710414,0
55.0,1.0,3.0,3.0,4.0,9.0,24.0,1.3284892483396171,0.0,0.0,1.0,0.0,0.6486486486486487,0.43636363636363634,0.25,0.03827404513941904,0.5599999999999999,12.0,0.8508768133699396,-2.2101308316533035,0
38.0,2.0,1.0,2.0,4.0,6.0,17.0,13.252193543695103,11.0,0.0,0.0,1.0,0.85,0.4473684210526316,1.5,0.29800804432710054,0.62,12.0,2.0283036548485827,-2.38092764397329,0
34.0,1.0,3.0,2.0,2.0,4.0,5.0,5.654654780379811,2.0,0.0,1.0,0.0,0.3125,0.14705882352941177,0.5,0.1325108902465547,0.4,6.0,-1.526744166875885,0.3318313153717147,0
56.0,4.0,1.0,3.0,4.0,8.0,37.0,6.533856958421232,4.0,1.0,1.0,0.0,0.9736842105263158,0.6607142857142857,1.75,0.14232697791675752,0.6799999999999999,8.0,2.9017614398012097,-1.1210793717056,0
23.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.6,0.13043478260869565,2.0,0.0,0.43999999999999995,3.0,-3.379189809638789,1.9246427636082453,0
51.0,4.0,3.0,1.0,4.0,1.0,10.0,4.236295957395237,2.0,0.0,1.0,0.0,0.30303030303030304,0.19607843137254902,2.25,0.09227921655063727,0.74,12.0,-1.9065637814568197,-2.1523906951929033,0
30.0,3.0,2.0,2.0,4.0,4.0,11.0,11.60911444716998,10.0,0.0,1.0,0.0,0.9166666666666666,0.36666666666666664,0.5,0.34623698566588906,0.6799999999999999,12.0,2.0765692829233457,-2.5367307940972195,0
46.0,3.0,2.0,3.0,4.0,8.0,9.0,9.162797350338169,8.0,1.0,1.0,0.0,0.32142857142857145,0.1956521739130435,2.25,0.2369354534372186,0.6799999999999999,12.0,0.9371046431580715,-2.259330094278855,1
40.0,3.0,2.0,4.0,2.0,9.0,22.0,21.7496283588178,3.0,0.0,1.0,0.0,1.0,0.55,0.5,0.5764633260021159,0.45999999999999996,4.0,5.449636484156653,1.1267317150960483,0
51.0,3.0,3.0,2.0,4.0,6.0,11.0,9.888590960517687,7.0,1.0,0.0,1.0,0.3333333333333333,0.21568627450980393,5.25,0.2247387037793827,0.5599999999999999,4.0,0.29007215073022374,0.26298227079374537,0
30.0,3.0,2.0,2.0,2.0,6.0,11.0,11.15676119596399,8.0,0.0,0.0,1.0,0.9166666666666666,0.36666666666666664,2.0,0.26169882012136114,0.45999999999999996,4.0,1.1430417534927222,1.1668616982677489,0
46.0,3.0,2.0,3.0,1.0,9.0,21.0,10.285650960992635,9.0,0.0,0.0,1.0,0.75,0.45652173913043476,1.0,0.3080724166819532,0.38,2.0,3.351177982867672,2.4429561526230357,0
32.0,2.0,3.0,2.0,3.0,6.0,12.0,10.902998589606074,8.0,1.0,1.0,0.0,0.8571428571428571,0.375,2.0,0.2841778190975499,0.54,9.0,1.519481851582372,-0.9012977115084007,0
54.0,1.0,3.0,3.0,3.0,9.0,16.0,3.59235660189837,3.0,0.0,1.0,0.0,0.4444444444444444,0.2962962962962963,0.6666666666666666,0.07825228834991968,0.36000000000000004,3.0,0.20611355315969346,0.9382576770651372,0
24.0,1.0,3.0,2.0,3.0,6.0,4.0,1.9506740388591028,2.0,0.0,1.0,0.0,0.6666666666666666,0.16666666666666666,1.0,0.042491524166849225,0.42000000000000004,6.0,-1.8733834578056396,-0.02895151691737065,0
28.0,2.0,3.0,2.0,3.0,4.0,5.0,5.087360029522544,4.0,0.0,1.0,0.0,0.5,0.17857142857142858,1.3333333333333333,0.110817941559499,0.6,12.0,-1.4810122882530001,-1.9002146728269342,0
58.0,4.0,3.0,4.0,3.0,10.0,38.0,37.01515059172935,10.0,1.0,1.0,0.0,0.95,0.6551724137931034,3.3333333333333335,0.8156364351129378,0.6000000000000001,6.0,7.490841832761539,0.10117284032495825,0
44.0,2.0,3.0,2.0,2.0,1.0,17.0,3.2853229146033263,2.0,0.0,1.0,0.0,0.6538461538461539,0.38636363636363635,11.5,0.08089974444342991,0.5199999999999999,8.0,-0.5725472462579936,0.7656844152874688,0
37.0,3.0,3.0,1.0,1.0,1.0,7.0,2.9920399425922315,2.0,0.0,0.0,1.0,0.3684210526315789,0.1891891891891892,6.0,0.06517559315199305,0.43999999999999995,3.0,-2.3975331513620204,2.232074699254786,1
32.0,4.0,3.0,1.0,1.0,3.0,1.0,0.6427119189151698,0.0,1.0,1.0,0.0,0.07142857142857142,0.03125,1.0,0.014000190954957676,0.5,3.0,-3.672702851467976,1.84795328065262,0
20.0,4.0,2.0,1.0,4.0,3.0,1.0,0.1602376420509421,0.0,1.0,0.0,1.0,0.5,0.05,1.5,0.012826025443309672,0.74,12.0,-3.645438597929111,-2.0859001614599535,1
34.0,1.0,3.0,2.0,3.0,5.0,16.0,15.852636324725166,13.0,1.0,1.0,0.0,1.0,0.47058823529411764,2.0,0.3639890477777277,0.4800000000000001,9.0,2.5614309366478953,-0.9529849979111423,0
37.0,3.0,2.0,2.0,4.0,6.0,17.0,1.5653937244266205,0.0,0.0,1.0,0.0,0.8947368421052632,0.4594594594594595,0.5,0.03409896474093194,0.74,16.0,-0.34638852954288063,-3.3481862522096475,0
59.0,3.0,2.0,5.0,4.0,10.0,30.0,3.8813867532299273,2.0,0.0,1.0,0.0,0.7317073170731707,0.5084745762711864,0.5,0.10321937004516064,0.6799999999999999,12.0,2.7366866193857313,-2.2591652926321353,0
50.0,1.0,3.0,5.0,2.0,10.0,28.0,7.720542783191456,3.0,0.0,0.0,1.0,0.875,0.56,0.5,0.16817655011446467,0.34,4.0,2.8611365335289562,1.2394421347419848,0
25.0,3.0,2.0,2.0,3.0,7.0,6.0,5.904317659501426,4.0,1.0,0.0,1.0,0.8571428571428571,0.24,1.6666666666666667,0.12861372608628888,0.6,9.0,-0.5749029349166401,-0.9746581316039867,1
25.0,4.0,2.0,1.0,4.0,3.0,2.0,1.2350172490342637,2.0,0.0,1.0,0.0,0.2857142857142857,0.08,1.75,0.04557351456040173,0.74,12.0,-2.827857640272418,-2.2522000774322626,0
22.0,2.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25,0.045454545454545456,3.75,0.0,0.62,12.0,-3.8178797175787764,-1.9028455666229949,0
51.0,1.0,2.0,3.0,1.0,8.0,23.0,12.5352816255454,12.0,1.0,1.0,0.0,0.696969696969697,0.45098039215686275,1.0,0.3850828204705234,0.25999999999999995,2.0,4.19444496497456,2.4459114892607006,0
34.0,1.0,1.0,2.0,3.0,7.0,9.0,8.903036648129687,7.0,1.0,0.0,1.0,0.5625,0.2647058823529412,2.3333333333333335,0.1939348088692494,0.4800000000000001,9.0,0.1226801537920987,-0.89834962777371,1
54.0,4.0,4.0,4.0,4.0,10.0,23.0,5.730390355481653,3.0,1.0,0.0,1.0,0.6388888888888888,0.42592592592592593,6.5,0.16216734668694338,0.74,12.0,2.3137856294530965,-1.495675390971946,0
24.0,2.0,3.0,1.0,3.0,3.0,6.0,4.966079219750033,3.0,0.0,1.0,0.0,1.0,0.25,6.0,0.1175116517821342,0.54,9.0,-1.2035138358138269,-0.43228075232146373,0
34.0,3.0,2.0,2.0,2.0,5.0,12.0,0.3172510780014643,0.0,0.0,1.0,0.0,0.75,0.35294117647058826,3.0,0.006910678862442113,0.5199999999999999,6.0,-1.4126574480717582,0.7640682472899392,0
37.0,3.0,3.0,3.0,4.0,8.0,12.0,5.608476056602695,3.0,1.0,1.0,0.0,0.631578947368421,0.32432432432432434,0.75,0.13150497930588456,0.6799999999999999,12.0,0.24503400585082263,-2.3431954369236316,0
34.0,3.0,2.0,3.0,1.0,9.0,14.0,10.90569440000213,10.0,1.0,1.0,0.0,0.875,0.4117647058823529,5.0,0.2842365419237686,0.43999999999999995,3.0,2.520701620839558,2.0616914401986666,0
36.0,2.0,3.0,3.0,4.0,9.0,10.0,8.38988324695592,7.0,0.0,1.0,0.0,0.5555555555555556,0.2777777777777778,2.75,0.20142792970352305,0.62,12.0,0.8613993028501039,-2.152957273986271,0
36.0,1.0,3.0,1.0,4.0,3.0,7.0,1.6819432886992325,0.0,0.0,1.0,0.0,0.3888888888888889,0.19444444444444445,0.75,0.036637763396304396,0.5599999999999999,12.0,-2.52369558419429,-2.2672276932595428,0
43.0,3.0,3.0,4.0,4.0,10.0,25.0,24.456536768534143,12.0,0.0,0.0,1.0,1.0,0.5813953488372093,6.5,0.5700789131563274,0.74,16.0,5.65571930032239,-2.794770580333268,0
