Age,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
35.0,Sales,2,49,3.0,Female,3,1,4.0,Married,1,No,3,2.0,3.0,2.772237419353896,2,2.0,0
36.0,R&D,5,51,3.0,Female,2,1,1.0,Married,7,Yes,3,6.0,4.0,1.172034065701011,1,0.0,0
33.0,Sales,1,52,3.0,Female,4,2,1.0,Married,5,No,3,10.0,3.0,5.463116271442517,3,1.0,0
35.0,Other,4,53,3.0,Male,3,1,4.0,Divorced,1,No,3,1.0,3.0,1.3039192701674025,0,0.0,0
27.0,Other,2,54,3.0,Female,3,1,1.0,Divorced,4,No,3,1.0,3.0,1.5162563964139406,0,0.0,0
26.0,R&D Lab,25,55,3.0,Male,1,1,3.0,Single,5,No,3,1.0,2.0,0.4827988217571577,0,0.0,1
89.1847734222572,Sale,8,56,4.0,Male,3,3,3.0,Single,8,No,3,9.0,3.0,9.102141471000664,8,1.0,0
30.0,Other,1,57,3.0,Female,3,2,4.0,Single,5, NO ,4,12.0,3.0,12.240608864214064,8,3.0,0
41.0,Other,12,58,2.0,Female,3,5,3.0,Married,10,No,3,23.0,3.0,22.233528586364443,15,15.0,1
34.0,Sales,23,60,2.0,Male,3,2,3.0,Single,5,No,4,10.0,3.0,9.56850870931673,5,8.0,0
37.0,Other,19,61,3.0,Male,3,1,2.0,Married,7,No,4,8.0,3.0,1.2234450723870338,0,0.0,0
46.0,Sales,5,62,1.0,Male,3,2,4.0,Single,6,Yes,4,14.0,3.0,8.427525739964299,6,0.0,0
35.0,Other,8,63,3.0,Male,4,1,4.0,Married,1,No,3,1.0,3.0,1.295658058463991,0,0.0,0
48.0,R&D Lab,1,64,1.0,Male,2,3,3.0,Single,5,Yes,3,23.0,3.0,0.5584606707602333,0,0.0,1
28.0,ResDev,5,65,3.0,Male,3,1,3.0,Single,5,Yes,3,2.0,2.0,1.650310975801759,2,2.0,1
44.0,Sales,1,68,2.0,Female,3,2,1.0,Divorced,6,Yes,4,9.0,2.0,3.790745559394784,3,1.0,0
35.0,Other,11,70,3.0,Male,5,3,1.0,Married,8,Yes,3,10.0,3.0,3.9442906117092047,0,2.0,0
26.0,Sales,23,72,3.0,Female,2,2,4.0,Married,3,Yes,3,5.0,2.0,1.228137298654052,2,0.0,0
33.0,Other,1,73,1.0,Female,3,3,4.0,Single,9,Yes,3,15.0,3.0,15.55844672010084,14,8.0,0
35.0,Sales,18,74,2.0,Male,3,3,1.0,Married,8,No,4,9.0,2.0,8.422242044955258,8,1.0,0
35.0,Other,23,75,3.0,Female,3,1,1.0,Married,3,Yes,3,4.0,3.0,2.785055311019427,2,2.0,0
31.0,Other,7,76,4.0,Male,3,2,4.0,Divorced,7,No,4,10.0,2.0,6.437524131083571,7,1.0,0
37.0,Other,1,77,1.0,Male,2,2,3.0,Divorced,7,No,3,7.0,4.0,7.6409601901571005,5,0.0,0
32.0,R&D Lab,1,78,1.0,Male,3,2,4.0,Married,7,Yes,4,9.0,3.0,8.985789271200467,8,7.0,0
38.0,Other,29,79,4.0,Female,3,2,4.0,Single,2,No,3,10.0,3.0,9.141787777028014,3,9.0,0
50.0,Other,7,80,2.0,Female,2,5,3.0,Divorced,10,Yes,3,29.0,2.0,26.47851930319857,3,13.0,0
59.0,Sales,25,81,1.0,Female,3,3,1.0,Single,8,No,3,28.0,2.0,21.66323583415952,16,7.0,0
36.0,Other,8,83,3.0,Female,3,3,3.0,Divorced,8,No,3,17.0,3.0,17.224324337026,14,12.0,0
55.0,Other,8,84,4.0,Female,3,4,3.0,Divorced,9,Yes,3,21.0,3.0,4.960634158166097,0,0.0,0
36.0,Other,11,85,2.0,Male,2,2,2.0,Single,7,No,3,6.0,3.0,4.891619472758546,5,0.0,0
45.0,Other,7,86,2.0,Male,3,3,1.0,Divorced,8,No,3,25.0,3.0,1.694783169307482,0,0.0,0
35.0,Other,1,88,3.0,Male,3,1,1.0,Married,1,No,3,5.0,2.0,3.9352119489077584,2,1.0,0
36.0,Other,9,90,3.0,Male,2,1,3.0,Married,7,Yes,3,2.0,2.0,1.8440085161844573,0,0.0,1
59.0,Sales,1,91,1.0,Female,2,2,3.0,Single,9,No,3,20.0,2.0,3.692377392115256,3,1.0,0
88.23366668609208,Other,2,94,3.0,Male,3,1,2.0,Married,2,No,4,6.0,3.0,5.191399733575393,4,0.0,0
31.0,Other,1,95,3.0,Male,3,1,2.0,Single,5,No,3,1.0,3.0,1.246070516968331,1,1.0,0
32.0,Other,1,96,2.0,Male,3,2,2.0,Married,7,No,3,10.0,3.0,9.236273687082797,4,0.0,0
36.0,Other,6,97,3.0,Female,4,1,4.0,Married,3,No,3,5.0,3.0,1.0902462527497738,0,0.0,0
31.0,R&D Lab,8,98,3.0,Female,3,2,4.0,Single,4,No,4,11.0,3.0,11.535520762058754,7,1.0,0
35.0,Sales,1,100,3.0,Male,2,2,1.0,Single,4,No,3,16.0,3.0,15.382239117662856,13,2.0,0
45.0,Research and Dev,6,101,4.0,Male,3,3,1.0,Married,9,Yes,3,17.0,4.0,0.0,0,0.0,0
105.452901084703,Other,7,102,1.0,Male,3,3,3.0,Single,10,No,3,16.0,3.0,4.568692439217226,2,0.0,0
46.0,Human Resource,5,103,2.0,Male,3,2,2.0,Divorced,5,Yes,4,16.0,3.0,4.395296994712073,2,0.0,0
30.0,Other,1,104,4.0,Male,2,2,4.0,MARRIED,5,Yes,3,10.0,2.0,10.316426218691356,8,3.0,0
35.0,Other,1,105,3.0,Male,2,1,3.0,Single,2,No,3,6.0,3.0,4.872920660241192,4,0.0,0
55.0,Sales,1,106,1.0,Male,3,3,4.0,Married,5,No,3,24.0,3.0,0.0,0,1.0,0
38.0,Research and Dev,6,107,2.0,Female,1,2,4.0,Divorced,5,Yes,3,17.0,3.0,12.961733969324229,11,1.0,0
34.0,Other,1,110,1.0,Male,3,2,2.0,Married,4,No,3,5.0,3.0,4.705173571656418,2,1.0,0
56.0,Other,7,112,4.0,Male,1,3,4.0,Single,5,No,3,37.0,2.0,5.850849388418146,4,0.0,0
23.0,Sales,2,113,3.0,Male,3,1,1.0,Divorced,1,No,3,3.0,3.0,0.0,0,0.0,0
51.0,Other,9,116,3.0,Male,3,1,4.0,Married,1,No,4,10.0,3.0,4.492011772281545,2,0.0,0
30.0,ResDev,2,117,3.0,Male,2,2,4.0,Married,3,No,3,11.0,3.0,11.051784042221175,10,10.0,0
46.0,Sales,9,118,3.0,Male,2,3,4.0,Single,8,No,3,9.0,3.0,9.133818007081562,8,4.0,1
40.0,Other,1,119,3.0,Male,2,4,2.0,Married,9,No,4,22.0,2.0,21.328843586745,3,11.0,0
146.4864210946489,Sales,21,120,3.0,Male,3,2,4.0,Single,6,Yes,4,11.0,1.0,8.317952236768345,7,1.0,0
30.0,Sales,4,121,3.0,Female,2,2,2.0,DIVORCED,5,Yes,3,11.0,2.0,11.56177089084576,8,2.0,0
147.60990585786544,Other,1,124,3.0,Male,2,3,1.0,Married,9,Yes,3,21.0,2.0,11.071602594056944,9,9.0,0
32.0,Sales,6,125,2.0,Male,3,2,3.0,Single,5,No,3,12.0,3.0,10.828705565884675,8,5.0,0
169.25497261387366,Research and Dev,2,126,1.0,Female,3,3,3.0,Married,9,No,3,16.0,3.0,4.124657270810977,3,0.0,0
24.0,Sales,3,128,1.0,Female,3,2,3.0,Married,4,No,4,4.0,2.0,3.1622591581872777,2,0.0,0
28.0,Sales,4,129,2.0,Male,3,2,3.0,Married,4,No,3,5.0,4.0,5.83764662483411,4,0.0,0
58.0,Sale Dept,10,131,4.0,Male,3,4,3.0,Single,9,No,3,38.0,2.0,37.444492147138575,10,1.0,0
44.0,Other,23,132,2.0,Male,3,2,2.0,Married,1,No,3,17.0,4.0,3.2480321166129373,2,1.0,0
101.45991771626475,Human Resources,6,133,3.0,Male,3,1,1.0,Divorced,1,Yes,4,7.0,3.0,3.0277860784719834,2,0.0,1
32.0,Other,1,134,3.0,Male,3,1,1.0,Single,3,No,3,1.0,3.0,1.030116460744546,0,0.0,0
20.0,Other,6,137,3.0,Female,2,1,4.0,Single,2,Yes,3,1.0,3.0,0.2802692016831347,0,1.0,1
34.0,Other,6,138,1.0,Female,3,2,3.0,Single,4,No,3,16.0,3.0,15.808256236902618,13,2.0,0
37.0,Other,2,139,3.0,Male,2,2,4.0,Divorced,5,No,3,17.0,4.0,1.4431009830646877,0,0.0,0
59.0,Human Resources,2,140,3.0,Female,2,5,4.0,Married,10,No,4,30.0,3.0,2.8831484103429976,2,2.0,0
50.0,ResDev,1,141,1.0,Female,3,5,2.0,Married,10,Yes,3,28.0,2.0,8.022175278749534,3,0.0,0
25.0,Sales,5,142,3.0,Male,2,2,3.0,Single,9,Yes,3,6.0,3.0,5.411936261005464,4,0.0,1
25.0,Other,7,143,3.0,Male,2,1,4.0,Married,2,No,3,2.0,3.0,2.2227534506406923,2,2.0,0
22.0,Other,15,144,3.0,Female,3,1,4.0,Single,6,No,3,1.0,3.0,0.0,0,0.0,0
51.0,Other,1,145,1.0,Female,2,3,3.0,Single,7,No,4,23.0,3.0,13.144941405768565,12,12.0,0
34.0,Other,7,147,1.0,Male,1,2,3.0,Single,7,Yes,4,9.0,3.0,8.906387521825593,7,0.0,1
54.0,Human Resources,26,148,4.0,Female,4,4,4.0,Single,10,Yes,3,23.0,3.0,4.128357376394121,3,4.0,0
24.0,Other,18,150,3.0,Male,3,1,3.0,MARRIED,2, NO ,3,6.0,3.0,5.534738976020435,3,1.0,0
34.0,R&D Lab,6,151,3.0,Female,2,2,2.0,Divorced,4,No,3,12.0,3.0,0.918067368268516,0,0.0,0
37.0,Sales,3,152,3.0,Male,3,3,4.0,Single,7,No,3,12.0,3.0,5.930389027059583,3,1.0,0
34.0,Other,5,153,3.0,Female,2,3,1.0,Single,10,No,3,14.0,3.0,11.739126057411232,10,5.0,0
36.0,Sales,11,154,2.0,Female,3,3,4.0,Married,8,No,3,10.0,3.0,8.560266079876621,7,2.0,0
36.0,Other,3,155,3.0,Female,3,1,4.0,Divorced,5,No,4,7.0,3.0,0.6041400106722102,0,0.0,0
43.0,Sale,26,158,3.0,Male,3,4,4.0,Married,10,Yes,3,25.0,4.0,24.41401157277478,12,4.0,0
30.0,Other,23,159,3.0,Male,1,1,3.0,Divorced,2,No,4,10.0,2.0,9.206768190786832,7,0.0,0
33.0,Sale Dept,22,160,3.0,Male,3,2,2.0,Married,5,No,3,8.0,4.0,6.788911412524501,7,0.0,0
56.0,R&D,14,161,3.0,Female,3,1,2.0,Married,4,Yes,3,7.0,3.0,5.721873604842881,4,4.0,1
51.0,Other,6,162,1.0,Male,3,5,3.0,Single,10,No,3,23.0,3.0,19.04254631519524,18,15.0,0
92.54367610256578,Sales,6,163,2.0,Male,1,2,3.0,Married,7,Yes,3,12.0,2.0,7.425972233782343,7,7.0,1
26.0,ResDev,6,164,3.0,Female,2,1,2.0,Married,1,No,3,5.0,2.0,5.384169727152502,4,4.0,0
58.0,Other,23,165,4.0,Female,3,3,4.0,Married,10,No,3,40.0,2.0,40.27734639711181,10,15.0,1
19.0,Sales,22,167,3.0,Male,3,1,3.0,Single,1,Yes,3,0.0,2.0,0.3665866823721761,0,0.0,1
22.0,Other,2,169,3.0,Male,3,1,4.0,Married,2,No,3,3.0,3.0,1.4478891057264334,1,2.0,0
49.0,Other,20,170,3.0,Mal,3,2,1.0,Married,7,No,3,16.0,2.0,15.380785920648798,11,5.0,0
110.5278936265304,Other,28,171,3.0,Female,4,1,3.0,Single,4,No,3,18.0,3.0,2.725370909229465,2,1.0,0
50.0,Sales,12,174,0.0,Female,3,3,3.0,Single,8,No,3,16.0,3.0,0.7704033189607258,2,2.0,0
31.0,Sales,20,175,2.0,Female,1,2,3.0,Married,8,Yes,3,4.0,3.0,2.0287064738781853,2,5.0,1
41.0,Sale Dept,9,176,3.0,Male,3,3,3.0,DIVORCED,5,Yes,3,12.0,3.0,8.577946133795626,7,0.0,0
26.0,Human Resources,25,177,3.0,Female,3,1,3.0,Married,7,No,4,8.0,3.0,8.679408316666365,7,5.0,0
125.80046865398954,Other,6,178,2.0,Male,3,2,2.0,Divorced,4,No,4,7.0,3.0,2.85682674191704,2,0.0,0
51.0,Other,8,179,1.0,Male,1,3,4.0,SINGLE,9,No,3,18.0,3.0,4.022803919962797,2,0.0,1
98.57705410307447,Sales,4,182,4.0,Female,2,2,3.0,Married,7,No,3,17.0,4.0,15.19458978807227,11,5.0,0
25.0,Sales,28,183,1.0,Male,2,2,3.0,Married,8,No,3,6.0,3.0,1.8662996810583103,2,2.0,0
89.97580139654256,Hum Res,9,184,3.0,Male,3,2,4.0,Married,9,Yes,3,12.0,1.0,10.948079441285,9,4.0,0
32.0,Other,9,190,3.0,Female,3,1,1.0,Single,4,No,4,10.0,4.0,5.4217870113901725,4,0.0,1
138.24018896441325,Research and Dev,29,192,3.0,Male,3,1,4.0,Single,7,No,3,9.0,2.0,5.466839260880016,5,0.0,0
38.0,Other,3,193,4.0,Female,3,2,3.0,Single,4,Yes,4,19.0,3.0,2.6490932787362,2,2.0,0
30.0,Other,18,194,3.0,Female,3,1,3.0,Single,2,No,3,5.0,2.0,4.516444472699517,4,0.0,0
32.0,Saless,9,195,4.0,Male,1,2,4.0,Divorced,4,No,3,9.0,4.0,8.718377336274777,7,0.0,0
103.20400327373336,Other,5,197,3.0,Female,3,1,1.0,Divorced,3,No,3,8.0,3.0,2.649150011496085,2,2.0,0
30.0,Other,2,198,3.0,Male,2,1,4.0,Single,2,No,3,6.0,3.0,4.92835837064146,3,1.0,0
41.0,R&D Lab,10,199,4.0,Male,2,4,1.0,Divorced,10,No,3,21.0,2.0,6.699697659375207,6,7.0,0
41.0,Other,9,200,3.0,Male,3,1,1.0,Married,1, NO ,4,7.0,3.0,4.845911023362606,0,1.0,0
63.91918373636616,Other,3,201,3.0,Female,3,1,2.0,Single,1,No,3,1.0,3.0,0.6312852667616087,0,0.0,0
40.0,Other,26,202,2.0,Female,3,2,2.0,Divorced,6,N,3,20.0,3.0,20.23136215682056,7,2.0,0
35.0,Sales,1,204,3.0,Male,3,3,2.0,MARRIED,5,No,3,10.0,3.0,9.479574923360053,8,0.0,0
53.0,Sales,6,205,2.0,Male,3,2,3.0,Married,1,Yes,4,13.0,1.0,6.323774722545002,7,4.0,0
45.0,Other,9,206,0.0,Male,0,2,2.0,DIVORCED,1,No,3,20.0,1.0,16.72078981528362,9,0.0,0
32.0,Sales,8,207,2.0,Female,3,3,4.0,Single,8,No,3,9.0,3.0,8.600882390984234,8,3.0,0
29.0,Other,1,208,4.0,Male,3,2,3.0,Married,4,No,3,10.0,3.0,9.33107758809581,7,0.0,0
51.0,Research and Dev,7,211,2.0,Male,2,2,3.0,Married,5,No,3,10.0,3.0,0.8383136004983991,0,0.0,0
58.0,Other,9,214,3.0,Female,2,1,2.0,Married,3,Yes,4,9.0,2.0,0.1699412897218333,0,0.0,0
40.0,Sales,4,215,3.0,Male,2,3,4.0,Married,9,No,3,15.0,2.0,12.86387381371713,11,2.0,0
34.0,Sales,2,216,0.0,Female,3,1,3.0,Married,5,No,3,6.0,3.0,3.2536993177921536,3,1.0,0
22.0,Other,19,217,3.0,Male,3,1,4.0,Married,1,No,4,2.0,3.0,1.6768502503496254,2,2.0,0
77.39465718373721,Other,9,218,3.0,Male,3,1,2.0,Divorced,3,No,3,6.0,1.0,1.7982225215765446,2,2.0,0
28.0,Other,21,221,3.0,Male,3,1,4.0,Married,2,No,3,5.0,1.0,5.8423424823028105,2,0.0,0
57.0,Other,24,223,3.0,Male,4,3,4.0,Divorced,8,Yes,3,12.0,1.0,4.134842344787911,3,1.0,0
27.0,Other,3,224,3.0,Male,2,1,3.0,DIVORCED,2,Yes,3,1.0,2.0,1.071025045958784,1,0.0,0
50.0,Other,11,226,3.0,Female,3,5,2.0,Single,10,No,3,21.0,3.0,5.518579232472312,4,4.0,0
41.0,Other,14,227,3.0,Male,0,1,3.0,Divorced,2,No,3,13.0,3.0,8.845128448258697,8,1.0,0
30.0,Sales,5,228,2.0,Female,3,3,4.0,Married,8,N,3,12.0,3.0,9.415091483914496,9,7.0,0
38.0,Sale Dept,1,230,1.0,Female,2,2,4.0,Single,8,No,4,12.0,4.0,7.946007517823471,3,0.0,0
32.0,Other,6,231,3.0,Male,3,1,3.0,Single,3,No,4,8.0,3.0,5.763550629946239,4,1.0,0
27.0,Other,17,233,3.0,Male,3,1,2.0,Married,3,Yes,3,6.0,2.0,4.692107077616145,2,1.0,0
19.0,Sales,1,235,3.0,Female,1,1,1.0,Single,1,No,4,1.0,4.0,0.7180917340388829,0,0.0,1
36.0,R&D Lab,3,238,3.0,Male,3,1,2.0,Single,3,No,3,13.0,2.0,8.129333456005108,7,7.0,0
30.0,Other,9,239,3.0,Male,3,2,1.0,Divorced,3,No,3,12.0,3.0,12.616257105868126,9,6.0,0
45.0,Sales,4,240,3.0,Female,3,2,1.0,Divorced,4,Yes,3,9.0,4.0,5.109341546138071,4,0.0,0
56.0,Research and Dev,8,241,3.0,Female,3,1,1.0,Divorced,4,Yes,3,19.0,3.0,1.7578121540153482,2,2.0,0
33.0,Other,2,242,3.0,Male,3,1,4.0,Single,2,No,3,4.0,4.0,3.8194299931869766,1,0.0,0
54.056353712506976,R&D Lab,2,243,3.0,Male,2,1,4.0,Single,1,No,4,1.0,2.0,1.1126176764028015,0,5.0,1
46.0,Sales,1,244,2.0,Female,3,3,1.0,Divorced,5,No,4,24.0,3.0,24.08321476790158,13,15.0,0
107.25692904106684,Other,9,245,3.0,Female,3,1,4.0,Single,1,No,3,2.0,3.0,2.4037778158027145,2,2.0,0
31.0,Other,12,246,3.0,Female,3,1,4.0,Married,8,Yes,4,7.0,3.0,4.462076191542767,2,0.0,0
34.0,Other,27,247,3.0,Female,3,1,2.0,Single,1,No,3,9.0,3.0,3.4064282321190493,2,1.0,0
41.0,Sales,20,248,3.0,Female,3,1,2.0,Single,3,Yes,4,4.0,2.0,3.324639023529247,3,0.0,1
145.98904282231382,Other,1,249,3.0,Male,2,1,3.0,MARRIED,5,No,3,5.0,2.0,2.681382233962061,2,0.0,0
53.0,Other,13,250,4.0,Female,4,2,1.0,Divorced,4,No,3,5.0,3.0,3.671735524265592,2,1.0,0
105.4618226240991,Other,14,252,3.0,Female,3,1,2.0,Married,2,No,3,8.0,3.0,7.610459885376063,7,1.0,0
40.0,Other,4,253,4.0,Female,3,5,3.0,Married,10,No,3,21.0,3.0,19.56394811729822,8,9.0,0
55.0,Other,14,254,3.0,Male,4,5,2.0,Single,10,No,3,36.0,3.0,23.66448804442465,15,2.0,0
34.0,Other,2,256,4.0,Male,2,2,3.0,MARRIED,10,No,3,10.0,2.0,10.16797437142708,9,1.0,0
51.0,Other,3,258,4.0,Female,3,4,2.0,Single,9,No,3,21.0,3.0,7.247204643624914,7,1.0,0
52.0,Other,1,259,3.0,Male,2,5,3.0,Married,10,No,3,34.0,3.0,32.99918201667795,18,11.0,0
27.0,Other,9,260,3.0,Female,3,1,2.0,Single,1,No,3,7.0,2.0,6.78698383071779,7,0.0,0
35.0,Other,23,261,2.0,Male,2,2,3.0,Married,7,Yes,3,8.0,3.0,1.63773162432681,0,0.0,1
43.0,R&D,7,262,3.0,Male,4,1,4.0,Divorced,1,No,3,7.0,4.0,4.954216969675081,4,2.0,0
45.0,R&D Lab,2,264,1.0,Male,2,4,4.0,Married,10,No,4,22.0,3.0,20.468536260157588,8,11.0,0
37.0,Other,21,267,3.0,Male,4,1,1.0,Married,3,Yes,3,8.0,2.0,7.715336934725611,7,1.0,0
35.0,ResDev,2,269,2.0,Female,3,2,2.0,Single,4,No,3,10.0,3.0,6.206856399976037,2,1.0,0
42.0,Other,21,270,3.0,Female,3,2,3.0,Divorced,5,No,3,11.0,3.0,5.671044252152957,3,0.0,0
38.0,Other,2,271,4.0,Male,3,2,3.0,Married,7,No,3,14.0,3.0,0.0,0,0.0,0
38.0,R&D Lab,29,273,4.0,Male,3,2,4.0,Married,7,No,3,9.0,1.0,6.672457358087961,7,1.0,0
27.0,R&D Lab,1,274,3.0,Male,2,2,1.0,Married,5,No,3,6.0,3.0,2.296871087920606,2,2.0,0
49.0,Other,18,275,4.0,Male,3,2,4.0,Divorced,7,Yes,3,7.0,3.0,7.606407536841343,7,1.0,0
34.0,Other,10,277,3.0,Male,3,1,3.0,Divorced,3,Yes,3,5.0,4.0,5.101556773973253,3,2.0,0
40.0,Other,19,281,3.0,Male,3,2,4.0,Married,2,Yes,3,15.0,4.0,7.024786364649702,2,3.0,0
38.0,Other,29,282,2.0,Male,3,2,1.0,Married,9,Yes,3,17.0,3.0,1.80528923161165,0,0.0,1
29.0,Sales,27,283,2.0,Female,3,3,4.0,Married,9,No,4,10.0,2.0,10.636996695294409,4,1.0,1
22.0,Other,5,284,3.0,Male,4,1,2.0,Divorced,4,Yes,3,4.0,2.0,3.56570903147615,2,2.0,0
36.0,Other,18,286,3.0,Female,3,1,4.0,Single,1,No,3,8.0,3.0,8.058205490060379,1,1.0,0
40.0,R&D Lab,9,287,4.0,Male,2,2,4.0,Married,8,No,3,5.0,1.0,3.1800845010677574,2,0.0,0
46.0,Other,1,288,4.0,Male,3,3,1.0,Divorced,8,No,3,17.0,3.0,4.8592996870068434,2,0.0,0
32.0,Sales,4,291,4.0,Male,1,3,4.0,Married,8,No,3,14.0,2.0,14.433035258021398,8,9.0,1
30.0,Other,1,292,3.0,Male,2,3,3.0,Single,8,No,4,12.0,3.0,10.948211950049188,8,5.0,0
27.0,Sales,20,293,4.0,Female,3,2,3.0,Single,8,No,3,7.0,3.0,7.1100371644018105,7,0.0,0
51.0,R&D Lab,8,296,2.0,Male,2,3,2.0,Married,9,No,3,16.0,1.0,9.058058255383052,9,4.0,0
30.0,R&D Lab,3,297,3.0,Female,3,1,1.0,Single,2,Yes,3,8.0,3.0,5.484314242313673,2,0.0,1
115.03357779077446,Sales,6,298,4.0,Female,3,3,4.0,Single,9,Yes,3,16.0,3.0,1.3228663943616237,0,0.0,0
30.0,Saless,26,299,3.0,Female,2,2,1.0,Single,7,No,3,9.0,2.0,6.606078216612551,3,0.0,1
29.0,Other,1,300,3.0,Male,3,1,3.0,Single,1,No,3,7.0,2.0,5.92797535086274,2,1.0,1
45.0,Sales,6,302,4.0,Female,2,3,4.0,Single,8,No,3,23.0,3.0,19.06402053427923,7,12.0,0
54.0,Sales,3,303,4.0,Female,3,2,1.0,Married,5,No,3,16.0,3.0,5.759330825360137,2,0.0,0
36.0,Other,5,304,4.0,Male,3,2,2.0,Single,7,No,3,16.0,4.0,12.425972546922129,11,3.0,0
